drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Benzoyl,0-2,26,118,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AE, Peroxide anti-acne preparations for topical use",1,C0005088
Benzoyl,11-17,44077,118,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AE, Peroxide anti-acne preparations for topical use",1,C0005088
Benzoyl,3-10,658,118,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AE, Peroxide anti-acne preparations for topical use",1,C0005088
Benzoyl,Total,44761,118,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AE, Peroxide anti-acne preparations for topical use",1,C0005088
Benztropine,0-2,0,25,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04A, ANTICHOLINERGIC AGENTS","N04AC, Ethers of tropine or tropine derivatives, anticholinergic",1,C0053156
Benztropine,11-17,27625,25,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04A, ANTICHOLINERGIC AGENTS","N04AC, Ethers of tropine or tropine derivatives, anticholinergic",1,C0053156
Benztropine,3-10,2720,25,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04A, ANTICHOLINERGIC AGENTS","N04AC, Ethers of tropine or tropine derivatives, anticholinergic",1,C0053156
Benztropine,Total,30345,25,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04A, ANTICHOLINERGIC AGENTS","N04AC, Ethers of tropine or tropine derivatives, anticholinergic",1,C0053156
Benzyl,0-2,0,31,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0053289
Benzyl,11-17,1,31,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0053289
Benzyl,3-10,2,31,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0053289
Benzyl,Total,3,31,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0053289
Benzyl Alcohol,0-2,73,63,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0005100
Benzyl Alcohol,11-17,690,63,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0005100
Benzyl Alcohol,3-10,1208,63,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0005100
Benzyl Alcohol,Total,1971,63,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03, ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A, ECTOPARASITICIDES, INCL. SCABICIDES","P03AX, Other ectoparasiticides, incl. scabicides in ATC",1,C0005100
Besifloxacin,0-2,249,11,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01A, ANTIINFECTIVE OPHTHALMOLOGICS","S01AE, Fluoroquinolone antiinfectives, ophthalmologic",1,
Besifloxacin,11-17,1374,11,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01A, ANTIINFECTIVE OPHTHALMOLOGICS","S01AE, Fluoroquinolone antiinfectives, ophthalmologic",1,
Besifloxacin,3-10,641,11,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01A, ANTIINFECTIVE OPHTHALMOLOGICS","S01AE, Fluoroquinolone antiinfectives, ophthalmologic",1,
Besifloxacin,Total,2264,11,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01A, ANTIINFECTIVE OPHTHALMOLOGICS","S01AE, Fluoroquinolone antiinfectives, ophthalmologic",1,
Betahistine,0-2,0,10,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07C, ANTIVERTIGO PREPARATIONS","N07CA, Antivertigo preparations",1,C0282071
Betahistine,11-17,1,10,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07C, ANTIVERTIGO PREPARATIONS","N07CA, Antivertigo preparations",1,C0282071
Betahistine,3-10,0,10,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07C, ANTIVERTIGO PREPARATIONS","N07CA, Antivertigo preparations",1,C0282071
Betahistine,Total,1,10,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07C, ANTIVERTIGO PREPARATIONS","N07CA, Antivertigo preparations",1,C0282071
Betaine,0-2,0,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",1,C0282072
Betaine,0-2,103,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",0,C1166065
Betaine,11-17,1,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",1,C0282072
Betaine,11-17,953,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",0,C1166065
Betaine,3-10,0,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",1,C0282072
Betaine,3-10,636,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",0,C1166065
Betaine,Total,1,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",1,C0282072
Betaine,Total,1692,261,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AA, Amino acids and derivatives",0,C1166065
Betamethasone,0-2,0,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",1,C0700603
Betamethasone,0-2,0,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0700603
Betamethasone,0-2,0,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0700603
Betamethasone,0-2,0,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0700603
Betamethasone,0-2,0,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0700603
Betamethasone,0-2,0,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0700603
Betamethasone,0-2,0,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0700603
Betamethasone,0-2,0,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0700603
Betamethasone,0-2,0,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0700603
Betamethasone,0-2,0,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0700603
Betamethasone,0-2,0,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0700603
Betamethasone,0-2,3173,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0718926
Betamethasone,0-2,3173,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0718926
Betamethasone,0-2,3173,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0718926
Betamethasone,0-2,3173,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0718926
Betamethasone,0-2,3173,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0718926
Betamethasone,0-2,3173,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0718926
Betamethasone,0-2,3173,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0718926
Betamethasone,0-2,3173,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0718926
Betamethasone,0-2,3173,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0718926
Betamethasone,0-2,3173,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0718926
Betamethasone,0-2,3173,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0718926
Betamethasone,0-2,8339,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0750848
Betamethasone,0-2,8339,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0750848
Betamethasone,0-2,8339,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0750848
Betamethasone,0-2,8339,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0750848
Betamethasone,0-2,8339,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0750848
Betamethasone,0-2,8339,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0750848
Betamethasone,0-2,8339,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0750848
Betamethasone,0-2,8339,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0750848
Betamethasone,0-2,8339,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0750848
Betamethasone,0-2,8339,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0750848
Betamethasone,0-2,8339,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0750848
Betamethasone,0-2,12362,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0053523
Betamethasone,0-2,12362,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0053523
Betamethasone,0-2,12362,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0053523
Betamethasone,0-2,12362,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0053523
Betamethasone,0-2,12362,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0053523
Betamethasone,0-2,12362,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0053523
Betamethasone,0-2,12362,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0053523
Betamethasone,0-2,12362,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0053523
Betamethasone,0-2,12362,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0053523
Betamethasone,0-2,12362,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0053523
Betamethasone,0-2,12362,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0053523
Betamethasone,11-17,5,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",1,C0700603
Betamethasone,11-17,5,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0700603
Betamethasone,11-17,5,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0700603
Betamethasone,11-17,5,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0700603
Betamethasone,11-17,5,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0700603
Betamethasone,11-17,5,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0700603
Betamethasone,11-17,5,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0700603
Betamethasone,11-17,5,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0700603
Betamethasone,11-17,5,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0700603
Betamethasone,11-17,5,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0700603
Betamethasone,11-17,5,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0700603
Betamethasone,11-17,9,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0700603
Betamethasone,11-17,9,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0700603
Betamethasone,11-17,9,1332,"R, RESPIRATORY SYSTEM","R01, NASAL PREPARATIONS","R01A, DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R01AD, Corticosteroid nasal preparations for topical use",0,C0700603
Betamethasone,11-17,9,1332,"H, SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","H02, CORTICOSTEROIDS FOR SYSTEMIC USE","H02A, CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","H02AB, Glucocorticoids, Systemic",0,C0700603
Betamethasone,11-17,9,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0700603
Betamethasone,11-17,9,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0700603
Betamethasone,11-17,9,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0700603
Betamethasone,11-17,9,1332,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05A, AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","C05AA, Corticosteroids, topical for treatment of hemorrhoids and anal fissures",0,C0700603
Betamethasone,11-17,9,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0700603
Betamethasone,11-17,9,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0700603
Betamethasone,11-17,9,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0700603
Betamethasone,11-17,14311,1332,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A07, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","A07E, INTESTINAL ANTIINFLAMMATORY AGENTS","A07EA, Corticosteroids acting locally",0,C0718926
Betamethasone,11-17,14311,1332,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01C, ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","S01CB, Corticosteroids/antiinfectives/mydriatics in combination",0,C0718926
Betamethasone,11-17,14311,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AC, Corticosteroids, potent (group III)",0,C0718926
Betamethasone,11-17,14311,1332,"S, SENSORY ORGAN DRUGS","S02, OTOLOGICALS","S02B, Corticosteroid otologicals","S02BA, Corticosteroids",0,C0718926
Betamethasone,11-17,14311,1332,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07X, CORTICOSTEROIDS, OTHER COMBINATIONS","D07XC, Corticosteroids, potent, other combinations",0,C0718926
Betamethasone,11-17,14311,1332,"S, SENSORY ORGAN DRUGS","S03, OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","S03B, Corticosteroid ophthalmologic and otologic preparations","S03BA, Corticosteroids",0,C0718926
Betamethasone,11-17,14311,1332,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03B, OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC","R03BA, Glucocorticoid inhalants for obstructive airway disease",0,C0718926
