Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
risperidon hexal,risperidon hexal,risperidon hexal,C0073361,RID,BN
risperidone,risperidone,risperidone,C0073393,risperidone,IN
ritalin,ritalin,ritalin,C0728759,Ritalin,BN
ritalina,ritalina,ritalina,C0728759,Ritalin,BN
ritodrine,ritodrine,ritodrine,C0035661,ritodrine,IN
ritolop,ritolop,ritolop,,,
ritonavir,ritonavir,ritonavir,C0292818,ritonavir,IN
ritonavirritonavir,ritonavirritonavir,ritonavirritonavir,C0292818,ritonavir,IN
rituxan,rituxan,rituxan,C0732355,Rituxan,BN
rituximab,rituximab,rituximab,C0393022,rituximab,IN
rituximab 2814a,rituximab 2814a,rituximab 2814a,C0393022,rituximab,IN
rituximab rituximab,rituximab rituximab,rituximab rituximab,C3887836,10 ML rituximab 10 MG/ML Injection,SCD
rituximab gp2013,rituximab gp2013,rituximab gp2013,C0393022,rituximab,IN
rivaroxaban,rivaroxaban,rivaroxaban,C1739768,rivaroxaban,IN
rivaroxaban 20mg,rivaroxaban 20mg,rivaroxaban 20mg,C3248003,rivaroxaban 20 MG,SCDC
rivotril,rivotril,rivotril,C0699317,Rivotril,BN
rizatriptan,rizatriptan,rizatriptan,C0297635,rizatriptan,IN
rizatriptan benzoate,rizatriptan benzoate,rizatriptan benzoate,C0772420,rizatriptan benzoate,PIN
roactemra,roactemra,roactemra,,,
rocefin,rocefin,rocefin,,,
rocephin,rocephin,rocephin,C0035750,Rocephin,BN
rocephine,rocephine,rocephine,C0035750,Rocephin,BN
rocuronium,rocuronium,rocuronium,C0209337,rocuronium,IN
rocuronium bromide,rocuronium bromide,rocuronium,C0069632,rocuronium bromide,PIN
rohypnol,rohypnol,rohypnol,,,
romiplostim,romiplostim,romiplostim,C2364481,romiplostim,IN
ropinirole,ropinirole,ropinirole,C0244821,ropinirole,IN
ropivacaine,ropivacaine,ropivacaine,C0073571,ropivacaine,IN
ropivacaine fresenius kabi not specified,ropivacaine fresenius kabi not specified,ropivacaine fresenius kabi not specified,C0073571,ropivacaine,IN
ropivacaine hydrochloride,ropivacaine hydrochloride,ropivacaine,C0771826,ropivacaine hydrochloride,PIN
rosuvastatin,rosuvastatin,rosuvastatin,C0965129,rosuvastatin,IN
rosuvastatin calcium,rosuvastatin calcium,rosuvastatin,C1101751,rosuvastatin calcium,PIN
rotarix,rotarix,rotarix,C1528012,Rotarix,BN
rotateq,rotateq,rotateq,C1528013,RotaTeq,BN
rotavirus vaccine,rotavirus vaccine,rotavirus vaccine,C2364569,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain",IN
rovalcyte,rovalcyte,rovalcyte,,,
roxicodone,roxicodone,roxicodone,C0723149,Roxicodone,BN
roxithromycin,roxithromycin,roxithromycin,C0035891,roxithromycin,IN
rozerem,rozerem,rozerem,C1621477,Rozerem,BN
rozlytrek,rozlytrek,rozlytrek,C5206900,Rozlytrek,BN
roztw r glukozy 5 baxter,roztw r glukozy 5 baxter,roztw r glukozy 5 baxter,,,
rsv chad155 vaccine 5x10e10 vp,rsv chad155 vaccine 5x10e10 vp,rsv chad155 vaccine 5x10e10 vp,,,
rubella virus vaccine live attenuated,rubella virus vaccine live attenuated,rubella virus vaccine live attenuated,C0035924,rubella virus,IN
rubella virus vaccine live nos,rubella virus vaccine live nos,rubella virus vaccine live nos,C2927379,Ella,BN
rufinamide,rufinamide,rufinamide,C0213404,rufinamide,IN
rulid,rulid,rulid,C0107281,Brulidine,BN
rupatadine,rupatadine,rupatadine,,,
rurioctocog alfa pegol,rurioctocog alfa pegol,rurioctocog alfa pegol,C4080638,rurioctocog alfa pegol 1 UNT Injection,SY
ruxolitinib,ruxolitinib,ruxolitinib,C2931926,ruxolitinib,IN
rydapt,rydapt,rydapt,C4473867,Rydapt,BN
rylaze,rylaze,rylaze,C5540542,Rylaze,BN
rapalimus,rapalimus,rapalimus,,,
regpara,regpara,regpara,,,
revestive,revestive,revestive,,,
revinty ellipta,revinty ellipta,revinty ellipta,,,
rinderon,rinderon,rinderon,,,
risperidone 1mg,risperidone 1mg,risperidone 1mg,C0989713,risperiDONE 1 MG,TMSY
risperidone 2mg,risperidone 2mg,risperidone 2mg,C0989715,risperiDONE 2 MG,TMSY
risperidone 4mg,risperidone 4mg,risperidone 4mg,C0992888,risperiDONE 4 MG,TMSY
sabril,sabril,sabril,C0592085,Sabril,BN
sabril for oral solution,sabril for oral,sabril for oral,C1720057,Tablet for Oral Suspension,DF
sabril for oral solution sabril vigabatrin 500 mg powder for oral solution,sabril for oral sabril vigabatrin 500 mg powder for oral,sabril for oral sabril vigabatrin 500 mg powder for oral,C2719725,vigabatrin 500 MG Powder for Oral Solution [Sabril],SBD
sabril for oral solution sabril vigabatrin powder for oral solution,sabril for oral sabril vigabatrin powder for oral,sabril for oral sabril vigabatrin powder for oral,C2719725,vigabatrin 500 MG Powder for Oral Solution [Sabril],SBD
sabril tablet,sabril,sabril,C0592085,Sabril,BN
sacubitrilvalsartan,sacubitrilvalsartan,sacubitrilvalsartan,C4033631,sacubitril / valsartan,MIN
sai de sa cytarabine,sai de sa cytarabine,sai de sa cytarabine,C0010711,cytarabine,IN
saidesa cytarabine,saidesa cytarabine,saidesa cytarabine,C0010711,cytarabine,IN
saizen,saizen,saizen,C0699618,Saizen,BN
saizen somatropin rdna origin for injection,saizen somatropin rdna origin for,saizen somatropin rdna origin for,C0699618,Saizen,BN
salbutamol,salbutamol,salbutamol,C2731651,UTA Capsule,BN
salbutamol sandoz,salbutamol sandoz,salbutamol sandoz,C2731651,UTA Capsule,BN
saline oral otc,saline oral otc,saline oral otc,C0991533,Oral Capsule,DF
salmeterol,salmeterol,salmeterol,C0073992,salmeterol,IN
samsca,samsca,samsca,C2710117,Samsca,BN
sandimmun,sandimmun,sandimmun,C0699604,SandIMMUNE,TMSY
sandimmun infusion,sandimmun infusion,sandimmun infusion,C3848571,bromide ion,IN
sandimmun neoral,sandimmun neoral,sandimmun neoral,C0699605,Neoral,BN
sandimmun optoral,sandimmun optoral,sandimmun optoral,C0991533,Oral Capsule,DF
sandimmune,sandimmune,sandimmune,C0699604,Sandimmune,BN
sandoglobulin,sandoglobulin,sandoglobulin,,,
sandostatin,sandostatin,sandostatin,C0678117,Sandostatin,BN
sandostatin lar depot,sandostatin lar depot,sandostatin lar depot,C0723209,SandoSTATIN LAR,TMSY
sandostatine,sandostatine,sandostatine,C0678117,SandoSTATIN,TMSY
saphris,saphris,saphris,C2719329,Saphris,BN
sapropterin dihydrochloride,sapropterin dihydrochloride,sapropterin dihydrochloride,C1996349,sapropterin dihydrochloride,PIN
saquinavir,saquinavir,saquinavir,C0286738,saquinavir,IN
sargramostim,sargramostim,sargramostim,C0216231,sargramostim,IN
saxagliptin,saxagliptin,saxagliptin,C1611934,saxagliptin,IN
saxenda,saxenda,saxenda,C3872102,Saxenda,BN
schein private label liodocaine 100 epinephrine bitartratelidocaine hydrochloride,schein private label liodocaine 100 epinephrine bitartratelidocaine hydrochloride,schein private label liodocaine 100 epinephrine bitartratelidocaine,C0014563,epinephrine,IN
seasonale,seasonale,seasonale,C1572279,Seasonale 91 Day Pack,SY
sebivo,sebivo,sebivo,,,
secukinumab,secukinumab,secukinumab,C3179547,secukinumab,IN
sedessa cytarabine,sedessa cytarabine,sedessa cytarabine,C0010711,cytarabine,IN
seebri breezhaler,seebri breezhaler,seebri breezhaler,C4058710,Seebri,BN
sefirom,sefirom,sefirom,,,
selinexor,selinexor,selinexor,C3852671,selinexor,IN
selumetinib,selumetinib,selumetinib,C2980074,selumetinib,IN
semustine,semustine,semustine,C0040238,tin,IN
sendoxan,sendoxan,sendoxan,,,
sensipar,sensipar,sensipar,C1435704,Sensipar,BN
sensorcaine,sensorcaine,sensorcaine,C0699883,Sensorcaine,BN
septocaine and epinephrine,septocaine and epinephrine,septocaine and epinephrine,C0014563,epinephrine,IN
septrin paediatric,septrin paediatric,septrin paediatric,C0699596,Septrin,BN
serenase 00027401,serenase 00027401,serenase 00027401,,,
serenase haloperidol,serenase haloperidol,serenase haloperidol,C3474139,Alo,BN
seresta,seresta,seresta,,,
seresta 10 mg comprim,seresta 10 mg comprim,seresta 10 mg comprim,C3475089,magnesium sulfate 10 MG,SCDC
seresta 10 mg comprime,seresta 10 mg comprime,seresta 10 mg comprime,C3475089,magnesium sulfate 10 MG,SCDC
seretide,seretide,seretide,,,
serophene,serophene,serophene,C0036748,Serophene,BN
seroplex,seroplex,seroplex,,,
seropram citalopram hydrobromide,seropram citalopram hydrobromide,seropram citalopram hydrobromide,C0724555,citalopram hydrobromide,PIN
seroquel,seroquel,seroquel,C0287163,Seroquel,BN
seroquel ir,seroquel,seroquel,C0287163,Seroquel,BN
seroquel prolong,seroquel prolong,seroquel prolong,C0287163,Seroquel,BN
seroquel retard,seroquel retard,seroquel retard,C0287163,Seroquel,BN
seroquel xr,seroquel,seroquel,C0287163,Seroquel,BN
seroxat,seroxat,seroxat,,,
sertralin,sertralin,sertralin,C0074393,sertraline,IN
sertraline,sertraline,sertraline,C0074393,sertraline,IN
sertraline sertraline,sertraline sertraline,sertraline sertraline,C1123628,sertraline 100 MG,SCDC
sertraline 50 mg,sertraline 50 mg,sertraline 50 mg,C1123630,sertraline 50 MG,SCDC
sertraline hcl,sertraline hcl,sertraline,C0074393,sertraline,IN
sertraline hydrochloride,sertraline hydrochloride,sertraline,C0600526,sertraline hydrochloride,PIN
sevelamer,sevelamer,sevelamer,C0718050,sevelamer,IN
sevelamer hydrochloride,sevelamer hydrochloride,sevelamer,C0772463,sevelamer hydrochloride,PIN
sevenfact,sevenfact,sevenfact,C5399347,Sevenfact,BN
sevoflurane,sevoflurane,sevoflurane,C0074414,sevoflurane,IN
sevoflurane baxter,sevoflurane baxter,sevoflurane baxter,C0074414,sevoflurane,IN
sevoflurane baxter 1 mlml liquide pour inhalation par vapeur,sevoflurane baxter 1 mlml liquide pour inhalation par vapeur,sevoflurane baxter 1 mlml liquide pour inhalation par vapeur,C1154181,Inhalation Solution,DF
sevoflurano,sevoflurano,sevoflurano,C0074414,sevoflurane,IN
sevofrane,sevofrane,sevofrane,C0074414,sevoflurane,IN
sevorane,sevorane,sevorane,,,
sifrol,sifrol,sifrol,,,
signifor,signifor,signifor,C3529083,Signifor,BN
siklos,siklos,siklos,C4550877,Siklos,BN
sildenafil,sildenafil,sildenafil,C0529793,sildenafil,IN
sildenafil sildenafil unknown,sildenafil sildenafil unknown,sildenafil sildenafil unknown,C0529793,sildenafil,IN
sildenafil 10mgml,sildenafil 10mgml,sildenafil 10mgml,C3496849,sildenafil 10 MG/ML,SCDC
sildenafil citrate,sildenafil citrate,sildenafil citrate,C0724693,sildenafil citrate,PIN
sildenafil susp,sildenafil susp,sildenafil susp,C0529793,sildenafil,IN
silver sulfadiazine,silver sulfadiazine,silver sulfadiazine,C0037134,silver sulfadiazine,IN
simdax,simdax,simdax,,,
simponi,simponi,simponi,C2684024,Simponi,BN
simponi aria,simponi aria,simponi aria,C2684024,Simponi,BN
simulect,simulect,simulect,C0723325,Simulect,BN
simvastatin,simvastatin,simvastatin,C0074554,simvastatin,IN
simvastatin actavis,simvastatin actavis,simvastatin actavis,C0074554,simvastatin,IN
sinecatechins,sinecatechins,sinecatechins,C1960121,sinecatechins,IN
sinemet 100 mg 10 mg comprime secable,sinemet 100 mg 10 mg comprime secable,sinemet 100 mg 10 mg comprime secable,C3475089,magnesium sulfate 10 MG,SCDC
singulair,singulair,singulair,C0595724,Singulair,BN
singulair 10 mg filmtabletten,singulair 10 mg filmtabletten,singulair 10 mg filmtabletten,C3475089,magnesium sulfate 10 MG,SCDC
singulair 4,singulair 4,singulair 4,C0595724,Singulair,BN
singulair 4 mg granulado,singulair 4 mg granulado,singulair 4 mg granulado,C0595724,Singulair,BN
singulair 5 mg,singulair 5 mg,singulair 5 mg,C3536832,air,IN
singulair fine granules 4mg,singulair fine granules 4mg,singulair fine granules 4mg,C0595724,Singulair,BN
singulair mini 4 mg oralne granules,singulair mini 4 mg oralne granules,singulair mini 4 mg oralne granules,C0595724,Singulair,BN
sirolimus,sirolimus,sirolimus,C0072980,sirolimus,IN
sirturo,sirturo,sirturo,C3530521,Sirturo,BN
sitagliptin,sitagliptin,sitagliptin,C1565750,sitagliptin,IN
sitagliptinsitagliptin phosphate,sitagliptinsitagliptin phosphate,sitagliptinsitagliptin,C1565750,sitagliptin,IN
skenan,skenan,skenan,,,
skiacol,skiacol,skiacol,,,
skinoren cream,skinoren,skinoren,,,
skinoren gel,skinoren gel,skinoren gel,C0017243,Gel,DF
skyla,skyla,skyla,C3531219,Skyla,BN
smof,smof,smof,C2960864,menthol 13 MG/ML [Osmoflex],SBDC
smofkabiven zentral,smofkabiven zentral,smofkabiven zentral,,,
smoflipid,smoflipid,smoflipid,,,
sobelin,sobelin,sobelin,,,
sobelin 00166002,sobelin 00166002,sobelin 00166002,,,
sobelin solubile,sobelin solubile,sobelin solubile,,,
sodium acetate,sodium acetate,,C0142785,sodium acetate,IN
sodium alginate,sodium alginate,alginate,C0142791,sodium alginate,PIN
sodium arsenite,sodium arsenite,arsenite,C0074718,sodium arsenate,IN
sodium benzoate,sodium benzoate,benzoate,C0142805,sodium benzoate,PIN
sodium bicarbonate,sodium bicarbonate,bicarbonate,C0074722,sodium bicarbonate,IN
sodium chloride,sodium chloride,chloride,C0037494,sodium chloride,IN
sodium chloride manufacturer unknown,sodium chloride manufacturer unknown,chloride manufacturer unknown,C0006686,calcium chloride,IN
sodium chloride manufacturer unknown sodium chloride sodium chloride,sodium chloride manufacturer unknown sodium chloride sodium chloride,chloride manufacturer unknown chloride chloride,C0037494,sodium chloride,IN
sodium chloride 09 intravenous infusion bp,sodium chloride 09 intravenous infusion bp,chloride 09 intravenous infusion bp,C0006686,calcium chloride,IN
sodium chloride 7,sodium chloride 7,chloride 7,C0037494,sodium chloride,IN
sodium chloride intravenous infusion bp 09 wv,sodium chloride intravenous infusion bp 09 wv,chloride intravenous infusion bp 09 wv,C0006686,calcium chloride,IN
sodium chloride intravenous infusion bp 09wv,sodium chloride intravenous infusion bp 09wv,chloride intravenous infusion bp 09wv,C0006686,calcium chloride,IN
sodium chloride solution,sodium chloride,chloride,C0037494,sodium chloride,IN
sodium feredetate,sodium feredetate,feredetate,C0357084,sodium feredetate,SY
sodium ferric gluconate complex,sodium ferric gluconate complex,ferric gluconate complex,C0875947,sodium ferric gluconate complex,IN
sodium ferrous citrate,sodium ferrous citrate,ferrous citrate,C1996239,Cit Calcium,BN
sodium glycerophosphate,sodium glycerophosphate,glycerophosphate,C0377349,sodium glycerophosphate,PIN
sodium hydrogen carbonate,sodium hydrogen carbonate,hydrogen carbonate,C0006681,calcium carbonate,IN
sodium iodide i 131,sodium iodide i 131,iodide i 131,C0304982,sodium iodide I131,PIN
sodium lactate,sodium lactate,lactate,C0142874,sodium lactate,PIN
sodium nitroprusside,sodium nitroprusside,nitroprusside,C0037533,sodium nitroprusside,PIN
sodium phosphate,sodium phosphate,,C0074757,sodium phosphate,IN
sodium phosphate monobasic,sodium phosphate monobasic,monobasic,C0770578,"sodium phosphate, monobasic",IN
sodium phosphate monobasic anhydrous,sodium phosphate monobasic anhydrous,monobasic anhydrous,C1165377,"sodium phosphate, monobasic, anhydrous",PIN
sodium picosulfate,sodium picosulfate,picosulfate,C0071042,sodium picosulfate,SY
sodium polystyrene sulfonate,sodium polystyrene sulfonate,polystyrene sulfonate,C0142915,sodium polystyrene sulfonate,IN
sodium thiosulfate,sodium thiosulfate,thiosulfate,C0074774,sodium thiosulfate,PIN
sodium valproate,sodium valproate,valproate,C0037567,sodium valproate,PIN
sodium valproate sodium valproate,sodium valproate sodium valproate,valproate valproate,C0792320,sodium valproate 100 MG Oral Tablet,SY
sofosbuvir wvelpatasvir,sofosbuvir wvelpatasvir,sofosbuvir wvelpatasvir,C4271578,sofosbuvir / velpatasvir,MIN
solmelcort,solmelcort,solmelcort,,,
solian,solian,solian,C0142988,Solian,BN
soliris,soliris,soliris,C1744173,Soliris,BN
soliris 300mg,soliris 300mg,soliris 300mg,C1744173,Soliris,BN
soltamox,soltamox,soltamox,C1515205,Soltamox,BN
solu moderin,solu moderin,solu moderin,,,
solucortef,solucortef,solucortef,C0701088,Solu-CORTEF,TMSY
solumedrol,solumedrol,solumedrol,C0701466,SOLU-Medrol,TMSY
solu medrol,solu medrol,solu medrol,C0701466,SOLU-Medrol,TMSY
solupred,solupred,solupred,,,
solupred 00016201,solupred 00016201,solupred 00016201,,,
solution injectable de glucose a 50 baxter solution pour perfusion,injectable de glucose a 50 baxter pour perfusion,injectable de glucose a 50 baxter pour perfusion,C0017725,glucose,IN
soluvit,soluvit,soluvit,,,
somatropin,somatropin,somatropin,C0169964,somatropin,IN
somatropin rhgh lyophilized powder,somatropin rhgh lyophilized powder,somatropin rhgh lyophilized powder,C0032861,Powder,DF
somatropin bs sc injection,somatropin bs sc,somatropin bs sc,C0702216,Soma,BN
somatuline 90mg,somatuline 90mg,somatuline 90mg,C0702216,Soma,BN
somatuline autogel 120mg,somatuline autogel 120mg,somatuline autogel 120mg,C0702216,Soma,BN
somatuline depot,somatuline depot,somatuline depot,C0702216,Soma,BN
somatuline pr,somatuline pr,somatuline pr,C0245665,Somatuline,BN
somatuline prlanreotide acetate,somatuline prlanreotide acetate,somatuline prlanreotide,C0718194,Aceta,BN
sorafenib,sorafenib,sorafenib,C1516119,sorafenib,IN
sorafenib raf kinase inhibitor,sorafenib raf kinase inhibitor,sorafenib raf kinase inhibitor,C1516119,sorafenib,IN
sotalol,sotalol,sotalol,C0037707,sotalol,IN
sotalol apotex,sotalol apotex,sotalol apotex,C3474139,Alo,BN
sotalol hydrochloride,sotalol hydrochloride,sotalol,C0026289,sotalol hydrochloride,PIN
sotrovimab,sotrovimab,sotrovimab,C5433947,sotrovimab,IN
sotyktu,sotyktu,sotyktu,C5704515,Sotyktu,BN
sotylize,sotylize,sotylize,C3859712,Sotylize,BN
sovaldi,sovaldi,sovaldi,C3700471,Sovaldi,BN
spasfon,spasfon,spasfon,,,
spasfon phloroglucinol trimethylphloroglucinol,spasfon phloroglucinol trimethylphloroglucinol,spasfon phloroglucinol trimethylphloroglucinol,C2929960,phloroglucinol / trimethylphloroglucinol,MIN
spasfon phloroglucinoltrimethylphloroglucinol,spasfon phloroglucinoltrimethylphloroglucinol,spasfon phloroglucinoltrimethylphloroglucinol,C0066230,methyl bromide,IN
spasfon lyoc,spasfon lyoc,spasfon lyoc,,,
spasfon lyoc 160 mg lyophilisat oral,spasfon lyoc 160 mg lyophilisat oral,spasfon lyoc 160 mg lyophilisat oral,C1129043,potassium 60 MG,SCDC
speciafoldine,speciafoldine,speciafoldine,,,
speciafoldine 04 mg comprim,speciafoldine 04 mg comprim,speciafoldine 04 mg comprim,,,
speciafoldine 5 mg comprime,speciafoldine 5 mg comprime,speciafoldine 5 mg comprime,,,
specialfoldine,specialfoldine,specialfoldine,,,
spinraza,spinraza,spinraza,C4301241,Spinraza,BN
spiramycin,spiramycin,spiramycin,C0037962,spiramycin,IN
spiricort,spiricort,spiricort,,,
spiriva,spiriva,spiriva,C0905678,Spiriva,BN
spiriva respimat,spiriva respimat,spiriva respimat,C0905678,Spiriva,BN
spirobeta,spirobeta,spirobeta,,,
spironolactone,spironolactone,spironolactone,C0037982,spironolactone,IN
sporanox,sporanox,sporanox,C0699614,Sporanox,BN
spravato,spravato,spravato,C4762645,Spravato,BN
sprycel,sprycel,sprycel,C1723829,Sprycel,BN
stablon,stablon,stablon,,,
stagid,stagid,stagid,,,
stamaril,stamaril,stamaril,C4325296,Stamaril,BN
standacillin,standacillin,standacillin,,,
statin,statin,statin,C0708480,1 ML octreotide 0.05 MG/ML Injection [Sandostatin],SBD
