Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
diphenhydrAMINE hydrochloride;Lido HCl;Mouthwash,diphenhydramine hydrochloride lido hcl mouthwash,diphenhydramine lido mouthwash,C0006686,calcium chloride,IN
diphenhydrAMINE hydrochloride;Lido HCl;Nystatin;Mo,diphenhydramine hydrochloride lido hcl nystatin mo,diphenhydramine lido nystatin mo,C0006686,calcium chloride,IN
diphenhydrAMINE hydrochloride/Phenyleph HCl,diphenhydramine hydrochloride/phenyleph hcl,diphenhydramine hydrochloride/phenyleph,C0006686,calcium chloride,IN
Diphenhydramine Hydrochloride/Zinc Acetate,diphenhydramine hydrochloride/zinc acetate,diphenhydramine hydrochloride/zinc,C0000975,acetate,IN
"Diphtheria Toxoid, Adsorbed/Pertussis Vac, Acellul",diphtheria toxoid adsorbed/pertussis vac acellul,diphtheria toxoid adsorbed/pertussis vac acellul,C0770720,diphtheria toxoid adsorbed,PIN
"Diphtheria Toxoid, Adsorbed/Tetanus Toxoid",diphtheria toxoid adsorbed/tetanus toxoid,diphtheria toxoid adsorbed/tetanus toxoid,C0770720,diphtheria toxoid adsorbed,PIN
Dipyridamole,dipyridamole,dipyridamole,C0012582,dipyridamole,IN
Diroximel Fumarate,diroximel fumarate,diroximel,C5139729,diroximel fumarate,IN
Disinfectant Prep Pad,disinfectant prep pad,disinfectant prep pad,,,
Disopyramide Phosphate,disopyramide phosphate,disopyramide,C0700534,disopyramide phosphate,PIN
Dispenser,dispenser,dispenser,C3194708,Camrese 13 Week Extended-Day Tablet Dispenser,SY
"Dispenser, Syringe And Needle",dispenser syringe and needle,dispenser syringe and needle,,,
Disulfiram,disulfiram,disulfiram,C0012772,disulfiram,IN
Divalproex Sodium,divalproex sodium,divalproex,C0886883,divalproex sodium,PIN
DM Hydrobrom/guaiFENesin/Phenyleph HCl,dm hydrobrom/guaifenesin/phenyleph hcl,dm hydrobrom/guaifenesin/phenyleph,C0018305,guaifenesin,IN
DM Hydrobrom/guaiFENesin/PSE HCl,dm hydrobrom/guaifenesin/pse hcl,dm hydrobrom/guaifenesin/pse,C0018305,guaifenesin,IN
DM Hydrobrom/Pheniramine Mal/Phenyleph HCl,dm hydrobrom/pheniramine mal/phenyleph hcl,dm hydrobrom/pheniramine mal/phenyleph,C0031408,pheniramine,IN
DM Hydrobrom/Phenyleph HCl,dm hydrobrom/phenyleph hcl,dm hydrobrom/phenyleph,,,
DM Hydrobrom/Phenyleph HCl/Pyril Mal,dm hydrobrom/phenyleph hcl/pyril mal,dm hydrobrom/phenyleph hcl/pyril mal,,,
DM Hydrobrom/Phenyleph HCl/Thonzylamine HCl,dm hydrobrom/phenyleph hcl/thonzylamine hcl,dm hydrobrom/phenyleph hcl/thonzylamine,C0175162,thonzylamine,IN
DM Hydrobrom/Phenyleph HCl/Triprolidine HCl,dm hydrobrom/phenyleph hcl/triprolidine hcl,dm hydrobrom/phenyleph hcl/triprolidine,C0041098,triprolidine,IN
DM Hydrobrom/Promethazine HCl,dm hydrobrom/promethazine hcl,dm hydrobrom/promethazine,C0033405,promethazine,IN
DM Hydrobrom/Triprolidine HCl,dm hydrobrom/triprolidine hcl,dm hydrobrom/triprolidine,C0041098,triprolidine,IN
Docetaxel,docetaxel,docetaxel,C0246415,docetaxel,IN
Docosahexaenoic Acid;Prenatal Vitamins,docosahexaenoic acid prenatal vitamins,docosahexaenoic acid prenatal vitamins,C0556150,docosahexaenoic acid,PIN
Docosahexaenoic Acid/Eicosapentaenoic Acid;Prenata,docosahexaenoic acid/eicosapentaenoic acid prenata,docosahexaenoic acid/eicosapentaenoic acid prenata,C0775128,docosahexaenoic acid / eicosapentaenoic acid Oral Capsule,SCDFP
Docosahexaenoic Acid/Eicosapentaenoic Acid/Omega-3,docosahexaenoic acid/eicosapentaenoic acid/omega-3,docosahexaenoic acid/eicosapentaenoic acid/omega-3,C0556150,docosahexaenoic acid,PIN
Docosahexaenoic Acid/Lauric Acid;Prenatal Vitamins,docosahexaenoic acid/lauric acid prenatal vitamins,docosahexaenoic acid/lauric acid prenatal vitamins,C0556150,docosahexaenoic acid,PIN
Docosanol,docosanol,docosanol,C0075770,docosanol,IN
Docusate Sodium,docusate sodium,docusate,C0243237,docusate sodium,PIN
Docusate Sodium/Ferrous Fumarate,docusate sodium/ferrous fumarate,docusate sodium/ferrous,C5835194,docusate sodium / ferrous fumarate Oral Capsule,SCDFP
Docusate Sodium/Senna,docusate sodium/senna,docusate sodium/senna,C1692318,docusate,IN
Docusate Sodium/Sennosides,docusate sodium/sennosides,docusate sodium/sennosides,C1692318,docusate,IN
Docusate Sodium/Sennosides A and B,docusate sodium/sennosides a and b,docusate sodium/sennosides a and b,C1692318,docusate,IN
Dofetilide,dofetilide,dofetilide,C0114771,dofetilide,IN
Dog Epithelium Extract,dog epithelium extract,dog epithelium extract,C2725618,dog epithelium extract 100 MG/ML Injectable Solution,SY
Dolutegravir Sodium,dolutegravir sodium,dolutegravir,C3539953,dolutegravir sodium,PIN
Dolutegravir/lamiVUDine,dolutegravir/lamivudine,dolutegravir/lamivudine,C4765557,dolutegravir / lamiVUDine,TMSY
Dolutegravir/Rilpivirine,dolutegravir/rilpivirine,dolutegravir/rilpivirine,C4530989,dolutegravir / rilpivirine,MIN
Donepezil Hydrochloride,donepezil hydrochloride,donepezil,C0771848,donepezil hydrochloride,PIN
Doripenem,doripenem,doripenem,C0389169,doripenem,IN
Dornase Alfa,dornase alfa,dornase alfa,C1135662,dornase alfa,IN
Dorzolamide Hydrochloride,dorzolamide hydrochloride,dorzolamide,C0771293,dorzolamide hydrochloride,PIN
Dorzolamide Hydrochloride/Timolol Maleate,dorzolamide hydrochloride/timolol maleate,dorzolamide hydrochloride/timolol maleate,C0006686,calcium chloride,IN
Doxazosin Mesylate,doxazosin mesylate,doxazosin,C0077770,doxazosin mesylate,PIN
Doxepin Hydrochloride,doxepin hydrochloride,doxepin,C0700535,doxepin hydrochloride,PIN
Doxercalciferol,doxercalciferol,doxercalciferol,C0043668,doxercalciferol,IN
Doxorubicin Hydrochloride,doxorubicin hydrochloride,doxorubicin,C0546861,doxorubicin hydrochloride,PIN
Doxorubicin Hydrochloride Liposome,doxorubicin hydrochloride liposome,doxorubicin liposome,C1522689,doxorubicin hydrochloride liposome Injection,SCDFP
Doxycycline,doxycycline,doxycycline,C0013090,doxycycline,IN
Doxycycline Calcium,doxycycline calcium,doxycycline,C0282155,doxycycline calcium,PIN
Doxycycline Hyclate,doxycycline hyclate,doxycycline hyclate,C0058731,doxycycline hyclate,PIN
Doxycycline Hyclate;Cleanser and Moisturizer,doxycycline hyclate cleanser and moisturizer,doxycycline hyclate cleanser and moisturizer,C0013090,doxycycline,IN
Doxylamine Succinate,doxylamine succinate,doxylamine,C0058733,doxylamine succinate,PIN
Doxylamine Succinate/Phenylephrine Hydrochloride,doxylamine succinate/phenylephrine hydrochloride,doxylamine succinate/phenylephrine,C5836907,doxylamine succinate / phenylephrine hydrochloride Oral Tablet,SCDFP
Doxylamine Succinate/Pyridoxine Hydrochloride,doxylamine succinate/pyridoxine hydrochloride,doxylamine succinate/pyridoxine,C5846698,doxylamine succinate / pyridoxine hydrochloride Pill,SCDGP
Dressing,dressing,dressing,C3643275,NFZ Wound Dressing 0.2 % Topical Ointment,PSN
"Dressing, Gauze",dressing gauze,dressing gauze,,,
"Dressing, Transparent, Occlusive",dressing transparent occlusive,dressing transparent occlusive,,,
Dronabinol,dronabinol,dronabinol,C0039663,dronabinol,SY
Dronedarone Hydrochloride,dronedarone hydrochloride,dronedarone,C1880412,dronedarone hydrochloride,PIN
Drospirenone;Placebo,drospirenone placebo,drospirenone placebo,C0043822,drospirenone,IN
Drospirenone/Estetrol,drospirenone/estetrol,drospirenone/estetrol,C5432206,drospirenone / estetrol,MIN
Drospirenone/Estradiol,drospirenone/estradiol,drospirenone/estradiol,C2920279,drospirenone / estradiol,MIN
Drospirenone/Ethinyl Estradiol;Placebo,drospirenone/ethinyl estradiol placebo,drospirenone/ethinyl estradiol placebo,C0043822,drospirenone,IN
Droxidopa,droxidopa,droxidopa,C0000378,droxidopa,IN
DSS;Prenatal Vitamins,dss prenatal vitamins,dss prenatal vitamins,,,
DTaP Vaccine,dtap vaccine,dtap vaccine,,,
"DTaP, Hepatitis B, and Polio Vaccine",dtap hepatitis b and polio vaccine,dtap hepatitis b and polio vaccine,,,
"DTaP, Hepatitis B, Polio and Haemophilus B Vaccine",dtap hepatitis b polio and haemophilus b vaccine,dtap hepatitis b polio and haemophilus b vaccine,,,
Dulaglutide,dulaglutide,dulaglutide,C3179549,dulaglutide,IN
Duloxetine Hydrochloride,duloxetine hydrochloride,duloxetine,C1505020,duloxetine hydrochloride,PIN
Dupilumab,dupilumab,dupilumab,C3660996,dupilumab,IN
Dutasteride,dutasteride,dutasteride,C0754659,dutasteride,IN
Dyclonine Hydrochloride,dyclonine hydrochloride,dyclonine,C0304455,dyclonine hydrochloride,PIN
Ecallantide,ecallantide,ecallantide,C1722685,ecallantide,IN
Echothiophate Iodide,echothiophate iodide,echothiophate iodide,C0013530,echothiophate iodide,PIN
Econazole Nitrate,econazole nitrate,econazole,C0546862,econazole nitrate,PIN
Eculizumab,eculizumab,eculizumab,C1541483,eculizumab,IN
Edetate Calcium Disodium,edetate calcium disodium,edetate disodium,C0006692,edetate calcium disodium,PIN
Edetate Disodium,edetate disodium,edetate disodium,C0012695,edetate disodium,PIN
Edoxaban,edoxaban,edoxaban,C2975435,edoxaban,IN
Efavirenz,efavirenz,efavirenz,C0674428,efavirenz,IN
Efavirenz/Emtricitabine/Tenofovir Disoproxil Fum,efavirenz/emtricitabine/tenofovir disoproxil fum,efavirenz/emtricitabine/tenofovir disoproxil fum,C5400117,efavirenz / emtricitabine / tenofovir disoproxil,MIN
Efinaconazole,efinaconazole,efinaconazole,C3273754,efinaconazole,IN
Eflornithine Hydrochloride,eflornithine hydrochloride,eflornithine,C0282042,eflornithine hydrochloride,PIN
Elagolix,elagolix,elagolix,C2714632,elagolix,IN
Elapegademase-lvlr,elapegademase-lvlr,elapegademase-lvlr,C4731736,elapegademase-lvlr,PIN
Elbasvir/Grazoprevir,elbasvir/grazoprevir,elbasvir/grazoprevir,C4080453,elbasvir / grazoprevir,MIN
Elect;Elect;Elect;Elect,elect elect elect elect,elect elect elect elect,,,
Electrolytes,electrolytes,electrolytes,C2345972,amino acids 3 % with glycerin 3 % and electrolytes Injectable Solution,SY
Eletriptan Hydrobromide,eletriptan hydrobromide,eletriptan hydrobromide,C1178489,eletriptan hydrobromide,PIN
Elexacaftor/Ivacaftor/Tezacaftor;Ivacaftor,elexacaftor/ivacaftor/tezacaftor ivacaftor,elexacaftor/ivacaftor/tezacaftor ivacaftor,C5139717,elexacaftor,IN
Eliglustat,eliglustat,eliglustat,C3272698,eliglustat,IN
Elosulfase Alfa,elosulfase alfa,elosulfase alfa,C3817397,elosulfase alfa,IN
Eltrombopag Olamine,eltrombopag olamine,eltrombopag olamine,C1880492,eltrombopag olamine,PIN
Eluxadoline,eluxadoline,eluxadoline,C3712232,eluxadoline,IN
Emedastine Difumarate,emedastine difumarate,emedastine difumarate,C0724578,emedastine difumarate,PIN
Emicizumab-kxwh,emicizumab-kxwh,emicizumab-kxwh,C4534627,emicizumab-kxwh,PIN
Emollient,emollient,emollient,C4521085,clobetasol propionate 0.05 % Emollient Base Topical Cream,SY
Empagliflozin,empagliflozin,empagliflozin,C3490348,empagliflozin,IN
Empagliflozin/Linagliptin,empagliflozin/linagliptin,empagliflozin/linagliptin,C3871442,empagliflozin / linagliptin,MIN
Empagliflozin/Metformin Hydrochloride,empagliflozin/metformin hydrochloride,empagliflozin/metformin,C5834544,empagliflozin / metFORMIN hydrochloride Oral Tablet,TMSY
Emtricitabine,emtricitabine,emtricitabine,C0909839,emtricitabine,IN
Emtricitabine/Rilpivirine/Tenofovir Alafenamide,emtricitabine/rilpivirine/tenofovir alafenamide,emtricitabine/rilpivirine/tenofovir alafenamide,C4059166,emtricitabine / rilpivirine / tenofovir alafenamide,MIN
Emtricitabine/Tenofovir Alafenamide,emtricitabine/tenofovir alafenamide,emtricitabine/tenofovir alafenamide,C4059167,emtricitabine / tenofovir alafenamide,MIN
Emtricitabine/Tenofovir Disoproxil Fumarate,emtricitabine/tenofovir disoproxil fumarate,emtricitabine/tenofovir disoproxil,C4720078,emtricitabine / tenofovir disoproxil fumarate Oral Tablet,SCDFP
Emu Oil,emu oil,emu oil,C1337244,emu oil,IN
"Emulsion, Multi Ingredient",emulsion multi ingredient,emulsion multi ingredient,,,
Enalapril Maleate,enalapril maleate,enalapril maleate,C0700452,enalapril maleate,PIN
Enalapril Maleate/Hydrochlorothiazide,enalapril maleate/hydrochlorothiazide,enalapril maleate/hydrochlorothiazide,C2741662,enalapril maleate / hydroCHLOROthiazide Oral Tablet,TMSY
Enasidenib,enasidenib,enasidenib,C4519428,enasidenib,IN
Enoxaparin Sodium,enoxaparin sodium,enoxaparin,C0724579,enoxaparin sodium,PIN
Entacapone,entacapone,entacapone,C0165921,entacapone,IN
Entecavir,entecavir,entecavir,C0971023,entecavir,IN
Entrectinib,entrectinib,entrectinib,C4086264,entrectinib,IN
Epinastine Hydrochloride,epinastine hydrochloride,epinastine,C0772294,epinastine hydrochloride,PIN
Epinephrine,epinephrine,epinephrine,C0014563,epinephrine,IN
Epinephrine Hydrochloride,epinephrine hydrochloride,epinephrine,C0001636,epinephrine hydrochloride,PIN
Epinephrine;Isopropyl Alcohol,epinephrine isopropyl alcohol,epinephrine isopropyl alcohol,C0014563,epinephrine,IN
Epinephrine/Lidocaine Hydrochloride,epinephrine/lidocaine hydrochloride,epinephrine/lidocaine,C5835034,EPINEPHrine / lidocaine hydrochloride Injection,TMSY
Eplerenone,eplerenone,eplerenone,C0961485,eplerenone,IN
Epoetin Alfa,epoetin alfa,epoetin alfa,C0357126,epoetin alfa,IN
Epoetin Alfa-epbx,epoetin alfa-epbx,epoetin alfa-epbx,C4694938,epoetin alfa-epbx,PIN
Eptinezumab-jjmr,eptinezumab-jjmr,eptinezumab-jjmr,C5242018,eptinezumab-jjmr,PIN
Erdafitinib,erdafitinib,erdafitinib,C4519323,erdafitinib,IN
Erenumab-aooe,erenumab-aooe,erenumab-aooe,C4692289,erenumab-aooe,PIN
Ergocalciferol,ergocalciferol,ergocalciferol,C0014695,ergocalciferol,IN
Ergotamine Tartrate,ergotamine tartrate,ergotamine,C0086248,ergotamine tartrate,PIN
Erlotinib Hydrochloride,erlotinib hydrochloride,erlotinib,C1533491,erlotinib hydrochloride,PIN
Ertapenem Sodium,ertapenem sodium,ertapenem,C1170745,ertapenem sodium,PIN
Erythromycin,erythromycin,erythromycin,C0014806,erythromycin,IN
Erythromycin Ethylsuccinate,erythromycin ethylsuccinate,erythromycin ethylsuccinate,C0014810,erythromycin ethylsuccinate,PIN
Erythromycin Stearate,erythromycin stearate,erythromycin stearate,C0059566,erythromycin stearate,PIN
Escitalopram Oxalate,escitalopram oxalate,escitalopram,C1170746,escitalopram oxalate,PIN
Esketamine,esketamine,esketamine,C2825616,esketamine,IN
Eslicarbazepine Acetate,eslicarbazepine acetate,eslicarbazepine,C2725262,eslicarbazepine acetate,PIN
Esomeprazole Magnesium,esomeprazole magnesium,esomeprazole,C0937622,esomeprazole magnesium,PIN
Esomeprazole Magnesium/Naproxen,esomeprazole magnesium/naproxen,esomeprazole magnesium/naproxen,C0937846,esomeprazole,IN
Esomeprazole Sodium,esomeprazole sodium,esomeprazole,C1337241,esomeprazole sodium,PIN
Esomeprazole Strontium,esomeprazole strontium,esomeprazole strontium,C3540733,esomeprazole strontium,PIN
Estazolam,estazolam,estazolam,C0014892,estazolam,IN
Esterified Estrogens,esterified estrogens,esterified estrogens,C0717752,"estrogens, esterified (USP)",IN
Esterified Estrogens/Methyltestosterone,esterified estrogens/methyltestosterone,esterified estrogens/methyltestosterone,C0014939,estrogens,IN
Estradiol,estradiol,estradiol,C0014912,estradiol,IN
Estradiol Cypionate,estradiol cypionate,estradiol cypionate,C0059610,estradiol cypionate,PIN
Estradiol Valerate,estradiol valerate,estradiol valerate,C0059623,estradiol valerate,PIN
"Estradiol, Micronized",estradiol micronized,estradiol micronized,C0014912,estradiol,IN
Estradiol/Levonorgestrel,estradiol/levonorgestrel,estradiol/levonorgestrel,C1828124,estradiol / levonorgestrel,MIN
Estradiol/Norethindrone Acetate,estradiol/norethindrone acetate,estradiol/norethindrone,C0718194,Aceta,BN
Estradiol/Norethindrone Acetate/Relugolix,estradiol/norethindrone acetate/relugolix,estradiol/norethindrone acetate/relugolix,C5837153,estradiol / norethindrone acetate / relugolix Oral Tablet,SCDFP
"Estriol, Micronized",estriol micronized,estriol micronized,C0014927,estriol,IN
Estropipate,estropipate,estropipate,C0071108,estropipate,IN
Eszopiclone,eszopiclone,eszopiclone,C1436328,eszopiclone,IN
Etanercept,etanercept,etanercept,C0717758,etanercept,IN
Eteplirsen,eteplirsen,eteplirsen,C4283710,eteplirsen,IN
Ethacrynic Acid,ethacrynic acid,ethacrynic acid,C0014963,ethacrynic acid,PIN
Ethambutol Hydrochloride,ethambutol hydrochloride,ethambutol,C0546863,ethambutol hydrochloride,PIN
Ethanol,ethanol,ethanol,C0001962,ethanol,IN
Ethanol/Phenobarbital,ethanol/phenobarbital,ethanol/phenobarbital,C0993613,Bar,DF
Ethinyl Estradiol,ethinyl estradiol,ethinyl estradiol,C0015011,ethinyl estradiol,IN
Ethinyl Estradiol;Ethinyl Estradiol/Levonorgestrel,ethinyl estradiol ethinyl estradiol/levonorgestrel,ethinyl estradiol ethinyl estradiol/levonorgestrel,C0014912,estradiol,IN
Ethinyl Estradiol;Ethinyl Estradiol/Norethindrone,ethinyl estradiol ethinyl estradiol/norethindrone,ethinyl estradiol ethinyl estradiol/norethindrone,C0014912,estradiol,IN
Ethinyl Estradiol/Ethynodiol Diacetate;Placebo,ethinyl estradiol/ethynodiol diacetate placebo,ethinyl estradiol/ethynodiol diacetate placebo,C5844585,ethinyl estradiol / ethynodiol diacetate Pill,SCDGP
Ethinyl Estradiol/Etonogestrel,ethinyl estradiol/etonogestrel,ethinyl estradiol/etonogestrel,C1170002,ethinyl estradiol / etonogestrel,MIN
Ethinyl Estradiol/Levonorgestrel,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,C0717761,ethinyl estradiol / levonorgestrel,MIN
Ethinyl Estradiol/Levonorgestrel;Ethinyl Estradiol,ethinyl estradiol/levonorgestrel ethinyl estradiol,ethinyl estradiol/levonorgestrel ethinyl estradiol,C0014912,estradiol,IN
Ethinyl Estradiol/Levonorgestrel;Ferrous Bisglycin,ethinyl estradiol/levonorgestrel ferrous bisglycin,ethinyl estradiol/levonorgestrel ferrous bisglycin,C0014912,estradiol,IN
Ethinyl Estradiol/Levonorgestrel;Ferrous Fumarate,ethinyl estradiol/levonorgestrel ferrous fumarate,ethinyl estradiol/levonorgestrel ferrous,C0014912,estradiol,IN
Ethinyl Estradiol/Levonorgestrel;Placebo,ethinyl estradiol/levonorgestrel placebo,ethinyl estradiol/levonorgestrel placebo,C0014912,estradiol,IN
Ethinyl Estradiol/Norelgestromin,ethinyl estradiol/norelgestromin,ethinyl estradiol/norelgestromin,C1170003,ethinyl estradiol / norelgestromin,MIN
Ethinyl Estradiol/Norethindrone,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,C1260235,ethinyl estradiol / norethindrone,MIN
Ethinyl Estradiol/Norethindrone Ace;Ethinyl Estrad,ethinyl estradiol/norethindrone ace ethinyl estrad,ethinyl estradiol/norethindrone ace ethinyl estrad,C0014912,estradiol,IN
Ethinyl Estradiol/Norethindrone Ace;Ferrous Fum,ethinyl estradiol/norethindrone ace ferrous fum,ethinyl estradiol/norethindrone ace ferrous fum,C0014912,estradiol,IN
Ethinyl Estradiol/Norethindrone Acetate,ethinyl estradiol/norethindrone acetate,ethinyl estradiol/norethindrone,C5835638,ethinyl estradiol / norethindrone acetate Oral Capsule,SCDFP
Ethinyl Estradiol/Norethindrone;Ethinyl Estradiol/,ethinyl estradiol/norethindrone ethinyl estradiol/,ethinyl estradiol/norethindrone ethinyl estradiol/,C0014912,estradiol,IN
Ethinyl Estradiol/Norethindrone;Ferrous Fumarate,ethinyl estradiol/norethindrone ferrous fumarate,ethinyl estradiol/norethindrone ferrous,C0014912,estradiol,IN
Ethinyl Estradiol/Norethindrone;Placebo,ethinyl estradiol/norethindrone placebo,ethinyl estradiol/norethindrone placebo,C0014912,estradiol,IN
Ethinyl Estradiol/Norgestimate,ethinyl estradiol/norgestimate,ethinyl estradiol/norgestimate,C0717762,ethinyl estradiol / norgestimate,MIN
Ethinyl Estradiol/Norgestimate;Ethinyl Estradiol/N,ethinyl estradiol/norgestimate ethinyl estradiol/n,ethinyl estradiol/norgestimate ethinyl estradiol/n,C0014912,estradiol,IN
Ethinyl Estradiol/Norgestimate;Placebo,ethinyl estradiol/norgestimate placebo,ethinyl estradiol/norgestimate placebo,C0014912,estradiol,IN
Ethinyl Estradiol/Norgestrel;Placebo,ethinyl estradiol/norgestrel placebo,ethinyl estradiol/norgestrel placebo,C0014912,estradiol,IN
