raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
unspecified ingredients,unspecified ingredients,10 ethinyl estradiol 0 035 mg / norethindrone 0 5 mg oral / 11 ethinyl estradiol 0 035 mg / norethindrone 1 mg oral / 7 inert ingredients 1 mg oral pack,85.5,C1968425,{10 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 11 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack,GPCK
unspecified thyroid dose,unspecified thyroid dose,0 25 mg 0 5 mg dose 1 5 ml ozempic 1 34 mg/ml pen injector,85.5,C4521383,"0.25 MG, 0.5 MG Dose 1.5 ML Ozempic 1.34 MG/ML Pen Injector",SY
urbason,urbason,carbarson 250 mg,77.14285714285715,C1127142,carbarson 250 MG,SCDC
urinorm,urinorm,incurin oral product,77.14285714285715,C3473510,Incurin Oral Product,SBDG
urotablinen,urotablinen,neon,77.14285714285715,C0027608,neon,IN
uromitexan 1 g10 ml,uromitexan 1 g10 ml,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
uromitexan 200mg inyectable,uromitexan 200mg inyectable,dextromethorphan hydrobromide 20 mg / guaifenesin 200mg per 15 ml oral,85.5,C3281795,dextromethorphan hydrobromide 20 MG / guaiFENesin 200MG per 15 ML Oral Solution,TMSY
uromitexan 400 mg,uromitexan 400 mg,0 25 mg,85.5,C1371183,magnesium phosphate 0.25 MG,SCDC
uromitexan 400 ml losung zur intravenosen anwendung,uromitexan 400 ml losung zur intravenosen anwendung,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
uromitexan vial 400mg,uromitexan vial 400mg,1 1 5 ml cilgavimab 100 mg/ml / 1 1 5 ml tixagevimab 100 mg/ml pack evusheld 2 vial carton,85.5,C5551348,{1 (1.5 ML cilgavimab 100 MG/ML Injection) / 1 (1.5 ML tixagevimab 100 MG/ML Injection) } Pack [Evusheld 2 vial carton],BPCK
unacid pd,unacid pd,carbinoxamine maleate 0 8 mg/ml carbinoxamine pd,85.5,C3154788,carbinoxamine maleate 0.8 MG/ML [Carbinoxamine PD],SBDC
urbanil,urbanil,4 4 -dinitrocarbanilide,77.14285714285715,C0047821,"4,4'-dinitrocarbanilide",IN
urief,urief,duricef,83.33333333333334,C0701890,Duricef,BN
uromitexan 400 mg 4ml,uromitexan 400 mg 4ml,0 25 mg,85.5,C1371183,magnesium phosphate 0.25 MG,SCDC
uromitexan 400mg4ml solution for injection,uromitexan 400mg4ml for,/ polyethylene glycol 3350 / chloride / chloride / powder for oral,85.5,C5828172,magnesium sulfate / polyethylene glycol 3350 / potassium chloride / sodium chloride / sodium sulfate Powder for Oral Solution,SCDF
valpakine,valpakine,valpax,81.81818181818181,C1588156,Valpax,BN
valparin,valparin,alpain,85.71428571428572,C1628282,Alpain,BN
valparin chrono,valparin chrono,valpax,81.81818181818181,C1588156,Valpax,BN
valsacor,valsacor,valcor,85.71428571428572,C5704445,Valcor,BN
vancomicina 3197a,vancomicina 3197a,vancomycin,81.0,C0042313,vancomycin,IN
vanucizumab,vanucizumab,bevacizumab,81.81818181818181,C0796392,bevacizumab,IN
vargatef,vargatef,avar,77.14285714285715,C1331027,Avar,BN
vasopressin injection manufacturer unknown,vasopressin manufacturer unknown,iron 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5816503,"iron 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
vaxigrip,vaxigrip,vip,72.0,C0042395,VIP,SY
vayacog nonspecific,vayacog nonspecific,neon,73.28571428571429,C0027608,neon,IN
veclam,veclam,colesevelam,81.81818181818181,C0541155,colesevelam,IN
veen d,veen d,/ cholecalciferol oral calvite p d,85.5,C2978224,calcium phosphate / cholecalciferol Oral Tablet [Calvite P&D],SBDF
velban,velban,bran,77.14285714285715,C0353942,bran,IN
veliparib,veliparib,elspar,75.00000000000001,C0699262,Elspar,BN
venlafaxin hexal,venlafaxin hexal,venlafaxine,81.4814814814815,C0078569,venlafaxine,IN
venlafex xl,venlafex xl,14 24 hr clarithromycin 500 mg extended release oral biaxin pack biaxin xl pac 14 pack,85.5,C2609712,{14 (24 HR clarithromycin 500 MG Extended Release Oral Tablet [Biaxin]) } Pack [BIAXIN XL PAC 14 Tablet Pack],BPCK
ventilan,ventilan,12 hr albuterol 4 mg extended release oral proventil,77.14285714285715,C0716948,12 HR albuterol 4 MG Extended Release Oral Tablet [Proventil],SBD
verbena herb,verbena herb,desert sand verbena leaf extract,85.5,C3883237,desert sand verbena leaf extract,IN
verrublen,verrublen,verv,77.14285714285715,C0724235,Verv,BN
versatis,versatis,verv,77.14285714285715,C0724235,Verv,BN
verxant,verxant,verv,77.14285714285715,C0724235,Verv,BN
vesikur,vesikur,veklury,71.42857142857143,C5402116,Veklury,BN
viani mite,viani mite,american house dust mite allergenic extract,85.5,C3194702,American house dust mite allergenic extract,IN
viccillin,viccillin,bicillin,82.35294117647058,C0729074,Bicillin,BN
vicks nyquil,vicks nyquil,vicks sinex 0 5 nasal,85.5,C0715673,Vicks Sinex 0.5 % Nasal Spray,SY
victan,victan,viceton,76.92307692307692,C3249565,Viceton,BN
vincristina teva teva pharma bv,vincristina teva teva pharma bv,vincristine,85.71428571428571,C0042679,vincristine,IN
vincristina teva 1 mgml efg injection solution,vincristina teva 1 mgml efg,vincristine,85.71428571428571,C0042679,vincristine,IN
vincristina teva 1 mgml solucion inyectable efg 1 vial de 1 ml,vincristina teva 1 mgml solucion inyectable efg 1 vial de 1 ml,vincristine,85.71428571428571,C0042679,vincristine,IN
vincristina teva italia teva italia srl,vincristina teva italia teva italia srl,vincristine,85.71428571428571,C0042679,vincristine,IN
vincristina teva italia 1 mgml soluzione iniettabile,vincristina teva italia 1 mgml soluzione iniettabile,vincristine,85.71428571428571,C0042679,vincristine,IN
vindesina sulfato 810su,vindesina sulfato 810su,vindesine,84.70588235294117,C0042682,vindesine,IN
viruhexal,viruhexal,exall,80.0,C2722378,Exall,BN
vit d,vit d,/ cholecalciferol oral calvite p d,85.5,C2978224,calcium phosphate / cholecalciferol Oral Tablet [Calvite P&D],SBDF
vitalipid,vitalipid,intralipid,84.21052631578947,C0733854,Intralipid,BN
vitalipid infant,vitalipid infant,acetaminophen 100 mg/ml dolono infant,85.5,C1631146,acetaminophen 100 MG/ML [Dolono Infant],SBDC
vitalipide enfants,vitalipide enfants,v v s,85.5,C0724164,V.V.S.,BN
vm 26,vm 26,26 3 ml gemcitabine 38 mg/ml,85.5,C4048663,26.3 ML gemcitabine 38 MG/ML Injection,SCD
voglibose,voglibose,ribose,81.81818181818181,C0035549,ribose,IN
volibris,volibris,soliris,80.0,C1744173,Soliris,BN
voraze,voraze,voraxaze,85.71428571428572,C1707272,Voraxaze,BN
votalin,votalin,locabiotal inhalant product,77.14285714285715,C3233029,Locabiotal Inhalant Product,SBDG
vp 16 investigational drug,vp 16 investigational drug,0 16 meq/ml,85.5,C2723480,magnesium sulfate 0.16 MEQ/ML,SCDC
vumon,vumon,phenprocoumon,80.0,C0031444,phenprocoumon,IN
vumon conc inj,vumon conc,clopixol conc 500 mg/ml injectable,85.5,C0355217,Clopixol Conc 500 MG/ML Injectable Solution,SY
vx659,vx659,ethanol 65 9 medicated pad,57.0,C3282444,ethanol 65.9 % Medicated Pad,SY
vx661vx770,vx661vx770,vexa,60.00000000000001,C3833145,Vexa,BN
vx 445vx 661vx 770,vx 445vx 661vx 770,asa 770 mg / caffeine 60 mg / orphenadrine citrate 50 mg oral,85.5,C0974562,ASA 770 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet,SY
vx 770,vx 770,aspirin 770 mg,85.5,C1133113,aspirin 770 MG,SCDC
vyvance,vyvance,vyvanse,85.71428571428572,C1876807,Vyvanse,BN
vzv vaccine,vzv vaccine,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
vancomicina mylan 1 g polvere per soluzione per infusione,vancomicina mylan 1 g polvere per soluzione per infusione,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
vayarin,vayarin,tyrvaya inhalant product,77.14285714285715,C5558241,Tyrvaya Inhalant Product,SBDG
vayarin plus,vayarin plus,1 plus 1 f clioquinol 3 / hydrocortisone 1 / pramoxine 1 topical,85.5,C0710925,1 Plus 1 F (clioquinol 3 % / hydrocortisone 1 % / pramoxine hydrochloride 1 % ) Topical Cream,SY
venvanse,venvanse,vyvanse,80.0,C1876807,Vyvanse,BN
vincristina pfizer italia,vincristina pfizer italia,vincristine,85.71428571428571,C0042679,vincristine,IN
vintene,vintene,bovine nerve preparation,77.14285714285715,C3497618,bovine nerve preparation,SY
vitalipidine enfants,vitalipidine enfants,v v s,85.5,C0724164,V.V.S.,BN
wintomylon,wintomylon,xylon,80.0,C0637460,Xylon,BN
xenetix 300,xenetix 300,0 2 ml lanreotide 300 mg/ml prefilled syringe,85.5,C1968403,0.2 ML lanreotide 300 MG/ML Prefilled Syringe,SCD
xi yanping injection,xi yanping,ting,77.14285714285715,C0723760,Ting,BN
xiaoer ganmao,xiaoer ganmao,alo,72.0,C3474139,Alo,BN
xiaoerresuqing,xiaoerresuqing,ting,77.14285714285715,C0723760,Ting,BN
xinguan no 1,xinguan no 1,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
xinluore,xinluore,1 1-difluoroethane,67.5,C0636819,"1,1-difluoroethane",IN
xl184,xl184,poloxamer 184,67.5,C0982345,poloxamer 184,IN
xogel enfant gel gingival,xogel enfant gel gingival,0 5 ml diazepam 5 mg/ml rectal gel diastat,85.5,C1951506,0.5 ML diazepam 5 MG/ML Rectal Gel [Diastat],SBD
xuebijing,xuebijing,ting,77.14285714285715,C0723760,Ting,BN
xylocain 00033401,xylocain 00033401,xylocaine,84.70588235294117,C0699094,Xylocaine,BN
xylonor,xylonor,xylon,83.33333333333334,C0637460,Xylon,BN
xeroform,xeroform,clioquinol / hydrocortisone topical steroform,84.0,C1236111,clioquinol / hydrocortisone Topical Cream [Steroform],SBDF
xiaike,xiaike,kie,72.0,C0721205,KIE,BN
yokukansan,yokukansan,anx,72.0,C0718606,Anx,BN
zarbees naturals baby cough syrup,zarbees naturals baby cough,baby anti monkey butt diaper rash 8 topical powder,85.5,C2949121,Baby Anti Monkey Butt Diaper Rash 8 % Topical Powder,PSN
zebinix,zebinix,zein,72.72727272727273,C0043458,zein,IN
zeclar,zeclar,lard,77.14285714285715,C0064658,lard,IN
zefix,zefix,factor ix benefix,80.0,C4051368,factor IX Injection [BeneFIX],SBDF
zefix 100,zefix 100,0 1 ml adalimumab 100 mg/ml prefilled syringe,85.5,C4475067,0.1 ML adalimumab 100 MG/ML Prefilled Syringe,SCD
zempreon,zempreon,creon,80.0,C0111046,Creon,BN
zenhale,zenhale,ficus benghalensis bark extract,77.14285714285715,C5228528,Ficus benghalensis bark extract,IN
zetbulin,zetbulin,bebulin,80.0,C3159553,Bebulin,BN
zevalin,zevalin,valine,76.92307692307692,C0042285,valine,IN
zimino,zimino,ximino,83.33333333333334,C3475060,Ximino,BN
zirtec,zirtec,zyrtec,83.33333333333334,C0162723,ZyrTEC,TMSY
zirtek,zirtek,digoxin 0 125 mg digitek,72.0,C1591870,digoxin 0.125 MG [Digitek],SBDC
zithromac 10,zithromac 10,0 05 ml lucentis 10 mg/ml prefilled syringe,85.5,C4301475,0.05 ML Lucentis 10 MG/ML Prefilled Syringe,SY
zophren 8 mg comprime pellicule,zophren 8 mg comprime pellicule,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
zophren iv,zophren iv,alatrofloxacin 5 mg/ml injectable trovan iv,85.5,C0716186,alatrofloxacin 5 MG/ML Injectable Solution [Trovan IV],SBD
zyklolat edo,zyklolat edo,folate,75.00000000000001,C0178638,folate,IN
zyloric,zyloric,zyloprim,80.0,C0701096,Zyloprim,BN
zessly,zessly,linaclotide 0 072 mg linzess,72.0,C4306929,linaclotide 0.072 MG [Linzess],SBDC
zithromac 250mg,zithromac 250mg,zithromax,84.70588235294117,C0678143,Zithromax,BN
zithromac sr,zithromac sr,12 hr cardene sr 60 mg extended release oral,85.5,C2342041,12 HR Cardene SR 60 MG Extended Release Oral Capsule,SY
zithromac sr 2g,zithromac sr 2g,12 hr cardene sr 60 mg extended release oral,85.5,C2342041,12 HR Cardene SR 60 MG Extended Release Oral Capsule,SY
anti thymocyte globulin atg,anti thymocyte globulin atg,lymphocyte immune globulin anti-thymocyte globulin atgam,86.66666666666667,C5243287,"lymphocyte immune globulin, anti-thymocyte globulin Injection [ATGAM]",SBDF
fibristal,fibristal,fiber,80.0,C0225326,fiber,IN
guanfacin retard,guanfacin retard,12 hr adalat retard 10 10 mg extended release oral,85.5,C0698014,12 HR Adalat Retard 10 10 MG Extended Release Oral Tablet,SY
lymphocytic equine immunoglobuline,lymphocytic equine immunoglobuline,5 ml lymphocyte immune globulin anti-thymocyte globulin equine 50 mg/ml,85.5,C0689413,"5 ML lymphocyte immune globulin, anti-thymocyte globulin, equine 50 MG/ML Injection",SCD
rfviii,rfviii,factor viii,75.00000000000001,C0015506,factor VIII,IN
rfviia,rfviia,coagulation factor viia recombinant -jncw,75.00000000000001,C5244559,coagulation factor VIIa (recombinant)-jncw,PIN
rviia,rviia,factor viia,80.0,C0015505,factor VIIa,IN
treosulphan,treosulphan,treosulfan,85.71428571428572,C0076959,treosulfan,IN
alphalipoic acid,alphalipoic acid,/ picolinic acid oral product,85.5,C3211017,calcium phosphate / picolinic acid Oral Product,SCDG
100 tca,100 tca,0 1 ml adalimumab 100 mg/ml prefilled syringe,85.5,C4475067,0.1 ML adalimumab 100 MG/ML Prefilled Syringe,SCD
25inbome,25inbome,inzo,67.5,C2979375,Inzo,BN
3 weed mix,3 weed mix,0 09 ml macugen 3 33 mg/ml prefilled syringe,85.5,C2938116,0.09 ML Macugen 3.33 MG/ML Prefilled Syringe,SY
cido ibandr nico ratiopharm,cido ibandr nico ratiopharm,niacor,75.00000000000001,C0722092,Niacor,BN
a and d,a and d,/ cholecalciferol oral calvite p d,85.5,C2978224,calcium phosphate / cholecalciferol Oral Tablet [Calvite P&D],SBDF
a cent t g rw wd mx,a cent t g rw wd mx,0 5 ml hepatitis a vaccine inactivated strain hm175 1440 unt/ml,85.5,C3888158,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection,SCD
a mite mx d mold mx,a mite mx d mold mx,/ cholecalciferol oral calvite p d,85.5,C2978224,calcium phosphate / cholecalciferol Oral Tablet [Calvite P&D],SBDF
adfdphorse,adfdphorse,orasep,72.0,C2978511,Orasep,BN
abenol,abenol,alibendol,80.0,C0771472,alibendol,IN
abi007,abi007,ambi,77.14285714285715,C1601218,Ambi,BN
abt 263,abt 263,lenograstim 0 263 mg/ml,85.5,C1306137,lenograstim 0.263 MG/ML,SCDC
aciclovir manufacturer unknown aciclovir aciclovir,aciclovir manufacturer unknown aciclovir aciclovir,famciclovir,81.0,C0209227,famciclovir,IN
aciclovir actios for iv infusion 250mg,aciclovir actios for iv infusion 250mg,/ polyethylene glycol 3350 / chloride / chloride / powder for oral,85.5,C5828172,magnesium sulfate / polyethylene glycol 3350 / potassium chloride / sodium chloride / sodium sulfate Powder for Oral Solution,SCDF
aciclovir mylan 00587301,aciclovir mylan 00587301,famciclovir,81.0,C0209227,famciclovir,IN
aciclovir mylan aciclovir,aciclovir mylan aciclovir,famciclovir,81.0,C0209227,famciclovir,IN
acido valproico e sodio valrpoato ratiopharm 300 mg,acido valproico e sodio valrpoato ratiopharm 300 mg,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
acnefree daily skin therapy acne pads,acnefree daily skin therapy acne pads,/ fluoride toothpaste fluoridex daily defense sensitivity,85.5,C2683413,potassium nitrate / sodium fluoride Toothpaste [Fluoridex Daily Defense Sensitivity],SBDF
acterma 5 two infusion doses,acterma 5 two infusion doses,0 1 ml glucagon 5 mg/ml auto-injector gvoke,85.5,C5207114,0.1 ML glucagon 5 MG/ML Auto-Injector [Gvoke],SBD
additrace,additrace,addyi,80.0,C4051421,Addyi,BN
adepal,adepal,adempas,76.92307692307692,C3667657,Adempas,BN
adona 00056903,adona 00056903,adbeon,72.0,C0718258,Adbeon,BN
advance white extreme whitening tartar control,advance white extreme whitening tartar control,1 1 oz benzoyl peroxide 2 5 topical gel clean and clear advantage acne control benzoyl peroxide treatment / 1 4 oz benzoyl peroxide 5 medicated liquid soap clean and clear advantage acne control benzoyl peroxide cleanser pack,85.5,C4058518,{1 (1 OZ) (benzoyl peroxide 2.5 % Topical Gel [Clean and Clear Advantage Acne Control Benzoyl Peroxide Treatment]) / 1 (4 OZ) (benzoyl peroxide 5 % Medicated Liquid Soap [Clean and Clear Advantage Acne Control Benzoyl Peroxide Cleanser]) } Pack,SY
adynovi,adynovi,adynovate 1 unt,83.07692307692308,C4059524,Adynovate 1 UNT Injection,SY
aerrane,aerrane,artane,76.92307692307692,C0591114,Artane,BN
aerrane 100ml,aerrane 100ml,arzerra,75.00000000000001,C2724188,Arzerra,BN
agrostis gigantea pollendactylis glomerata pollenphleum pratense pollenpoa pratensis pollen,agrostis gigantea pollendactylis glomerata pollenphleum pratense pollenpoa pratensis pollen,3 kentucky bluegrass pollen extract 100 / orchard grass pollen extract 100 / perennial rye grass pollen extract 100 / sweet vernal grass pollen extract 100 / timothy grass pollen extract 100 sublingual / 6 kentucky bluegrass pollen extract 300 / orchard grass pollen extract 300 / perennial rye grass pollen extract 300 / sweet vernal grass pollen extract 300 / timothy grass pollen extract 300 sublingual pack,85.5,C3858050,{3 (Kentucky bluegrass pollen extract 100 IR / orchard grass pollen extract 100 IR / perennial rye grass pollen extract 100 IR / sweet vernal grass pollen extract 100 IR / Timothy grass pollen extract 100 IR Sublingual Tablet) / 6 (Kentucky bluegrass pollen extract 300 IR / orchard grass pollen extract 300 IR / perennial rye grass pollen extract 300 IR / sweet vernal grass pollen extract 300 IR / Timothy grass pollen extract 300 IR Sublingual Tablet) } Pack,GPCK
aknenormin,aknenormin,aknemin,82.35294117647058,C0591049,Aknemin,BN
akurit4,akurit4,azurite,71.42857142857143,C5449994,azurite,IN
albumina humana grifols 20,albumina humana grifols 20,0 1 ml avacincaptad pegol 20 mg/ml izervay,85.5,C5834443,0.1 ML avacincaptad pegol 20 MG/ML Injection [Izervay],SBD
alcool,alcool,dermacool,81.81818181818181,C0308789,Dermacool,BN
algifor,algifor,artemisia californica pollen extract,77.14285714285715,C2701227,Artemisia californica pollen extract,SY
alkaseltzer original,alkaseltzer original,alka-seltzer,86.08695652173914,C0051166,Alka-Seltzer,BN
alkaseltzer plus severe sinus and cold,alkaseltzer plus severe sinus and cold,alka-seltzer,86.08695652173914,C0051166,Alka-Seltzer,BN
alkohol,alkohol,4-hydroxybenzyl alcohol,77.14285714285715,C0048327,4-hydroxybenzyl alcohol,IN
alltrans retinoic acid nos,alltrans retinoic acid nos,/ picolinic acid,85.5,C2929575,calcium phosphate / picolinic acid,MIN
allergen extract standardized hdm house dust mite,allergen extract standardized hdm house dust mite,abies alba leafy twig extract,85.5,C3848602,Abies alba leafy twig extract,IN
allergen grass 11,allergen grass 11,1 11 1 ml casirivimab 120 mg/ml / 1 11 1 ml imdevimab 120 mg/ml pack,85.5,C5400869,{1 (11.1 ML casirivimab 120 MG/ML Injection) / 1 (11.1 ML imdevimab 120 MG/ML Injection) } Pack,GPCK
allergenic extract dog hair and dander,allergenic extract dog hair and dander,cat dander allergenic extract,87.96296296296296,C1445182,cat dander allergenic extract,IN
allergenic extracts,allergenic extracts,fig allergenic extract,87.8048780487805,C2728175,fig allergenic extract,IN
allergenic extracts standardized mite,allergenic extracts standardized mite,acheta domesticus allergenic extract 0 05 gm/ml injectable,85.5,C2726936,Acheta domesticus allergenic extract 0.05 GM/ML Injectable Solution,SY
allermist,allermist,allerhist-1,80.0,C0718392,Allerhist-1,BN
allopregnanolone,allopregnanolone,nandrolone,80.0,C0027368,nandrolone,IN
alltera,alltera,allegra,85.71428571428572,C1110594,Allegra,BN
aluvia tablets,aluvia,aluvea,83.33333333333334,C2963027,Aluvea,BN
alvedon,alvedon,eflapegrastim prefilled syringe rolvedon,83.07692307692308,C5704889,eflapegrastim Prefilled Syringe [Rolvedon],SBDF
alzen sr,alzen sr,12 hr cardene sr 60 mg extended release oral,85.5,C2342041,12 HR Cardene SR 60 MG Extended Release Oral Capsule,SY
amersham mibg131,amersham mibg131,amber,80.0,C0242864,amber,IN
amg 479,amg 479,0 225 gm / chloride 0 188 gm / 1 479 gm oral,85.5,C5422074,magnesium sulfate 0.225 GM / potassium chloride 0.188 GM / sodium sulfate 1.479 GM Oral Tablet,SY
amiklin 00391001,amiklin 00391001,ambi,77.14285714285715,C1601218,Ambi,BN
amlodypina 10,amlodypina 10,0 05 ml lucentis 10 mg/ml prefilled syringe,85.5,C4301475,0.05 ML Lucentis 10 MG/ML Prefilled Syringe,SY
ammonaps tablet,ammonaps,ammonia,80.0,C0002607,ammonia,IN
amodex 00249602,amodex 00249602,dodex,76.0,C5578682,Dodex,BN
amoksiklav 2x,amoksiklav 2x,atropine / benzoate / hyoscyamine / methenamine / methylene blue / phenyl salicylate oral trac 2x,85.5,C2747747,atropine / benzoate / hyoscyamine / methenamine / methylene blue / phenyl salicylate Oral Tablet [Trac Tabs 2x],SBDF
amox trihydpotclavulan,amox trihydpotclavulan,amoxi,80.0,C0308321,Amoxi Drop,BN
amox clav xr 100625mg tablets 1000625mg unknown,amox clav 100625mg 1000625mg unknown,iron 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5816503,"iron 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
amoxclav 00852501,amoxclav 00852501,amoxi,80.0,C0308321,Amoxi Drop,BN
amoxicilina 500 mg soluci nsuspensi n oral 30 sobres,amoxicilina 500 mg soluci nsuspensi n oral 30 sobres,amoxicillin,85.71428571428571,C0002645,amoxicillin,IN
