raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
physioneal 40 glucose 136 wv 136 mgml,physioneal 40 glucose 136 wv 136 mgml,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
physioneal 40 glucose 227 wv 227 mgml,physioneal 40 glucose 227 wv 227 mgml,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
plasmalyte 148 and dextrose,plasmalyte 148 and dextrose,plasma-lyte 148 in 5 dextrose,89.28571428571429,C1657070,Plasma-Lyte 148 in 5 % Dextrose,BN
plitican solution injectable,plitican injectable,plicamycin 0 5 mg/ml injectable,85.5,C0979581,plicamycin 0.5 MG/ML Injectable Solution,SCD
pneumococcal conjugate vaccine,pneumococcal conjugate vaccine,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,85.5,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
pneumococcal vaccine polyvalent nos,pneumococcal vaccine polyvalent nos,pneumovax 23 pneumococcal vaccine polyvalent 0 5 ml,89.24242424242424,C3887855,Pneumovax 23 (Pneumococcal vaccine polyvalent) 0.5 ML Injection,SY
poliomyelitis vaccine nos,poliomyelitis vaccine nos,poliovirus vaccine inactivated ipv 0 5 ml prefilled syringe,85.5,C2723473,"poliovirus vaccine, inactivated (IPV) 0.5 ML Prefilled Syringe",PSN
poly b sulfatetrimethoprim,poly b sulfatetrimethoprim,poly d,85.5,C0722666,Poly D,BN
polydexa,polydexa,poly-dex,87.5,C0722678,Poly-Dex,BN
polymyxin b manufacturer unknown,polymyxin b manufacturer unknown,poly pact bacitracin 0 5 unt/mg / polymyxin b 10 unt/mg ophthalmic,85.5,C1613580,Poly Pact (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Ophthalmic Ointment,SY
polymyxin band trimethoprim,polymyxin band trimethoprim,poly d,85.5,C0722666,Poly D,BN
polyvitamin with iron,polyvitamin with iron,poly iron,85.5,C0722670,Poly Iron,BN
pre trial therapy,pre trial therapy,pre dip hp-0 5 0 5 teat dip,85.5,C2927490,"PRE DIP HP-0.5, 0.5 % Teat Dip",PSN
prednefrin forte,prednefrin forte,pred forte,85.5,C0699633,Pred Forte,BN
prednisolona,prednisolona,prednisol,85.71428571428572,C0722742,Prednisol,BN
predonine,predonine,prednisone,84.21052631578947,C0032952,prednisone,IN
premasol sulfitefree amino acid,premasol sulfitefree amino acid,pre folic vitamin c 100 mg / folic acid 1 mg extended release oral,85.5,C1584810,Pre Folic (vitamin C 100 MG / folic acid 1 MG) Extended Release Oral Tablet,SY
prenatal vitamin,prenatal vitamin,pre folic vitamin c 100 mg / folic acid 1 mg extended release oral,85.5,C1584810,Pre Folic (vitamin C 100 MG / folic acid 1 MG) Extended Release Oral Tablet,SY
prim ne 10,prim ne 10,prilocaine 10 mg/ml,85.5,C1127970,prilocaine 10 MG/ML,SCDC
primene 10 solution injectable pour perfusion,primene 10 injectable pour perfusion,pridinol injectable,85.5,C1382532,pridinol Injectable Solution,SCDF
procoralan,procoralan,procof,81.81818181818181,C1170556,Procof,BN
prodilantin,prodilantin,prodip,81.81818181818181,C3710121,Prodip,BN
progestan,progestan,progest,87.5,C0893455,Progest,BN
proglycem 50 mgml,proglycem 50 mgml,pro pet de wormer 50 mg/ml oral,85.5,C2741155,Pro Pet De Wormer 50 MG/ML Oral Solution,SY
propanolol hydrochloride,propanolol hydrochloride,procainamide hydrochloride 100 mg/ml,85.5,C2718372,procainamide hydrochloride 100 MG/ML,SCDC
propess dinoprostone vaginal delivery system,propess dinoprostone vaginal delivery system,prochieve 4 vaginal gel,85.5,C1329528,Prochieve 4 % Vaginal Gel,PSN
propofol manufacturer unknown,propofol manufacturer unknown,proferrin es 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5815794,"Proferrin ES 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
propranolol hydrochloride manufacturer unknown propranolol hydrochloride,propranolol hydrochloride manufacturer unknown propranolol hydrochloride,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
propranolol hydrochloride propranolol hydrochloride propranolol hydrochloride,propranolol hydrochloride propranolol hydrochloride propranolol hydrochloride,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
propranolol hydrochloride manufacturer unknown,propranolol hydrochloride manufacturer unknown,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
propranolol hydrochloride tablets usp,propranolol hydrochloride usp,procainamide hydrochloride 100 mg/ml injectable,85.5,C0772614,procainamide hydrochloride 100 MG/ML Injectable Solution,SCD
palladon retard,palladon retard,palladone,84.70588235294117,C0730726,Palladone,BN
paracetamol unknown,paracetamol unknown,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol powder for oral solution,paracetamol powder for oral,para-time s r 150 mg extended release oral,85.5,C0708658,Para-Time S. R. 150 MG Extended Release Oral Capsule,SY
paracetamol oral solution,paracetamol oral,para-aminobenzoic acid 100 mg oral,85.5,C0979279,para-aminobenzoic acid 100 MG Oral Tablet,SY
paracetamolo,paracetamolo,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,86.08695652173914,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
pegylated liposomal irinotecan,pegylated liposomal irinotecan,pegylax,83.07692307692308,C3709689,Pegylax,BN
polymyxin b for injection usp,polymyxin b for usp,polycarbophil / sennosides usp,85.5,C2929221,"calcium polycarbophil / sennosides, USP",MIN
premasol 6,premasol 6,pred-g 0 3 / 0 6 ophthalmic,85.5,C0874624,PRED-G 0.3 % / 0.6 % Ophthalmic Ointment,PSN
prolutex 25 mg injektionslosung,prolutex 25 mg injektionslosung,proamatine 5 mg oral,85.5,C0713360,ProAmatine 5 MG Oral Tablet,PSN
propofol injectable emulsion,propofol injectable emulsion,procainamide hydrochloride 100 mg/ml injectable,85.5,C0772614,procainamide hydrochloride 100 MG/ML Injectable Solution,SCD
propylthiouracil unknown,propylthiouracil unknown,proferrin es 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5815794,"Proferrin ES 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
quetiapin retard,quetiapin retard,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin retard sandoz,quetiapin retard sandoz,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin hexal,quetiapin hexal,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapina 1136a,quetiapina 1136a,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin aurobindo,quetiapin aurobindo,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin ret,quetiapin ret,quetiapine,86.95652173913044,C0123091,quetiapine,IN
rabies vaccine nos,rabies vaccine nos,rabies immune globulin human,85.5,C0301503,"rabies immune globulin, human",IN
rapifen alfentanil hydrochloride,rapifen alfentanil hydrochloride,rapifen concentrate,85.5,C1186912,Rapifen Concentrate,BN
rapifen ibuprofen,rapifen ibuprofen,rapifen concentrate 0 1 mg/ml injectable,85.5,C0360775,Rapifen Concentrate 0.1 MG/ML Injectable Solution,SY
recombinant human thrombopoietin,recombinant human thrombopoietin,recombinant antihemophilic factor viii 100 unt/ml,85.5,C2355673,recombinant antihemophilic factor VIII 100 UNT/ML,SCDC
rennie,rennie,rennet,83.33333333333334,C0073057,rennet,IN
respia,respia,respigam,85.71428571428572,C0388014,Respigam,BN
revellex,revellex,revex,80.0,C0723050,Revex,BN
risperidon hexal,risperidon hexal,risperidone,81.4814814814815,C0073393,risperidone,IN
rocefin,rocefin,rocephin,80.0,C0035750,Rocephin,BN
revestive,revestive,revex,80.0,C0723050,Revex,BN
revinty ellipta,revinty ellipta,revina,81.81818181818181,C1949417,Revina,BN
saline oral otc,saline oral otc,salicylate / phenyltoloxamine citrate oral,85.5,C3197077,magnesium salicylate / phenyltoloxamine citrate Oral Tablet,SCDFP
sandimmun infusion,sandimmun infusion,sandimmune,85.26315789473685,C0699604,Sandimmune,BN
sandimmun neoral,sandimmun neoral,sandimmune,85.26315789473685,C0699604,Sandimmune,BN
sandimmun optoral,sandimmun optoral,sandimmune,85.26315789473685,C0699604,Sandimmune,BN
schein private label liodocaine 100 epinephrine bitartratelidocaine hydrochloride,schein private label liodocaine 100 epinephrine bitartratelidocaine hydrochloride,schinus molle pollen extract 100 mg/ml injectable,85.5,C2727724,Schinus molle pollen extract 100 MG/ML Injectable Solution,SY
seresta 10 mg comprim,seresta 10 mg comprim,ser-ap-es 0 1 mg / 25 mg / 15 mg oral,85.5,C0709376,Ser-Ap-Es 0.1 MG / 25 MG / 15 MG Oral Tablet,PSN
seresta 10 mg comprime,seresta 10 mg comprime,ser-ap-es 0 1 mg / 25 mg / 15 mg oral,85.5,C0709376,Ser-Ap-Es 0.1 MG / 25 MG / 15 MG Oral Tablet,PSN
seretide,seretide,seractide,82.35294117647058,C1883003,seractide,IN
seroplex,seroplex,serpex,85.71428571428572,C0723295,Serpex,BN
seropram citalopram hydrobromide,seropram citalopram hydrobromide,servira atropine sulfate 0 058 mg / hyoscyamine sulfate 0 31 mg / phenobarbital 48 6 mg / scopolamine hydrobromide 0 02 mg 12 hr extended release oral,85.5,C1996454,Servira (atropine sulfate 0.058 MG / hyoscyamine sulfate 0.31 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.02 MG) 12 HR Extended Release Oral Tablet,SY
sevorane,sevorane,sevoflurane,84.21052631578947,C0074414,sevoflurane,IN
solupred,solupred,soluprep,87.5,C5778307,Soluprep,BN
solupred 00016201,solupred 00016201,soluprep,84.0,C5778307,Soluprep,BN
spasfon lyoc 160 mg lyophilisat oral,spasfon lyoc 160 mg lyophilisat oral,spacol 0 0194 mg / 0 1037 mg / 16 2 mg / 0 0065 mg oral,85.5,C0716944,Spacol 0.0194 MG / 0.1037 MG / 16.2 MG / 0.0065 MG Oral Tablet,PSN
speciafoldine 04 mg comprim,speciafoldine 04 mg comprim,spec-t sore throat/cough suppressant 10 mg / 10 mg oral lozenge,85.5,C0711785,Spec-T Sore Throat/Cough Suppressant 10 MG / 10 MG Oral Lozenge,PSN
speciafoldine 5 mg comprime,speciafoldine 5 mg comprime,spec-t sore throat/cough suppressant 10 mg / 10 mg oral lozenge,85.5,C0711785,Spec-T Sore Throat/Cough Suppressant 10 MG / 10 MG Oral Lozenge,PSN
statin,statin,staticin,85.71428571428572,C0143598,Staticin,BN
sterile diluent,sterile diluent,sterile talc 5 gm intrapleural powder,85.5,C1586911,sterile talc 5 GM Intrapleural Powder,SY
sterile diluent water,sterile diluent water,sterile talc 5 gm intrapleural powder,85.5,C1586911,sterile talc 5 GM Intrapleural Powder,SY
sterile vancomycin hydrochloride,sterile vancomycin hydrochloride,sterile water,85.5,C0359299,sterile water,PIN
steroid,steroid,stesolid,80.0,C0699189,Stesolid,BN
stilnox,stilnox,stilnoct 10 mg oral,83.07692307692308,C0593865,Stilnoct 10 MG Oral Tablet,SY
stilnox 10 mg comprim pellicul s cable,stilnox 10 mg comprim pellicul s cable,stigmasterol 105 mg,85.5,C2586978,stigmasterol 105 MG,SCDC
sulbacillin,sulbacillin,sulbenicillin,83.33333333333334,C0038666,sulbenicillin,IN
sulfamethoxazole and trimethoprim,sulfamethoxazole and trimethoprim,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfamethoxazole wtrimethoprim,sulfamethoxazole wtrimethoprim,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfamethoxazoletrimethoprim,sulfamethoxazoletrimethoprim,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfametoxazol trimetoprima,sulfametoxazol trimetoprima,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfarlem,sulfarlem,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfarlem 125 mg comprim enrob,sulfarlem 125 mg comprim enrob,sulfaloxate 500 mg,85.5,C1186963,calcium sulfaloxate 500 MG,SCDC
sulfasalazin hexal 500 mg magensaftresistente filmtabletten,sulfasalazin hexal 500 mg magensaftresistente filmtabletten,sulfaloxate 500 mg,85.5,C1186963,calcium sulfaloxate 500 MG,SCDC
sulfasalazine delayedrelease,sulfasalazine delayedrelease,sulfac,81.81818181818181,C2927744,Sulfac,BN
sulfasalazine delayed release,sulfasalazine delayed release,sulfac,81.81818181818181,C2927744,Sulfac,BN
seralinmepha,seralinmepha,serax,80.0,C0702214,Serax,BN
sertralin pfizer,sertralin pfizer,sertraline,85.26315789473685,C0074393,sertraline,IN
solivito n,solivito n,solid,80.0,C1378566,Solid,DF
sulfamethoxazol,sulfamethoxazol,sulfac,81.81818181818181,C2927744,Sulfac,BN
tavegyl,tavegyl,tavegil,85.71428571428572,C0592162,Tavegil,BN
tegretal,tegretal,tegretol,87.5,C0700087,Tegretol,BN
tegretal 400 retard,tegretal 400 retard,tegretol 400 mg 12 hr extended release oral,85.5,C0975247,Tegretol XR 400 MG 12 HR Extended Release Oral Tablet,SY
temesta 25 mg comprime secable,temesta 25 mg comprime secable,temafloxacin 300 mg,85.5,C1176988,temafloxacin 300 MG,SCDC
temodal,temodal,temodar,85.71428571428572,C0876179,Temodar,BN
tenvir,tenvir,tenofovir,80.0,C0384228,tenofovir,IN
teralithe,teralithe,terak,80.0,C0723646,Terak,BN
tetanus toxoid adsorbed vaccine,tetanus toxoid adsorbed vaccine,tetanus and diphtheria toxoids adsorbed td 0 5 ml,85.5,C1329188,tetanus and diphtheria toxoids adsorbed (Td) 0.5 ML Injection,PSN
theralene,theralene,thermazene,84.21052631578947,C0723730,Thermazene,BN
thioguanin aspen,thioguanin aspen,thioguanine,81.4814814814815,C0039902,thioguanine,IN
thrombomodulin alfa,thrombomodulin alfa,thrombin alfa 1000 unt in 1 ml topical,85.5,C3531635,thrombin alfa 1000 UNT in 1 ML Topical Solution,PSN
thymocyte immune globulin nos,thymocyte immune globulin nos,thymol,81.81818181818181,C0040096,thymol,IN
tioguanina 744a,tioguanina 744a,tioguanine,85.26315789473685,C0039902,tioguanine,SY
tioguanina aspen,tioguanina aspen,tioguanine,85.26315789473685,C0039902,tioguanine,SY
tobromycin 300mg 5ml akorn,tobromycin 300mg 5ml akorn,tobramycin,81.0,C0040341,tobramycin,IN
tocopheryl acetate,tocopheryl acetate,tocopheryl acid succinate d-alpha,85.5,C0982437,"tocopheryl acid succinate,D-alpha",IN
topirimate 100 mg zygenerics,topirimate 100 mg zygenerics,topamax 15 mg oral,85.5,C0716505,Topamax 15 MG Oral Capsule,SY
tramacet,tramacet,tramacort,82.35294117647058,C2962264,Tramacort,BN
trikafta,trikafta,tri-k,80.0,C0723827,Tri-K,BN
trimethoprim sulfamethoxazole,trimethoprim sulfamethoxazole,triam,80.0,C2962267,Triam,BN
trimethoprim susp oraal 10mgml,trimethoprim susp oraal 10mgml,triam,80.0,C2962267,Triam,BN
trimethoprimsulfamethoxazole,trimethoprimsulfamethoxazole,triam,80.0,C2962267,Triam,BN
trimeton,trimeton,triam,80.0,C2962267,Triam,BN
trisequens estradiol estriol norethindrone acetate,trisequens estradiol estriol norethindrone acetate,tri-k potassium acetate 45 meq / potassium bicarbonate 45 meq / potassium citrate 45 meq per 15 ml oral,85.5,C0710475,Tri-K (potassium acetate 45 MEQ / potassium bicarbonate 45 MEQ / potassium citrate 45 MEQ) per 15 ML Oral Solution,SY
truxal,truxal,truxacaine,81.81818181818181,C0723942,Truxacaine,BN
tussidane 15 mgml sirop,tussidane 15 mgml sirop,tussin,81.81818181818181,C3692511,Tab Tussin,BN
tecta,tecta,tecartus,80.0,C5399350,Tecartus,BN
thiopentone,thiopentone,thiophene,80.0,C0599532,thiophene,IN
ultravist,ultravist,ultram,81.81818181818181,C0724054,Ultram,BN
unifol 20 mgml emulsione per iniezione o infusione,unifol 20 mgml emulsione per iniezione o infusione,uni tuss hc chlorpheniramine maleate 2 mg / hydrocodone bitartrate 2 5 / phenylephrine hcl5 mg per 5 ml oral,85.5,C0716809,Uni Tuss HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 / phenylephrine HCl5 MG) per 5 ML Oral Solution,SY
uromitexan 5 g50 ml solution injectable pour perfusion en flacon,uromitexan 5 g50 ml injectable pour perfusion en flacon,uro-kp dibasic potassium phosphate 250 mg / sodium phosphate dibasic 250 mg / sodium phosphate monobasic 49 5 mg oral,85.5,C0714714,"Uro-KP (dibasic potassium phosphate 250 MG / sodium phosphate, dibasic 250 MG / sodium phosphate, monobasic 49.5 MG) Oral Tablet",SY
valixa,valixa,valiant barrier,81.81818181818181,C2980852,Valiant Barrier,BN
valproico acido 3194a,valproico acido 3194a,valproic acid,83.07692307692308,C0042291,valproic acid,PIN
vancomicina 00314401,vancomicina 00314401,vancomycin,81.0,C0042313,vancomycin,IN
varicella vaccine,varicella vaccine,varicella virus vaccine live var 1350 pfu in 0 5 ml,85.5,C0694239,varicella virus vaccine live (VAR) 1350 PFU in 0.5 ML Injection,PSN
varicellazoster vaccine nos,varicellazoster vaccine nos,varicella virus vaccine live var 1350 pfu in 0 5 ml,85.5,C0694239,varicella virus vaccine live (VAR) 1350 PFU in 0.5 ML Injection,PSN
varicellazoster virus strain okamerck live antigen,varicellazoster virus strain okamerck live antigen,varicella-zoster virus vaccine live oka-merck strain 19 400 pfu per 0 65 ml,85.5,C2241236,"varicella-zoster virus vaccine live (Oka-Merck) strain 19,400 PFU per 0.65 ML Injection",SY
velbe,velbe,veletri 0 5 mg,80.0,C3475118,VELETRI 0.5 MG Injection,PSN
venlafaxin retard sandoz,venlafaxin retard sandoz,venlafaxine,85.71428571428571,C0078569,venlafaxine,IN
venlafaxin bluefish,venlafaxin bluefish,venlafaxine,85.71428571428571,C0078569,venlafaxine,IN
vincristina sulfato,vincristina sulfato,vincristine sulfate,89.47368421052632,C0042680,vincristine sulfate,PIN
vincristina sulfato 809su,vincristina sulfato 809su,vincristine,85.71428571428571,C0042679,vincristine,IN
vincristina teva,vincristina teva,vincristine,81.4814814814815,C0042679,vincristine,IN
vitamin d nos,vitamin d nos,vit-b1 1 1 mg/ml / vitamin b12 0 0025 mg/ml oral,85.5,C0976013,vit-B1 1.1 MG/ML / vitamin B12 0.0025 MG/ML Oral Solution,SY
vancomicina mylan,vancomicina mylan,vancomycin,81.0,C0042313,vancomycin,IN
venlafaxin dura 75 ret,venlafaxin dura 75 ret,venlafaxine,85.71428571428571,C0078569,venlafaxine,IN
vincrsitin,vincrsitin,vincristine,85.71428571428572,C0042679,vincristine,IN
wal dryl allergy childrens,wal dryl allergy childrens,wal zyr 24 hour allergy oral liquid product,85.5,C3693103,Wal Zyr 24 Hour Allergy Oral Liquid Product,SBDG
xeroquel lp 200 mg,xeroquel lp 200 mg,xerava 50 mg,85.5,C4723370,XERAVA 50 MG Injection,PSN
xylocainempf,xylocainempf,xylocaine,85.71428571428572,C0699094,Xylocaine,BN
yellow fever vaccine nos,yellow fever vaccine nos,yellow birch pollen extract 50 mg/ml,85.5,C2740701,yellow birch pollen extract 50 MG/ML,SCDC
