Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Dexamethasone Sodium Phosphate,dexamethasone sodium phosphate,dexamethasone,C0113286,dexamethasone sodium phosphate,PIN
Dexamethasone Sodium Phosphate/Sodium Chloride,dexamethasone sodium phosphate/sodium chloride,dexamethasone phosphate/sodium chloride,C0011777,dexamethasone,IN
"Dexamethasone, Micronized",dexamethasone micronized,dexamethasone micronized,C0011777,dexamethasone,IN
Dexamethasone/Neomycin Sulfate/Polymyxin B Sulfate,dexamethasone/neomycin sulfate/polymyxin b sulfate,dexamethasone/neomycin sulfate/polymyxin b,C0011777,dexamethasone,IN
Dexamethasone/Tobramycin,dexamethasone/tobramycin,dexamethasone/tobramycin,C0011777,dexamethasone,IN
Dexbrompheniramine Maleate,dexbrompheniramine maleate,dexbrompheniramine maleate,C0113291,dexbrompheniramine maleate,PIN
Dexbrompheniramine Maleate/DM Hydrobrom/PSE HCl,dexbrompheniramine maleate/dm hydrobrom/pse hcl,dexbrompheniramine maleate/dm hydrobrom/pse,C0057605,dexbrompheniramine,IN
Dexbrompheniramine Maleate/Phenyleph HCl,dexbrompheniramine maleate/phenyleph hcl,dexbrompheniramine maleate/phenyleph,C0057605,dexbrompheniramine,IN
Dexbrompheniramine Maleate/PSE HCl,dexbrompheniramine maleate/pse hcl,dexbrompheniramine maleate/pse,C0057605,dexbrompheniramine,IN
Dexchlorpheniramine Mal/DM Hydrobrom/Phenyleph HCl,dexchlorpheniramine mal/dm hydrobrom/phenyleph hcl,dexchlorpheniramine mal/dm hydrobrom/phenyleph,,,
Dexchlorpheniramine Mal/DM Hydrobrom/PSE HCl,dexchlorpheniramine mal/dm hydrobrom/pse hcl,dexchlorpheniramine mal/dm hydrobrom/pse,,,
Dexchlorpheniramine Mal/Phenyleph HCl,dexchlorpheniramine mal/phenyleph hcl,dexchlorpheniramine mal/phenyleph,,,
Dexchlorpheniramine Mal/PSE HCl,dexchlorpheniramine mal/pse hcl,dexchlorpheniramine mal/pse,,,
Dexchlorpheniramine Maleate,dexchlorpheniramine maleate,dexchlorpheniramine maleate,C0137440,dexchlorpheniramine maleate,PIN
Dexlansoprazole,dexlansoprazole,dexlansoprazole,C2348248,dexlansoprazole,IN
Dexmedetomidine Hydrochloride,dexmedetomidine hydrochloride,dexmedetomidine,C0752310,dexmedetomidine hydrochloride,PIN
Dexmethylphenidate Hydrochloride,dexmethylphenidate hydrochloride,dexmethylphenidate,C1170743,dexmethylphenidate hydrochloride,PIN
Dexmethylphenidate/Serdexmethylphenidate,dexmethylphenidate/serdexmethylphenidate,dexmethylphenidate/serdexmethylphenidate,,,
Dexrazoxane Hydrochloride,dexrazoxane hydrochloride,dexrazoxane,C0982118,dexrazoxane hydrochloride,PIN
Dextran 70/Glycerin/Hypromellose,dextran 70/glycerin/hypromellose,dextran 70/glycerin/hypromellose,,,
Dextran 70/Hypromellose,dextran 70/hypromellose,dextran 70/hypromellose,,,
Dextrin,dextrin,dextrin,,,
Dextroamphetamine,dextroamphetamine,dextroamphetamine,C0011812,dextroamphetamine,IN
Dextroamphetamine Sulfate,dextroamphetamine sulfate,dextroamphetamine,C0011810,dextroamphetamine sulfate,PIN
Dextromethorphan Hydrobromide,dextromethorphan hydrobromide,dextromethorphan hydrobromide,C0350422,dextromethorphan hydrobromide,PIN
Dextromethorphan Hydrobromide/Doxylamine Succinate,dextromethorphan hydrobromide/doxylamine succinate,dextromethorphan hydrobromide/doxylamine,,,
Dextromethorphan Hydrobromide/Guaifenesin,dextromethorphan hydrobromide/guaifenesin,dextromethorphan hydrobromide/guaifenesin,,,
Dextromethorphan Hydrobromide/Pyrilamine Maleate,dextromethorphan hydrobromide/pyrilamine maleate,dextromethorphan hydrobromide/pyrilamine maleate,,,
Dextromethorphan Hydrobromide/Quinidine Sulfate,dextromethorphan hydrobromide/quinidine sulfate,dextromethorphan hydrobromide/quinidine,,,
Dextromethorphan Polistirex,dextromethorphan polistirex,dextromethorphan polistirex,C0771392,dextromethorphan polistirex,PIN
Dextrose,dextrose,dextrose,,,
Dextrose/Levofloxacin,dextrose/levofloxacin,dextrose/levofloxacin,,,
Dextrose/Lidocaine Hydrochloride,dextrose/lidocaine hydrochloride,dextrose/lidocaine,,,
Dextrose/Potassium Chloride/Sodium Chloride,dextrose/potassium chloride/sodium chloride,dextrose/potassium chloride/sodium chloride,,,
Dextrose/Sodium Chloride,dextrose/sodium chloride,dextrose/sodium chloride,,,
Diabetic Supplies,diabetic supplies,diabetic supplies,,,
Diaphragm,diaphragm,diaphragm,,,
Diatrizoate Meglumine/Diatrizoate Sodium,diatrizoate meglumine/diatrizoate sodium,diatrizoate meglumine/diatrizoate,C0012004,diatrizoate,IN
Diazepam,diazepam,diazepam,C0012010,diazepam,IN
Diazepam;Lubricant,diazepam lubricant,diazepam lubricant,C0012010,diazepam,IN
Diazoxide,diazoxide,diazoxide,C0012022,diazoxide,IN
Dibucaine,dibucaine,dibucaine,C0012050,dibucaine,IN
Dibucaine Hydrochloride,dibucaine hydrochloride,dibucaine,C0770382,dibucaine hydrochloride,PIN
Dichloralphenazone,dichloralphenazone,dichloralphenazone,C0057831,dichloralphenazone,IN
Dichlorphenamide,dichlorphenamide,dichlorphenamide,C0012086,dichlorphenamide,IN
Diclofenac,diclofenac,diclofenac,C0012091,diclofenac,IN
Diclofenac Epolamine,diclofenac epolamine,diclofenac epolamine,C0082274,diclofenac epolamine,PIN
"Diclofenac Na;Gabapentin;Lido HCl;Cream, Multi Ing",diclofenac na gabapentin lido hcl multi ing,diclofenac na gabapentin lido multi ing,C0012091,diclofenac,IN
Diclofenac Potassium,diclofenac potassium,diclofenac,C0282131,diclofenac potassium,PIN
Diclofenac Sodium,diclofenac sodium,diclofenac,C0700583,diclofenac sodium,PIN
Diclofenac Sodium;Isopropyl Alcohol,diclofenac sodium isopropyl alcohol,diclofenac isopropyl alcohol,C0012091,diclofenac,IN
Diclofenac Sodium/Misoprostol,diclofenac sodium/misoprostol,diclofenac sodium/misoprostol,C0012091,diclofenac,IN
Dicloxacillin Sodium,dicloxacillin sodium,dicloxacillin,C0887422,dicloxacillin sodium,PIN
Dicyclomine Hydrochloride,dicyclomine hydrochloride,dicyclomine,C0591771,dicyclomine hydrochloride,PIN
Didanosine,didanosine,didanosine,C0012133,didanosine,IN
Dienogest/Estradiol Valerate;Dienogest/Estradiol V,dienogest/estradiol valerate dienogest/estradiol v,dienogest/estradiol valerate dienogest/estradiol v,C0057916,dienogest,IN
Diethylene Glycol Monoethyl Ether,diethylene glycol monoethyl ether,diethylene glycol monoethyl ether,C0054673,diethylene glycol monoethyl ether,IN
Diethylpropion Hydrochloride,diethylpropion hydrochloride,diethylpropion,C0282133,diethylpropion hydrochloride,PIN
Diflorasone Diacetate,diflorasone diacetate,diflorasone diacetate,C0057992,diflorasone diacetate,PIN
Diflunisal,diflunisal,diflunisal,C0012228,diflunisal,IN
Difluprednate,difluprednate,difluprednate,C0058004,difluprednate,IN
Digestants,digestants,digestants,,,
Digital Therapeutics,digital therapeutics,digital therapeutics,,,
Digoxin,digoxin,digoxin,C0012265,digoxin,IN
Dihydroergotamine Mesylate,dihydroergotamine mesylate,dihydroergotamine,C0700532,dihydroergotamine mesylate,PIN
Diltiazem Hydrochloride,diltiazem hydrochloride,diltiazem,C0700579,diltiazem hydrochloride,PIN
Dimenhydrinate,dimenhydrinate,dimenhydrinate,C0012381,dimenhydrinate,IN
Dimethicone,dimethicone,dimethicone,C1113707,dimethicone,IN
Dimethicone;Lidocaine,dimethicone lidocaine,dimethicone lidocaine,C1113707,dimethicone,IN
Dimethicone;Triamcinolone Acetonide,dimethicone triamcinolone acetonide,dimethicone triamcinolone acetonide,C1113707,dimethicone,IN
Dimethyl Fumarate,dimethyl fumarate,dimethyl,C0058218,dimethyl fumarate,IN
Dimethyl Fumarate;Dimethyl Fumarate,dimethyl fumarate dimethyl fumarate,dimethyl dimethyl,,,
Dimethyl Sulfoxide,dimethyl sulfoxide,dimethyl sulfoxide,C0012403,dimethyl sulfoxide,IN
Dinitrochlorobenzene,dinitrochlorobenzene,dinitrochlorobenzene,,,
Dioxybenzone/Hydroquinone/Oxybenzone/Padimate O,dioxybenzone/hydroquinone/oxybenzone/padimate o,dioxybenzone/hydroquinone/oxybenzone/padimate o,C0058344,dioxybenzone,IN
Diphencyprone,diphencyprone,diphencyprone,,,
Diphenhydramine Hydrochloride,diphenhydramine hydrochloride,diphenhydramine,C0004963,diphenhydramine hydrochloride,PIN
diphenhydrAMINE hydrochloride;HC;Nystatin;Mouthwas,diphenhydramine hydrochloride hc nystatin mouthwas,diphenhydramine hc nystatin mouthwas,C0012522,diphenhydramine,IN
diphenhydrAMINE hydrochloride;HC;Nystatin;Tetracyc,diphenhydramine hydrochloride hc nystatin tetracyc,diphenhydramine hc nystatin tetracyc,C0012522,diphenhydramine,IN
diphenhydrAMINE hydrochloride;Lido HCl;Mouthwash,diphenhydramine hydrochloride lido hcl mouthwash,diphenhydramine lido mouthwash,C0012522,diphenhydramine,IN
diphenhydrAMINE hydrochloride;Lido HCl;Nystatin;Mo,diphenhydramine hydrochloride lido hcl nystatin mo,diphenhydramine lido nystatin mo,C0012522,diphenhydramine,IN
diphenhydrAMINE hydrochloride/Phenyleph HCl,diphenhydramine hydrochloride/phenyleph hcl,diphenhydramine hydrochloride/phenyleph,C0012522,diphenhydramine,IN
Diphenhydramine Hydrochloride/Zinc Acetate,diphenhydramine hydrochloride/zinc acetate,diphenhydramine hydrochloride/zinc,C0012522,diphenhydramine,IN
"Diphtheria Toxoid, Adsorbed/Pertussis Vac, Acellul",diphtheria toxoid adsorbed/pertussis vac acellul,diphtheria toxoid adsorbed/pertussis vac acellul,,,
"Diphtheria Toxoid, Adsorbed/Tetanus Toxoid",diphtheria toxoid adsorbed/tetanus toxoid,diphtheria toxoid adsorbed/tetanus toxoid,,,
Dipyridamole,dipyridamole,dipyridamole,C0012582,dipyridamole,IN
Diroximel Fumarate,diroximel fumarate,diroximel,C5139729,diroximel fumarate,IN
Disinfectant Prep Pad,disinfectant prep pad,disinfectant prep pad,,,
Disopyramide Phosphate,disopyramide phosphate,disopyramide,C0700534,disopyramide phosphate,PIN
Dispenser,dispenser,dispenser,,,
"Dispenser, Syringe And Needle",dispenser syringe and needle,dispenser syringe and needle,,,
Disulfiram,disulfiram,disulfiram,C0012772,disulfiram,IN
Divalproex Sodium,divalproex sodium,divalproex,C0886883,divalproex sodium,PIN
DM Hydrobrom/guaiFENesin/Phenyleph HCl,dm hydrobrom/guaifenesin/phenyleph hcl,dm hydrobrom/guaifenesin/phenyleph,,,
DM Hydrobrom/guaiFENesin/PSE HCl,dm hydrobrom/guaifenesin/pse hcl,dm hydrobrom/guaifenesin/pse,,,
DM Hydrobrom/Pheniramine Mal/Phenyleph HCl,dm hydrobrom/pheniramine mal/phenyleph hcl,dm hydrobrom/pheniramine mal/phenyleph,,,
DM Hydrobrom/Phenyleph HCl,dm hydrobrom/phenyleph hcl,dm hydrobrom/phenyleph,,,
DM Hydrobrom/Phenyleph HCl/Pyril Mal,dm hydrobrom/phenyleph hcl/pyril mal,dm hydrobrom/phenyleph hcl/pyril mal,,,
DM Hydrobrom/Phenyleph HCl/Thonzylamine HCl,dm hydrobrom/phenyleph hcl/thonzylamine hcl,dm hydrobrom/phenyleph hcl/thonzylamine,,,
DM Hydrobrom/Phenyleph HCl/Triprolidine HCl,dm hydrobrom/phenyleph hcl/triprolidine hcl,dm hydrobrom/phenyleph hcl/triprolidine,,,
DM Hydrobrom/Promethazine HCl,dm hydrobrom/promethazine hcl,dm hydrobrom/promethazine,,,
DM Hydrobrom/Triprolidine HCl,dm hydrobrom/triprolidine hcl,dm hydrobrom/triprolidine,,,
Docetaxel,docetaxel,docetaxel,C0246415,docetaxel,IN
Docosahexaenoic Acid;Prenatal Vitamins,docosahexaenoic acid prenatal vitamins,docosahexaenoic acid prenatal vitamins,C0556150,docosahexaenoic acid,PIN
Docosahexaenoic Acid/Eicosapentaenoic Acid;Prenata,docosahexaenoic acid/eicosapentaenoic acid prenata,docosahexaenoic acid/eicosapentaenoic acid prenata,C0556150,docosahexaenoic acid,PIN
Docosahexaenoic Acid/Eicosapentaenoic Acid/Omega-3,docosahexaenoic acid/eicosapentaenoic acid/omega-3,docosahexaenoic acid/eicosapentaenoic acid/omega-3,C0556150,docosahexaenoic acid,PIN
Docosahexaenoic Acid/Lauric Acid;Prenatal Vitamins,docosahexaenoic acid/lauric acid prenatal vitamins,docosahexaenoic acid/lauric acid prenatal vitamins,C0556150,docosahexaenoic acid,PIN
Docosanol,docosanol,docosanol,C0075770,docosanol,IN
Docusate Sodium,docusate sodium,docusate,C0243237,docusate sodium,PIN
Docusate Sodium/Ferrous Fumarate,docusate sodium/ferrous fumarate,docusate sodium/ferrous,C1692318,docusate,IN
Docusate Sodium/Senna,docusate sodium/senna,docusate sodium/senna,C1692318,docusate,IN
Docusate Sodium/Sennosides,docusate sodium/sennosides,docusate sodium/sennosides,C1692318,docusate,IN
Docusate Sodium/Sennosides A and B,docusate sodium/sennosides a and b,docusate sodium/sennosides a and b,C1692318,docusate,IN
Dofetilide,dofetilide,dofetilide,C0114771,dofetilide,IN
Dog Epithelium Extract,dog epithelium extract,dog epithelium extract,C2725618,dog epithelium extract 100 MG/ML Injectable Solution,SY
Dolutegravir Sodium,dolutegravir sodium,dolutegravir,C3539953,dolutegravir sodium,PIN
Dolutegravir/lamiVUDine,dolutegravir/lamivudine,dolutegravir/lamivudine,C3253985,dolutegravir,IN
Dolutegravir/Rilpivirine,dolutegravir/rilpivirine,dolutegravir/rilpivirine,C3253985,dolutegravir,IN
Donepezil Hydrochloride,donepezil hydrochloride,donepezil,C0771848,donepezil hydrochloride,PIN
Doripenem,doripenem,doripenem,C0389169,doripenem,IN
Dornase Alfa,dornase alfa,dornase alfa,C1135662,dornase alfa,IN
Dorzolamide Hydrochloride,dorzolamide hydrochloride,dorzolamide,C0771293,dorzolamide hydrochloride,PIN
Dorzolamide Hydrochloride/Timolol Maleate,dorzolamide hydrochloride/timolol maleate,dorzolamide hydrochloride/timolol maleate,C0165590,dorzolamide,IN
Doxazosin Mesylate,doxazosin mesylate,doxazosin,C0077770,doxazosin mesylate,PIN
Doxepin Hydrochloride,doxepin hydrochloride,doxepin,C0700535,doxepin hydrochloride,PIN
Doxercalciferol,doxercalciferol,doxercalciferol,C0043668,doxercalciferol,IN
Doxorubicin Hydrochloride,doxorubicin hydrochloride,doxorubicin,C0546861,doxorubicin hydrochloride,PIN
Doxorubicin Hydrochloride Liposome,doxorubicin hydrochloride liposome,doxorubicin liposome,C1522689,doxorubicin hydrochloride liposome Injection,SCDFP
Doxycycline,doxycycline,doxycycline,C0013090,doxycycline,IN
Doxycycline Calcium,doxycycline calcium,doxycycline,C0282155,doxycycline calcium,PIN
Doxycycline Hyclate,doxycycline hyclate,doxycycline hyclate,C0058731,doxycycline hyclate,PIN
Doxycycline Hyclate;Cleanser and Moisturizer,doxycycline hyclate cleanser and moisturizer,doxycycline hyclate cleanser and moisturizer,C0013090,doxycycline,IN
Doxylamine Succinate,doxylamine succinate,doxylamine,C0058733,doxylamine succinate,PIN
Doxylamine Succinate/Phenylephrine Hydrochloride,doxylamine succinate/phenylephrine hydrochloride,doxylamine succinate/phenylephrine,C0013092,doxylamine,IN
Doxylamine Succinate/Pyridoxine Hydrochloride,doxylamine succinate/pyridoxine hydrochloride,doxylamine succinate/pyridoxine,C0013092,doxylamine,IN
Dressing,dressing,dressing,,,
"Dressing, Gauze",dressing gauze,dressing gauze,,,
"Dressing, Transparent, Occlusive",dressing transparent occlusive,dressing transparent occlusive,,,
Dronabinol,dronabinol,dronabinol,C0039663,dronabinol,SY
Dronedarone Hydrochloride,dronedarone hydrochloride,dronedarone,C1880412,dronedarone hydrochloride,PIN
Drospirenone;Placebo,drospirenone placebo,drospirenone placebo,C0043822,drospirenone,IN
Drospirenone/Estetrol,drospirenone/estetrol,drospirenone/estetrol,C0043822,drospirenone,IN
Drospirenone/Estradiol,drospirenone/estradiol,drospirenone/estradiol,C0043822,drospirenone,IN
Drospirenone/Ethinyl Estradiol;Placebo,drospirenone/ethinyl estradiol placebo,drospirenone/ethinyl estradiol placebo,C0043822,drospirenone,IN
Droxidopa,droxidopa,droxidopa,C0000378,droxidopa,IN
DSS;Prenatal Vitamins,dss prenatal vitamins,dss prenatal vitamins,,,
DTaP Vaccine,dtap vaccine,dtap vaccine,,,
"DTaP, Hepatitis B, and Polio Vaccine",dtap hepatitis b and polio vaccine,dtap hepatitis b and polio vaccine,,,
"DTaP, Hepatitis B, Polio and Haemophilus B Vaccine",dtap hepatitis b polio and haemophilus b vaccine,dtap hepatitis b polio and haemophilus b vaccine,,,
Dulaglutide,dulaglutide,dulaglutide,C3179549,dulaglutide,IN
Duloxetine Hydrochloride,duloxetine hydrochloride,duloxetine,C1505020,duloxetine hydrochloride,PIN
Dupilumab,dupilumab,dupilumab,C3660996,dupilumab,IN
Dutasteride,dutasteride,dutasteride,C0754659,dutasteride,IN
Dyclonine Hydrochloride,dyclonine hydrochloride,dyclonine,C0304455,dyclonine hydrochloride,PIN
Ecallantide,ecallantide,ecallantide,C1722685,ecallantide,IN
Echothiophate Iodide,echothiophate iodide,echothiophate iodide,C0013530,echothiophate iodide,PIN
Econazole Nitrate,econazole nitrate,econazole,C0546862,econazole nitrate,PIN
Eculizumab,eculizumab,eculizumab,C1541483,eculizumab,IN
Edetate Calcium Disodium,edetate calcium disodium,edetate disodium,C0006692,edetate calcium disodium,PIN
Edetate Disodium,edetate disodium,edetate disodium,C0012695,edetate disodium,PIN
Edoxaban,edoxaban,edoxaban,C2975435,edoxaban,IN
Efavirenz,efavirenz,efavirenz,C0674428,efavirenz,IN
Efavirenz/Emtricitabine/Tenofovir Disoproxil Fum,efavirenz/emtricitabine/tenofovir disoproxil fum,efavirenz/emtricitabine/tenofovir disoproxil fum,C0674428,efavirenz,IN
Efinaconazole,efinaconazole,efinaconazole,C3273754,efinaconazole,IN
Eflornithine Hydrochloride,eflornithine hydrochloride,eflornithine,C0282042,eflornithine hydrochloride,PIN
Elagolix,elagolix,elagolix,C2714632,elagolix,IN
Elapegademase-lvlr,elapegademase-lvlr,elapegademase-lvlr,C4731736,elapegademase-lvlr,PIN
Elbasvir/Grazoprevir,elbasvir/grazoprevir,elbasvir/grazoprevir,C4080052,elbasvir,IN
Elect;Elect;Elect;Elect,elect elect elect elect,elect elect elect elect,,,
Electrolytes,electrolytes,electrolytes,,,
Eletriptan Hydrobromide,eletriptan hydrobromide,eletriptan hydrobromide,C1178489,eletriptan hydrobromide,PIN
Elexacaftor/Ivacaftor/Tezacaftor;Ivacaftor,elexacaftor/ivacaftor/tezacaftor ivacaftor,elexacaftor/ivacaftor/tezacaftor ivacaftor,C5139717,elexacaftor,IN
Eliglustat,eliglustat,eliglustat,C3272698,eliglustat,IN
Elosulfase Alfa,elosulfase alfa,elosulfase alfa,C3817397,elosulfase alfa,IN
Eltrombopag Olamine,eltrombopag olamine,eltrombopag olamine,C1880492,eltrombopag olamine,PIN
Eluxadoline,eluxadoline,eluxadoline,C3712232,eluxadoline,IN
Emedastine Difumarate,emedastine difumarate,emedastine difumarate,C0724578,emedastine difumarate,PIN
Emicizumab-kxwh,emicizumab-kxwh,emicizumab-kxwh,C4534627,emicizumab-kxwh,PIN
Emollient,emollient,emollient,C4521085,Emollient clobetasol propionate 0.5 MG/ML Topical Cream,SCD
Empagliflozin,empagliflozin,empagliflozin,C3490348,empagliflozin,IN
Empagliflozin/Linagliptin,empagliflozin/linagliptin,empagliflozin/linagliptin,C3490348,empagliflozin,IN
Empagliflozin/Metformin Hydrochloride,empagliflozin/metformin hydrochloride,empagliflozin/metformin,C3490348,empagliflozin,IN
Emtricitabine,emtricitabine,emtricitabine,C0909839,emtricitabine,IN
Emtricitabine/Rilpivirine/Tenofovir Alafenamide,emtricitabine/rilpivirine/tenofovir alafenamide,emtricitabine/rilpivirine/tenofovir alafenamide,C0909839,emtricitabine,IN
Emtricitabine/Tenofovir Alafenamide,emtricitabine/tenofovir alafenamide,emtricitabine/tenofovir alafenamide,C0909839,emtricitabine,IN
Emtricitabine/Tenofovir Disoproxil Fumarate,emtricitabine/tenofovir disoproxil fumarate,emtricitabine/tenofovir disoproxil,C0909839,emtricitabine,IN
Emu Oil,emu oil,emu oil,C1337244,emu oil,IN
"Emulsion, Multi Ingredient",emulsion multi ingredient,emulsion multi ingredient,,,
Enalapril Maleate,enalapril maleate,enalapril maleate,C0700452,enalapril maleate,PIN
Enalapril Maleate/Hydrochlorothiazide,enalapril maleate/hydrochlorothiazide,enalapril maleate/hydrochlorothiazide,C0014025,enalapril,IN
Enasidenib,enasidenib,enasidenib,C4519428,enasidenib,IN
Enoxaparin Sodium,enoxaparin sodium,enoxaparin,C0724579,enoxaparin sodium,PIN
Entacapone,entacapone,entacapone,C0165921,entacapone,IN
Entecavir,entecavir,entecavir,C0971023,entecavir,IN
Entrectinib,entrectinib,entrectinib,C4086264,entrectinib,IN
Epinastine Hydrochloride,epinastine hydrochloride,epinastine,C0772294,epinastine hydrochloride,PIN
Epinephrine,epinephrine,epinephrine,C0014563,epinephrine,IN
