cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name
C0014563,IN,epinephrine,R01AA14,epinephrine,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AA,"Sympathomimetics, plain",R01AA14,epinephrine
C0014563,IN,epinephrine,R03AA01,epinephrine,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AA,Alpha- and beta-adrenoreceptor agonist inhalants,R03AA01,epinephrine
C0014563,IN,epinephrine,S01EA01,epinephrine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA01,epinephrine
C0014582,IN,epirubicin,L01DB03,epirubicin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DB,Anthracyclines and related substances,L01DB03,epirubicin
C0014695,IN,ergocalciferol,A11CC01,ergocalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC01,ergocalciferol
C0014704,IN,ergonovine,G02AB03,ergometrine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS in ATC,G02A,UTEROTONICS,G02AB,Ergot alkaloid oxytocics,G02AB03,ergometrine
C0014708,IN,"ergoloid mesylates, USP",C04AE01,ergoloid mesylates,C,CARDIOVASCULAR SYSTEM DRUGS,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloid peripheral vasodilators,C04AE01,ergoloid mesylates
C0014710,IN,ergotamine,N02CA02,ergotamine,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,"Ergot alkaloids, antimigraine",N02CA02,ergotamine
C0014806,IN,erythromycin,D10AF02,erythromycin,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,D10AF02,erythromycin
C0014806,IN,erythromycin,J01FA01,erythromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,J01FA01,erythromycin
C0014806,IN,erythromycin,S01AA17,erythromycin,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AA,"Antibiotics, ophthalmologic",S01AA17,erythromycin
C0014892,IN,estazolam,N05CD04,estazolam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivative hypnotics and sedatives,N05CD04,estazolam
C0014912,IN,estradiol,G03CA03,estradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CA,"Natural and semisynthetic estrogens, plain",G03CA03,estradiol
C0014927,IN,estriol,G03CA04,estriol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CA,"Natural and semisynthetic estrogens, plain",G03CA04,estriol
C0014927,IN,estriol,G03CC06,estriol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CC,"Estrogens, combinations with other drugs",G03CC06,estriol
C0014938,IN,"estrogens, conjugated (USP)",G03CA57,conjugated estrogens,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CA,"Natural and semisynthetic estrogens, plain",G03CA57,conjugated estrogens
C0014942,IN,estrone,G03CA07,estrone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CA,"Natural and semisynthetic estrogens, plain",G03CA07,estrone
C0014942,IN,estrone,G03CC04,estrone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CC,"Estrogens, combinations with other drugs",G03CC04,estrone
C0014963,PIN,ethacrynic acid,C03CC01,etacrynic acid,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CC,"Aryloxyacetic acid derivatives, high-ceiling diuretics",C03CC01,etacrynic acid
C0014964,IN,ethambutol,J04AK02,ethambutol,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis in ATC,J04AK02,ethambutol
C0014968,IN,ethamsylate,B02BX01,etamsylate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics in ATC,B02BX01,etamsylate
C0014987,IN,ethchlorvynol,N05CM08,ethchlorvynol,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives in ATC,N05CM08,ethchlorvynol
C0015011,IN,ethinyl estradiol,G03CA01,ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",G03CA,"Natural and semisynthetic estrogens, plain",G03CA01,ethinylestradiol
C0015011,IN,ethinyl estradiol,L02AA03,ethinylestradiol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02A,HORMONES AND RELATED AGENTS,L02AA,"Estrogens, endocrine therapy drugs",L02AA03,ethinylestradiol
C0015020,IN,amifostine,V03AF05,amifostine,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,V03AF05,amifostine
C0015021,IN,ethionamide,J04AD03,ethionamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AD,Thiocarbamide derivatives for treatment of tuberculosis,J04AD03,ethionamide
C0015042,IN,profenamine,N04AA05,profenamine,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04A,ANTICHOLINERGIC AGENTS,N04AA,"Tertiary amines, anticholinergic",N04AA05,profenamine
C0015043,IN,ethosuximide,N03AD01,ethosuximide,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AD,"Succinimide derivatives, antiepileptics",N03AD01,ethosuximide
C0015046,IN,ethotoin,N03AB01,ethotoin,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AB,"Hydantoin derivatives, antiepileptics",N03AB01,ethotoin
C0015058,IN,ethyl chloride,N01BX01,ethyl chloride,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BX,Other local anesthetics in ATC,N01BX01,ethyl chloride
C0015099,IN,ethylestrenol,A14AB02,ethylestrenol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AB,"Estren derivatives, systemic",A14AB02,ethylestrenol
C0015109,IN,ethylmorphine,R05DA01,ethylmorphine,R,RESPIRATORY SYSTEM DRUGS,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,"Opium alkaloids and derivatives, cough suppressants",R05DA01,ethylmorphine
C0015109,IN,ethylmorphine,S01XA06,ethylmorphine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS IN ATC,S01XA,Other ophthalmologicals in ATC,S01XA06,ethylmorphine
C0015116,IN,etilefrine,C01CA01,etilefrine,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic cardiac stimulants,C01CA01,etilefrine
C0015120,IN,etidocaine,N01BB07,etidocaine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BB,Amide local anesthetics,N01BB07,etidocaine
C0015121,PIN,etidronic acid,M05BA01,etidronic acid,M,MUSCULO-SKELETAL SYSTEM DRUGS,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonate drugs affecting bone structure and mineralization,M05BA01,etidronic acid
C0015131,IN,etomidate,N01AX07,etomidate,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AX,Other general anesthetics in ATC,N01AX07,etomidate
C0015133,IN,etoposide,L01CB01,etoposide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,"PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS",L01CB,"Podophyllotoxin derivatives, antineoplastic drugs",L01CB01,etoposide
C0015137,IN,etretinate,D05BB01,etretinate,D,DERMATOLOGICALS,D05,ANTIPSORIATICS,D05B,ANTIPSORIATICS FOR SYSTEMIC USE,D05BB,Retinoids for treatment of psoriasis,D05BB01,etretinate
C0015505,IN,factor VIIa,B02BD08,coagulation factor VIIa,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,B02BD08,coagulation factor VIIa
C0015528,IN,factor XIII,B02BD07,coagulation factor XIII,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,B02BD07,coagulation factor XIII
C0015620,IN,famotidine,A02BA03,famotidine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,A02BA03,famotidine
C0015707,,,M03AC08,fazadinium bromide,M,MUSCULO-SKELETAL SYSTEM DRUGS,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",M03AC08,fazadinium bromide
C0015772,IN,felodipine,C08CA02,felodipine,C,CARDIOVASCULAR SYSTEM DRUGS,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,C08CA02,felodipine
C0015821,IN,fenbendazole,P02CA06,fenbendazole,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,"Benzimidazole derivatives, antinematodal",P02CA06,fenbendazole
C0015827,IN,fenfluramine,A08AA02,fenfluramine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,A08AA02,fenfluramine
C0015827,IN,fenfluramine,N03AX26,fenfluramine,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics in ATC,N03AX26,fenfluramine
C0015837,IN,fenoprofen,M01AE04,fenoprofen,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,"Propionic acid derivatives, antiinflammatory and antirheumatic products",M01AE04,fenoprofen
C0015840,IN,fenoterol,G02CA03,fenoterol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS in ATC,G02C,OTHER GYNECOLOGICALS in ATC,G02CA,"Sympathomimetics, labour repressants",G02CA03,fenoterol
C0015840,IN,fenoterol,R03AC04,fenoterol,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC04,fenoterol
C0015840,IN,fenoterol,R03CC04,fenoterol,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,"Selective beta-2-adrenoreceptor agonists, systemic",R03CC04,fenoterol
C0015843,IN,fenspiride,R03BX01,fenspiride,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC",R03BX,"Other drugs for obstructive airway diseases, inhalants in ATC",R03BX01,fenspiride
C0015843,IN,fenspiride,R03DX03,fenspiride,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DX,Other systemic drugs for obstructive airway diseases in ATC,R03DX03,fenspiride
C0015846,IN,fentanyl,N01AH01,fentanyl,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AH,Opioid anesthetics,N01AH01,fentanyl
C0015846,IN,fentanyl,N02AB03,fentanyl,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02A,OPIOID ANALGESICS,N02AB,"Phenylpiperidine derivatives, opioid analgesics",N02AB03,fentanyl
C0015888,IN,ferrous ascorbate,B03AA10,ferrous ascorbate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON ANTIANEMIC PREPARATIONS,B03AA,"Iron bivalent, oral antianemic preparations",B03AA10,ferrous ascorbate
C0015980,IN,interferon-beta,L03AB02,interferon beta natural,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB02,interferon beta natural
C0016016,IN,plasmin,B01AD05,fibrinolysin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,"Enzymes, antithrombotic",B01AD05,fibrinolysin
C0016225,IN,flavoxate,G04BD02,flavoxate,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,G04BD02,flavoxate
C0016229,IN,flecainide,C01BC04,flecainide,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BC,"Antiarrhythmics, class Ic",C01BC04,flecainide
C0016245,IN,floctafenine,N02BG04,floctafenine,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02BG,Other analgesics and antipyretics in ATC,N02BG04,floctafenine
C0016267,IN,floxacillin,J01CF05,flucloxacillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,Beta-lactamase resistant penicillins,J01CF05,flucloxacillin
C0016277,IN,fluconazole,D01AC15,fluconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,"Imidazole and triazole derivatives, topical antifungals",D01AC15,fluconazole
C0016277,IN,fluconazole,J02AC01,fluconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives,J02AC01,fluconazole
C0016278,IN,flucytosine,D01AE21,flucytosine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use in ATC,D01AE21,flucytosine
C0016278,IN,flucytosine,J02AX01,flucytosine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use in ATC,J02AX01,flucytosine
C0016280,IN,fludrocortisone,H02AA02,fludrocortisone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AA,"Mineralocorticoids for systemic use, plain",H02AA02,fludrocortisone
C0016282,IN,flufenamic acid,M01AG03,flufenamic acid,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,"Fenamates, antiinflammatory and antirheumatic drugs",M01AG03,flufenamic acid
C0016293,IN,flumazenil,V03AB25,flumazenil,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,V03AB25,flumazenil
C0016294,IN,flumethasone,D07AB03,flumetasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AB,"Corticosteroids, moderately potent (group II)",D07AB03,flumetasone
C0016294,IN,flumethasone,D07XB01,flumetasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XB,"Corticosteroids, moderately potent, other combinations",D07XB01,flumetasone
C0016295,IN,flunarizine,N07CA03,flunarizine,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07C,ANTIVERTIGO PREPARATIONS,N07CA,Antivertigo preparations,N07CA03,flunarizine
C0016296,IN,flunitrazepam,N05CD03,flunitrazepam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivative hypnotics and sedatives,N05CD03,flunitrazepam
C0016298,PIN,fluocinolone acetonide,C05AA10,fluocinolone acetonide,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA10,fluocinolone acetonide
C0016298,PIN,fluocinolone acetonide,D07AC04,fluocinolone acetonide,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AC,"Corticosteroids, potent (group III)",D07AC04,fluocinolone acetonide
C0016298,PIN,fluocinolone acetonide,S01BA15,fluocinolone acetonide,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain",S01BA15,fluocinolone acetonide
C0016298,PIN,fluocinolone acetonide,S02BA08,fluocinolone acetonide,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02B,Corticosteroid otologicals,S02BA,Corticosteroids,S02BA08,fluocinolone acetonide
C0016299,IN,fluocinonide,C05AA11,fluocinonide,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA11,fluocinonide
C0016299,IN,fluocinonide,D07AC08,fluocinonide,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AC,"Corticosteroids, potent (group III)",D07AC08,fluocinonide
C0016301,IN,fluocortolone,C05AA08,fluocortolone,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA08,fluocortolone
C0016301,IN,fluocortolone,D07AC05,fluocortolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AC,"Corticosteroids, potent (group III)",D07AC05,fluocortolone
C0016301,IN,fluocortolone,D07XC05,fluocortolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XC,"Corticosteroids, potent, other combinations",D07XC05,fluocortolone
C0016301,IN,fluocortolone,H02AB03,fluocortolone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,"Glucocorticoids, Systemic",H02AB03,fluocortolone
C0016343,IN,floxuridine,L01BC09,floxuridine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,"Pyrimidine analogues, antineoplastic antimetabolites",L01BC09,floxuridine
C0016351,IN,fluorometholone,C05AA06,fluorometholone,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA06,fluorometholone
C0016351,IN,fluorometholone,D07AB06,fluorometholone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AB,"Corticosteroids, moderately potent (group II)",D07AB06,fluorometholone
C0016351,IN,fluorometholone,D07XB04,fluorometholone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XB,"Corticosteroids, moderately potent, other combinations",D07XB04,fluorometholone
C0016351,IN,fluorometholone,D10AA01,fluorometholone,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AA,"Corticosteroids, combinations for treatment of acne",D10AA01,fluorometholone
C0016351,IN,fluorometholone,S01BA07,fluorometholone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain",S01BA07,fluorometholone
C0016351,IN,fluorometholone,S01CB05,fluorometholone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB05,fluorometholone
C0016360,IN,fluorouracil,L01BC02,fluorouracil,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,"Pyrimidine analogues, antineoplastic antimetabolites",L01BC02,fluorouracil
C0016365,IN,fluoxetine,N06AB03,fluoxetine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,N06AB03,fluoxetine
C0016366,IN,fluoxymesterone,G03BA01,fluoxymesterone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,G03BA01,fluoxymesterone
C0016367,IN,flupenthixol,N05AF01,flupentixol,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,"Thioxanthene derivatives, antipsychotic",N05AF01,flupentixol
C0016368,IN,fluphenazine,N05AB02,fluphenazine,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,"Phenothiazines with piperazine structure, antipsychotics",N05AB02,fluphenazine
C0016374,IN,flurandrenolide,D07AC07,fludroxycortide,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AC,"Corticosteroids, potent (group III)",D07AC07,fludroxycortide
C0016375,IN,flurazepam,N05CD01,flurazepam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivative hypnotics and sedatives,N05CD01,flurazepam
