cui,rxnorm_tty,rxnorm_name,atc_codes,atc_labels
C0052944,IN,bambuterol,R03CC12,bambuterol
C0053071,,,S01ED06,befunolol
C0053091,IN,benazepril,C09AA07,benazepril
C0053105,IN,benfluorex,A10BX06,benfluorex
C0053108,,,C08CA15,benidipine
C0053111,,,M01AE06,benoxaprofen
C0053114,IN,benoxinate,D04AB03;S01HA02,oxybuprocaine
C0053116,IN,benphothiamine,A11DA03,benfotiamine
C0053122,IN,bentiromide,V04CK03,bentiromide
C0053140,,,,
C0053163,,,,
C0053183,IN,benzimidazole,,
C0053185,,,C01DX04,benziodarone
C0053225,PIN,benzoic acid,,
C0053229,IN,benzonatate,R05DB01,benzonatate
C0053230,IN,benznidazole,P01CA02,benznidazole
C0053233,IN,benzophenone,,
C0053258,,,,
C0053289,IN,benzyl benzoate,P03AX01,benzyl benzoate
C0053301,IN,benzylamine,,
C0053302,,,,
C0053323,IN,benzylparaben,,
C0053327,IN,benzylpenicilloyl polylysine,,
C0053332,IN,benzylthiouracil,H03BA03,benzylthiouracil
C0053336,,,B01AC19,beraprost
C0053355,,,,
C0053396,IN,beta carotene,A11CA02;D02BB01,betacarotene
C0053407,IN,betadex,,
C0053454,,,,
C0053490,,,,
C0053526,IN,bethanechol,N07AB02,bethanechol
C0053529,IN,betulin,,
C0053570,IN,bifonazole,D01AC10,bifonazole
C0053618,IN,bioallethrin,P03AC02,bioallethrin
C0053622,,,,
C0053774,IN,bisabolol,,
C0053776,,,,
C0053786,IN,bismuth oxide,,
C0053790,IN,bismuth subgallate,,
C0053791,IN,bismuth subnitrate,A02BX12,bismuth subnitrate
C0053792,IN,bismuth subsalicylate,,
C0053799,IN,bisoprolol,C07AB07,bisoprolol
C0053800,IN,bisphenol A,,
C0053817,IN,bitolterol,R03AC17,bitolterol
C0053881,IN,pemirolast,,
C0053882,IN,cefprozil,J01DC10,cefprozil
C0053942,,,,
C0054015,IN,nesiritide,C01DX19,nesiritide
C0054034,,,,
C0054036,,,,
C0054040,IN,bretylium,,
C0054084,IN,brodimoprim,J01EA02,brodimoprim
C0054094,IN,bromfenac,S01BC11,bromfenac
C0054122,,,,
C0054129,IN,bromopride,A03FA04,bromopride
C0054130,,,,
C0054138,IN,bromperidol,N05AD06,bromperidol
C0054145,,,,
C0054147,IN,bronopol,,
C0054151,IN,brotizolam,N05CD09,brotizolam
C0054173,,,,
C0054201,IN,budesonide,A07EA06;D07AC09;R01AD05;R03BA02,budesonide
C0054207,IN,buflomedil,C04AX20,buflomedil
C0054234,IN,butalbital,,
C0054235,IN,butamben,,
C0054236,IN,butamirate,R05DB13,butamirate
C0054249,IN,butobarbital,N05CA03,butobarbital
C0054252,,,,
C0054259,IN,butoconazole,G01AF15,butoconazole
C0054267,,,,
C0054275,IN,butyl chloride,,
C0054302,IN,butylparaben,,
C0054312,PIN,butyric acid,,
C0054314,,,,
C0054332,,,,
C0054340,IN,acrivastine,R06AX18,acrivastine
C0054409,IN,cadexomer iodine,D03AX01,cadexomer iodine
C0054422,,,C02DB04,cadralazine
C0054471,,,,
C0054480,IN,calcium polycarbophil,A06AC08,polycarbophil calcium
C0054483,IN,calcium silicate,A02AC02,calcium silicate
C0054562,IN,camphene,,
C0054568,IN,camylofine,A03AA03,camylofin
C0054589,IN,cannabichromene,,
C0054593,IN,cannabigerol,,
C0054598,,,C01AX02,peruvoside
C0054616,IN,octanoic acid,,
C0054631,IN,2-mercaptobenzothiazole,,
C0054642,IN,oxymethurea,,
C0054658,,,,
C0054667,,,J01CA05,carindacillin
C0054668,IN,carbetapentane,R05DB05,pentoxyverine
C0054670,,,H01BB03,carbetocin
C0054672,IN,carbinoxamine,R06AA08,carbinoxamine
C0054700,,,,
C0054721,PIN,carboprost tromethamine,,
C0054727,,,,
C0054734,,,,
C0054773,,,R03AC10;R03CC10,carbuterol
C0054797,,,,
C0054827,IN,carprofen,,
C0054836,IN,carvedilol,C07AG02,carvedilol
C0054838,IN,caryophyllene,,
C0054876,,,,
C0054995,PIN,cefamandole nafate,,
C0054999,,,J01DB06,cefazedone
C0055000,,,J01DC13,cefbuperazone
C0055003,IN,cefepime,J01DE01,cefepime
C0055004,IN,cefetamet,J01DD10,cefetamet
C0055006,,,J01DC12,cefminox
C0055007,IN,cefodizime,J01DD09,cefodizime
C0055008,IN,ceforanide,J01DC11,ceforanide
C0055010,,,J01DD11,cefpiramide
C0055011,IN,cefpodoxime,J01DD13,cefpodoxime
C0055013,,,J01DB12,ceftezole
C0055014,IN,ceftibuten,J01DD14,ceftibuten
C0055021,IN,celiprolol,C07AB08,celiprolol
C0055075,,,,
C0055082,,,,
C0055086,IN,ceramide 3,,
C0055108,,,,
C0055146,IN,cetiedil,C04AX26,cetiedil
C0055147,IN,cetirizine,R06AE07;S01GX12,cetirizine
C0055151,IN,cetrimonium,D08AJ02;R02AA17,cetrimonium
C0055152,IN,cetyl alcohol,,
C0055332,IN,chloramine-T,D08AX04,tosylchloramide sodium
C0055337,PIN,chloramphenicol palmitate,,
C0055339,PIN,chloramphenicol succinate,,
C0055353,,,,
C0055370,IN,chlorine dioxide,,
C0055402,IN,chlorocresol,,
C0055443,IN,chloroprocaine,N01BA04;S01HA08,chloroprocaine
C0055445,IN,chloropyramine,D04AA09;R06AC03,chloropyramine
C0055463,IN,chloroxylenol,D08AE05,chloroxylenol
C0055470,,,,
C0055477,IN,lornoxicam,M01AC05,lornoxicam
C0055556,,,,
C0055565,IN,cholesteryl sulfate,,
C0055568,IN,cholic acid,A05AA03,cholic acid
C0055573,PIN,choline salicylate,N02BA03,choline salicylate
C0055578,IN,oxtriphylline,R03DA02,choline theophyllinate
C0055617,IN,chromic chloride,,
C0055661,IN,chrysin,,
C0055676,,,,
C0055709,,,P02CA04,ciclobendazole
C0055711,IN,ciclopirox,D01AE14;G01AX12,ciclopirox
C0055720,IN,cifenline,C01BG07,cibenzoline
C0055723,IN,cilazapril,C09AA08,cilazapril
C0055724,,,,
C0055729,IN,cilostazol,B01AC23,cilostazol
C0055736,,,,
C0055738,IN,eucalyptol,R05CA13,cineole
C0055740,,,C04AX27,cinepazide
C0055753,PIN,cinnamic acid,,
C0055754,IN,cinnamic aldehyde,,
C0055762,IN,cinnamyl alcohol,,
C0055775,IN,ciprofibrate,C10AB08,ciprofibrate
C0055819,IN,citric acid,A09AB04,citric acid
C0055856,IN,clarithromycin,J01FA09,clarithromycin
C0055860,PIN,clavulanic acid,,
C0055869,IN,clebopride,A03FA06,clebopride
C0055891,IN,clobazam,N05BA09,clobazam
C0055894,IN,clobenzorex,A08AA08,clobenzorex
C0055895,PIN,clobetasol propionate,,
C0055897,IN,clobutinol,R05DB03,clobutinol
C0055899,IN,clocortolone,D07AB21,clocortolone
C0055915,IN,clofoctol,J01XX03,clofoctol
C0055930,IN,cloperastine,R05DB21,cloperastine
C0055936,IN,cloprednol,H02AB14,cloprednol
C0055964,IN,cloxazolam,N05BA22,cloxazolam
C0056036,IN,cobaltous chloride,,
C0056039,IN,cobamamide,B03BA04,cobamamide
C0056057,IN,cocoa butter,,
C0056060,IN,coconut oil,,
C0056170,,,,
C0056224,,,,
C0056270,IN,brilliant blue G,,
C0056301,IN,copper sulfate,V03AB20,copper sulfate
C0056315,,,,
C0056387,PIN,cortisol succinate,,
C0056391,PIN,cortisone acetate,,
C0056396,IN,cortivazol,H02AB17,cortivazol
C0056499,,,,
C0056501,,,,
C0056503,IN,crocin,,
C0056519,IN,crotamiton,,
C0056593,IN,cupric chloride,,
C0056595,IN,cupric glycinate,,
C0056598,IN,cupric oxide,,
C0056603,IN,cuprous oxide,,
C0056643,IN,cyamemazine,N05AA06,cyamemazine
C0056732,IN,cyclobenzaprine,M03BX08,cyclobenzaprine
C0056751,,,,
C0056760,IN,cyclohexanone,,
C0056836,,,P03BA01,cyfluthrin
C0056849,IN,cypermethrin,P03BA02,cypermethrin
C0056855,PIN,cyproterone acetate,,
C0056867,,,,
C0056889,,,,
C0056913,IN,cytisine,N07BA04,cytisinicline
C0057090,,,,
C0057091,,,,
C0057135,IN,danthron,A06AB03,dantron
C0057143,IN,dapiprazole,S01EX02,dapiprazole
C0057144,IN,daptomycin,J01XX09,daptomycin
C0057218,,,H01BB01,demoxytocin
C0057231,,,,
C0057232,,,D08AJ10,decamethoxine
C0057233,IN,decamethrin,P03BA03,decamethrin
C0057239,IN,decanoic acid,,
C0057257,IN,defibrotide,B01AX01,defibrotide
C0057258,IN,deflazacort,H02AB13,deflazacort
C0057276,,,,
C0057277,,,,
C0057296,IN,boldenone,,
C0057301,,,C09AA12,delapril
C0057362,IN,demegestone,G03DB05,demegestone
C0057420,PIN,desoxycorticosterone pivalate,,
C0057437,,,,
C0057457,,,,
C0057558,IN,desogestrel,G03AC09,desogestrel
C0057577,IN,detomidine,,
C0057598,PIN,dexamethasone acetate,,
C0057605,IN,dexbrompheniramine,R06AB06,dexbrompheniramine
C0057606,IN,dexchlorpheniramine,R06AB02,dexchlorpheniramine
C0057610,IN,dexpanthenol,A11HA30;D03AX03;S01XA12,dexpanthenol
C0057621,IN,dextranomer,D03AX02,dextranomer
C0057626,IN,dezocine,N02AX03,dezocine
C0057678,IN,diacetylrhein,M01AX21,diacerein
C0057732,,,,
C0057749,IN,diazolidinylurea,,
C0057763,,,R06AX16,deptropine
C0057831,IN,dichloralphenazone,N05CC04,dichloralphenazone
C0057846,IN,dichlorobenzyl alcohol,R02AA03,dichlorobenzyl alcohol
C0057916,IN,dienogest,G03DB08,dienogest
C0057981,IN,difenoxin,A07DA04,difenoxin
C0057993,,,,
C0058004,IN,difluprednate,D07AC19;S01BA16,difluprednate
C0058031,IN,dihematoporphyrin ether,,
C0058038,,,,
C0058056,IN,dihydrocodeine,N02AA08,dihydrocodeine
C0058181,PIN,diloxanide furoate,,
C0058192,,,R07AB08,dimefline
C0058218,IN,dimethyl fumarate,L04AX07,dimethyl fumarate
C0058224,,,P03BX02,dimethylphthalate
C0058231,IN,methylsulfonylmethane,,
C0058310,PIN,dinoprost tromethamine,,
C0058347,,,,
C0058371,IN,diphenidol,,
C0058379,,,,
C0058381,,,,
C0058383,IN,diphenylguanidine,,
C0058389,IN,diphenylpyraline,R06AA07,diphenylpyraline
C0058415,IN,dipivefrin,S01EA02,dipivefrine
C0058425,IN,dipropizine,R05DB19,dropropizine
C0058426,IN,dipropylacetamide,N03AG02,valpromide
C0058445,IN,dirithromycin,J01FA13,dirithromycin
C0058446,,,G02CB06,terguride
C0058460,IN,disilver oxide,,
C0058470,IN,disperse blue 106,,
C0058518,,,N05AB01,dixyrazine
C0058632,IN,dodecyl sulfate,,
C0058638,,,,
C0058677,IN,domiphen,A01AB06,domiphen
C0058678,,,,
C0058702,IN,dopexamine,C01CA14,dopexamine
C0058716,IN,doxacurium,,
C0058721,,,R03DA11,doxofylline
C0058753,IN,dromostanolone,,
C0058762,IN,drotaverin,A03AD02,drotaverine
C0058815,BN,Duramycin,,
C0058895,IN,ebastine,R06AX22,ebastine
C0058916,,,,
C0058978,IN,icosapent ethyl,,
C0059080,,,,
C0059372,,,,
C0059374,IN,enrofloxacin,,
C0059424,,,J01CA07,epicillin
C0059438,IN,epigallocatechin gallate,,
C0059459,IN,epomediol,A05BA05,epomediol
C0059469,IN,eprazinone,R05CB04,eprazinone
C0059477,,,,
C0059506,IN,erdosteine,R05CB15,erdosteine
C0059610,PIN,estradiol cypionate,,
C0059623,PIN,estradiol valerate,,
C0059668,,,,
C0059676,,,,
C0059678,IN,etifoxine,N05BX03,etifoxine
C0059680,,,R03DA06,etamiphylline
C0059682,,,,
C0059696,IN,ethanolamine,,
C0059699,IN,ethanolamine oleate,C05BB01,monoethanolamine oleate
C0059752,IN,vinpocetine,N06BX18,vinpocetine
C0059772,IN,ethyl loflazepate,N05BA18,ethyl loflazepate
C0059788,IN,ethyl-p-hydroxybenzoate,,
C0059859,,,,
C0059862,,,N05BA19,etizolam
C0059865,IN,etodolac,M01AB08,etodolac
C0059867,IN,etofamide,P01AC03,etofamide
C0059868,IN,etofenamate,M02AA06,etofenamate
C0059985,IN,fludarabine,L01BB05,fludarabine
C0060069,,,,
C0060128,IN,febantel,,
C0060135,IN,felbamate,N03AX10,felbamate
C0060156,IN,fenbufen,M01AE05,fenbufen
C0060180,IN,fenoldopam,C01CA19,fenoldopam
C0060183,IN,fenoxazoline,R01AA12,fenoxazoline
C0060192,,,,
C0060194,IN,fenproporex,,
C0060197,,,,
C0060201,,,M01AB10;M02AA14,fentiazac
C0060203,IN,fenticonazole,D01AC12;G01AF12,fenticonazole
C0060228,IN,ferric ammonium citrate,V08CA07,ferric ammonium citrate
C0060229,IN,ferric chloride,,
C0060231,IN,ferric citrate,V03AE08,ferric citrate
C0060234,IN,prussian blue insoluble,V03AB31,prussian blue
C0060235,,,,
C0060236,IN,ferric hydroxide,B03AB04,ferric hydroxide
C0060237,IN,ferric maltol,B03AB10,ferric maltol
C0060240,IN,ferric oxide,,
C0060241,IN,iron sucrose,B03AB02,saccharated iron oxide
C0060246,IN,ferric sulfate,,
C0060274,IN,ferumoxytol,,
C0060275,IN,ferrous chloride,B03AA05,ferrous chloride
C0060276,IN,ferrous fumarate,B03AA02,ferrous fumarate
C0060277,IN,ferrous gluconate,B03AA03,ferrous gluconate
C0060281,IN,ferrous succinate,B03AA06,ferrous succinate
C0060282,IN,ferrous sulfate,B03AA07,ferrous sulfate
C0060291,PIN,ferulic acid,,
C0060304,IN,fexinidazole,P01CA03,fexinidazole
C0060389,IN,finasteride,D11AX10;G04CB01,finasteride
C0060400,IN,cefixime,J01DD08,cefixime
C0060405,IN,cefdinir,J01DD15,cefdinir
C0060440,IN,flavone,,
C0060466,IN,florfenicol,,
C0060477,IN,flubendazole,P02CA05,flubendazole
C0060485,,,N05BA17,fludiazepam
C0060491,,,,
C0060493,IN,flumequine,J01MB07,flumequine
C0060501,IN,flunisolide,R01AD04;R03BA03,flunisolide
C0060507,IN,fluocinolone,,
C0060508,IN,fluocortin butyl ester,,
C0060520,IN,fluorescein,S01JA01,fluorescein
C0060583,IN,flupirtine,N02BG07,flupirtine
C0060587,,,,
C0060656,,,,
C0060657,IN,formoterol,R03AC13;R03CC15,formoterol
C0060659,,,,
C0060670,,,,
C0060694,,,,
C0060696,,,L01AD05,fotemustine
C0060775,,,,
C0060787,IN,follitropin beta,G03GA06,follitropin beta
C0060808,,,,
C0060819,IN,fumagillin,P01AX10,fumagillin
C0060825,PIN,fumaric acid,D05AX01,fumaric acid
C0060848,,,,
C0060879,IN,fusafungin,R02AB03,fusafungine
C0060926,IN,gabapentin,N02BF01,gabapentin
C0060929,,,,
C0060930,IN,gadoteridol,V08CA04,gadoteridol
C0060933,,,V08CA01,gadopentetic acid
C0060934,IN,gadopentetate dimeglumine,,
C0061008,PIN,gallium nitrate,,
C0061060,,,,
C0061078,PIN,gamma-linolenic acid,D11AX02,gamolenic acid
C0061179,,,,
C0061187,,,,
C0061202,IN,genistein,,
C0061223,IN,geraniol,,
C0061230,,,,
C0061231,IN,geranylgeranylacetone,A02BX15,teprenone
C0061239,,,,
C0061246,IN,gestodene,,
C0061256,,,,
C0061268,,,,
C0061271,,,,
C0061278,,,,
C0061323,IN,glimepiride,A10BB12,glimepiride
C0061347,IN,calcium glubionate,A12AA02,calcium glubionate
C0061366,,,,
C0061387,IN,gluconolactone,,
C0061418,IN,glucose-6-phosphate,,
C0061450,,,B01AB11,sulodexide
C0061472,PIN,glutamic acid,,
C0061506,PIN,glutaric acid,,
C0061516,IN,glutathione disulfide,,
C0061579,PIN,glyceryl monostearate,,
C0061626,,,,
C0061735,,,,
C0061751,IN,glycyrrhizic acid,A05BA08,glycyrrhizic acid
C0061762,,,,
C0061764,IN,glyphosate,,
C0061851,IN,ondansetron,A04AA01,ondansetron
C0061863,IN,granisetron,A04AA02,granisetron
C0061932,IN,guaiazulene,,
C0061996,IN,guar gum,A10BX01,guar gum
C0062068,,,C04AX32,fasudil
C0062073,,,,
C0062095,,,,
C0062097,IN,halometasone,D07AC12,halometasone
C0062106,IN,haloprogin,D01AE11,haloprogin
C0062212,IN,heme arginate,,
C0062525,IN,hepatitis B immune globulin,J06BB04,hepatitis B immunoglobulin
C0062527,IN,hepatitis B surface antigen vaccine,,
C0062585,IN,hesperetin,,
C0062615,IN,hexadecanal,,
C0062619,IN,hexafluorenium,M03AC05,hexafluronium
C0062637,,,,
C0062648,IN,hexamidine,D08AC04;R01AX07;R02AA18;S01AX08;S03AA05,hexamidine
C0062725,PIN,hippuric acid,,
C0062758,,,,
C0062922,IN,homatropine,S01FA05,homatropine
C0062923,PIN,homatropine methylbromide,A03BB06,homatropine methylbromide
C0062941,IN,omacetaxine mepesuccinate,L01XX40,omacetaxine mepesuccinate
C0062986,IN,cefpirome,J01DE02,cefpirome
C0063033,IN,huperzine A,,
C0063041,IN,leflunomide,L04AK01,leflunomide
C0063055,IN,hydracrylic acid,,
C0063077,PIN,hydrocortisone acetate,,
C0063079,PIN,hydrocortisone valerate,,
C0063090,IN,hydroiodic acid,,
C0063103,IN,hydroquinidine,C01BA13,hydroquinidine
C0063124,IN,hydroxycitronellal,,
C0063131,IN,hydroxyethyl cellulose,,
C0063188,IN,hydroxypropyl cellulose (type H),,
C0063208,,,,
C0063217,,,,
C0063220,IN,hypericin,,
C0063238,,,,
C0063242,IN,hypromellose,S01KA02,hypromellose
C0063252,IN,desflurane,N01AB07,desflurane
C0063322,IN,tropisetron,A04AA03,tropisetron
C0063327,,,,
C0063340,IN,ifenprodil,C04AX28,ifenprodil
C0063384,IN,imidazole-2-hydroxybenzoate,N02BA16,imidazole salicylate
C0063449,IN,indanazoline,R01AA15,indanazoline
C0063469,,,,
C0063479,IN,indobufen,B01AC10,indobufen
C0063491,IN,indole-3-carbinol,,
C0063507,,,,
C0063657,,,,
C0063739,IN,invert sugar,C05BB03,invert sugar
C0063757,IN,iodixanol,V08AB09,iodixanol
C0063768,,,,
C0063779,IN,iodoform,D09AA13,iodoform
C0063810,IN,iomeprol,V08AB10,iomeprol
C0063815,IN,iopentol,V08AB08,iopentol
C0063817,IN,iopromide,V08AB05,iopromide
C0063828,IN,ioversol,V08AB07,ioversol
C0063830,,,V08AA05,ioxitalamic acid
C0063865,IN,iron protein succinylate,,
C0063908,IN,iso-sulfan blue,,
C0063935,IN,isobutyramide,,
C0063936,,,,
C0063942,,,,
C0063953,IN,isoconazole,D01AC05;G01AF07,isoconazole
C0063964,IN,isoeugenol,,
C0063986,IN,lanatoside C,C01AA06,lanatoside C
C0063997,,,,
C0064030,,,,
C0064032,,,,
C0064039,,,,
C0064056,IN,isopropyl myristate,,
C0064079,PIN,isosorbide mononitrate,C01DA14,isosorbide mononitrate
C0064094,,,,
C0064113,IN,itraconazole,J02AC02,itraconazole
C0064161,IN,jojoba wax,,
C0064165,PIN,josamycin propionate,,
C0064263,IN,emedastine,S01GX06,emedastine
C0064311,,,N02AB01,ketobemidone
C0064312,,,,
C0064332,,,,
C0064568,IN,lacidipine,C08CA09,lacidipine
C0064582,PIN,lactic acid,G01AD01,lactic acid
C0064585,IN,lactitol,A06AD12,lactitol
C0064598,PIN,lactobionic acid,,
C0064636,IN,lamotrigine,N03AX09,lamotrigine
C0064683,IN,laurocapram,,
C0064694,IN,lavender oil,N05BX05,Lavandulae aetheroleum
C0064698,,,,
C0064777,IN,letosteine,R05CB09,letosteine
C0064858,,,,
C0064870,IN,levocabastine,R01AC02;S01GX02,levocabastine
C0064874,,,,
C0064906,IN,nafarelin,H01CA02,nafarelin
C0064990,IN,calcium oxide,,
C0065023,IN,fidaxomicin,A07AA12,fidaxomicin
C0065040,,,,
C0065088,IN,lithium chloride,V04CX11,lithium chloride
C0065152,IN,lofexidine,N07BC04,lofexidine
C0065162,IN,lomefloxacin,J01MA07;S01AE04,lomefloxacin
C0065180,IN,loratadine,R06AX13,loratadine
C0065183,,,C01BC07,lorcainide
C0065185,IN,lormetazepam,N05CD06,lormetazepam
C0065199,IN,loxoprofen,M01AE19;M02AA31,loxoprofen
C0065254,,,,
C0065261,,,,
C0065264,,,,
C0065295,IN,loracarbef,J01DC08,loracarbef
C0065331,IN,lycopene,,
C0065374,IN,lisinopril,C09AA03,lisinopril
C0065390,,,,
C0065506,,,,
C0065517,IN,magnesium carbonate,A02AA01;A06AD01,magnesium carbonate
C0065527,IN,magnesium phosphate,B05XA10,magnesium phosphate
C0065533,IN,magnesium trisilicate,,
C0065555,IN,malachite green,,
C0065571,PIN,maleic acid,,
C0065583,IN,malic acid,,
C0065591,,,,
C0065600,IN,maltitol,,
C0065601,IN,maltodextrin,,
C0065615,IN,maltotetraose,,
C0065636,IN,mandelic acid,B05CA06;J01XX06,mandelic acid
C0065656,IN,manidipine,C08CA11,manidipine
C0065688,,,,
C0065760,,,N04AA10,mazaticol
C0065767,IN,calcipotriene,D05AX02,calcipotriol
C0065832,IN,mebeverine,A03AA04,mebeverine
C0065835,,,,
C0065839,,,,
C0065841,IN,meclocycline,D10AF04,meclocycline
C0065844,IN,mecobalamin,B03BA05,mecobalamin
C0065864,PIN,medroxyprogesterone acetate,,
C0065865,IN,medrysone,S01BA08,medrysone
C0065879,PIN,megestrol acetate,,
C0065933,,,,
C0065935,IN,vitamin MK6,,
C0065936,IN,menatetrenone,M05BX08,menatetrenone
C0065942,IN,meningococcal group A polysaccharide,,
C0065944,IN,meningococcal group C polysaccharide,,
C0065950,,,,
C0065961,IN,mepindolol,C07AA14,mepindolol
C0065972,IN,mequitazine,R06AD07,mequitazine
C0066005,IN,meropenem,J01DH02,meropenem
C0066080,,,,
C0066153,,,,
C0066234,,,,
C0066256,,,,
C0066282,IN,methyl salicylate,,
C0066318,,,,
C0066411,IN,methylnaltrexone,,
C0066412,IN,methylnicotinate,,
C0066415,IN,methylparaben,,
C0066465,IN,metocurine,,
C0066469,IN,metopimazine,A04AD05,metopimazine
C0066477,IN,metylperon,N05AD03,melperone
C0066502,,,,
C0066520,IN,micronomicin,S01AA22,micronomicin
C0066522,IN,ocriplasmin,S01XA22,ocriplasmin
C0066531,IN,midecamycin,J01FA03,midecamycin
C0066561,IN,minaprine,N06AX07,minaprine
C0066621,IN,mivacurium,,
C0066673,IN,moclobemide,N06AG02,moclobemide
C0066677,IN,modafinil,N06BA07,modafinil
C0066695,,,,
C0066700,PIN,mometasone furoate,,
C0066767,,,,
C0066770,IN,monooctanoin,,
C0066801,,,,
C0066803,IN,morniflumate,M01AX22,morniflumate
C0066805,IN,moroxydine,J05AX01,moroxydine
C0066816,,,,
C0066837,IN,moxonidine,C02AC05,moxonidine
C0067116,,,,
C0067182,,,,
C0067305,,,,
C0067385,,,,
C0067742,,,,
C0067748,IN,N-acetylmethionine,,
C0067783,,,,
C0067794,IN,N-acetyltyrosine,,
C0067878,,,,
C0067889,,,,
C0067899,,,,
C0067928,,,,
C0068006,IN,miltefosine,P01CX04,miltefosine
C0068122,IN,N-methylephedrine,,
C0068144,,,,
C0068252,,,,
C0068333,IN,nabilone,A04AD11,nabilone
C0068334,IN,nabumetone,M01AX01,nabumetone
C0068367,IN,naftifine,D01AE22,naftifine
C0068377,IN,nalmefene,N07BB05,nalmefene
C0068395,PIN,nandrolone decanoate,,
C0068397,PIN,nandrolone phenpropionate,,
C0068450,IN,naringenin,,
C0068475,IN,nebivolol,C07AB12,nebivolol
C0068476,,,,
C0068483,IN,nedocromil,R01AC07;R03BC03;S01GX04,nedocromil
C0068485,IN,nefazodone,N06AX06,nefazodone
C0068527,,,,
C0068673,IN,niaprazine,N05CM16,niaprazine
C0068689,IN,nickel sulfate,,
C0068699,,,N02AA04,nicomorphine
C0068700,IN,nicorandil,C01DX16,nicorandil
C0068711,,,,
C0068722,PIN,nicotine polacrilex,,
C0068742,IN,nifuroxazide,A07AX03,nifuroxazide
C0068787,IN,nitarsone,,
C0068788,IN,nitazoxanide,P01AX11,nitazoxanide
C0068808,IN,nitric acid,,
C0068821,,,,
C0068828,,,,
C0068881,IN,nitroxoline,J01XX07,nitroxoline
C0068897,IN,tiagabine,N03AG06,tiagabine
C0068922,IN,nomegestrol,G03DB04,nomegestrol
C0068955,IN,theodrenaline,C01CA23,theodrenaline
C0068971,,,,
C0068978,IN,cafedrine,C01CA21,cafedrine
C0068981,PIN,norethindrone enanthate,,
C0068992,IN,norgestimate,,
C0069008,IN,normethadone,R05DA06,normethadone
C0069021,IN,cathine,A08AA07,cathine
C0069035,,,,
C0069072,,,,
C0069343,,,,
C0069351,IN,octenidine,A01AB24;R02AA21,octenidine
C0069370,IN,octylonium,,
C0069392,,,,
C0069397,,,,
C0069449,IN,olive oil,,
C0069454,IN,olsalazine,A07EC03,olsalazine
C0069456,,,,
C0069477,,,,
C0069492,,,,
C0069562,,,A02BX14,rebamipide
C0069638,IN,orgotein,M01AX14,orgotein
C0069693,,,,
C0069709,,,N06AX10,oxaflozane
C0069715,IN,oxalic acid,,
C0069717,IN,oxaliplatin,L01XA03,oxaliplatin
C0069734,IN,oxantel,P02CC02,oxantel
C0069749,,,,
C0069751,IN,oxcarbazepine,N03AF02,oxcarbazepine
C0069760,IN,oxetorone,N02CX06,oxetorone
C0069765,IN,oxiconazole,D01AC11;G01AF17,oxiconazole
C0069776,IN,oxitropium,,
C0069803,IN,oxybenzone,,
C0069805,IN,oxybutynin,G04BD04,oxybutynin
C0069821,,,,
C0069833,IN,oxyphencyclimine,A03AA01,oxyphencyclimine
C0069962,IN,palm oil,,
C0069964,IN,palmidrol,,
C0069966,PIN,palmitoleic acid,,
C0070034,IN,pantethine,A11HA32,pantethine
C0070062,,,,
C0070066,,,,
C0070072,IN,paramethadione,N03AC01,paramethadione
C0070073,PIN,paramethasone acetate,,
C0070093,IN,teriparatide,H05AA02,teriparatide
