cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count
C0016377,IN,flurbiprofen,S01BC04,flurbiprofen,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",S01BC,"Antiinflammatory agents, non-steroidal, ophthalmologic",S01BC04,flurbiprofen,37
C0016383,IN,fluspirilene,N05AG01,fluspirilene,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AG,"Diphenylbutylpiperidine derivatives, antipsychotics",N05AG01,fluspirilene,3
C0016384,IN,flutamide,L02BB01,flutamide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgen hormone antagonists and related agents,L02BB01,flutamide,59
C0016410,IN,folic acid,B03BB01,folic acid,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BB,Folic acid and derivatives as antianemics,B03BB01,folic acid,5728
C0016410,IN,folic acid,V04CX02,folic acid,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CX,Other diagnostic agents in ATC,V04CX02,folic acid,5728
C0016610,IN,fosfomycin,J01XX01,fosfomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS in ATC,J01XX,Other antibacterials in ATC,J01XX01,fosfomycin,194
C0016610,IN,fosfomycin,S02AA17,fosfomycin,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02A,"ANTIINFECTIVE DRUGS, OTOLOGIC",S02AA,Antiinfectives,S02AA17,fosfomycin,194
C0016673,IN,framycetin,D09AA01,framycetin,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,D09AA01,framycetin,17
C0016673,IN,framycetin,R01AX08,framycetin,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AX,Other nasal preparations in ATC,R01AX08,framycetin,17
C0016673,IN,framycetin,S01AA07,framycetin,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AA,"Antibiotics, ophthalmologic",S01AA07,framycetin,17
C0016745,IN,fructose,V06DC02,fructose,V,VARIOUS DRUG CLASSES IN ATC,V06,GENERAL NUTRIENTS,V06D,OTHER NUTRIENTS in ATC,V06DC,Carbohydrate nutrients,V06DC02,fructose,829
C0016778,IN,tegafur,L01BC03,tegafur,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,"Pyrimidine analogues, antineoplastic antimetabolites",L01BC03,tegafur,16
C0016855,IN,furazolidone,G01AX06,furazolidone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX,Other gynecological antiinfectives and antiseptics in ATC,G01AX06,furazolidone,71
C0016860,IN,furosemide,C03CA01,furosemide,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CA,"sulfonamides, high-ceiling diuretics, plain",C03CA01,furosemide,1023
C0016875,PIN,fusidic acid,D06AX01,fusidic acid,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use in ATC,D06AX01,fusidic acid,147
C0016875,PIN,fusidic acid,D09AA02,fusidic acid,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,D09AA02,fusidic acid,147
C0016875,PIN,fusidic acid,J01XC01,fusidic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS in ATC,J01XC,Steroid antibacterials,J01XC01,fusidic acid,147
C0016875,PIN,fusidic acid,S01AA13,fusidic acid,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AA,"Antibiotics, ophthalmologic",S01AA13,fusidic acid,147
C0016945,IN,galactose,V04CE01,galactose,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CE,liver functional capacity test diagnostic agents,V04CE01,galactose,723
C0016967,IN,galantamine,N06DA04,galantamine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06D,ANTI-DEMENTIA DRUGS,N06DA,Anticholinesterase anti-dementia drugs,N06DA04,galantamine,10
C0016971,IN,gallamine,M03AC02,gallamine,M,MUSCULO-SKELETAL SYSTEM DRUGS,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",M03AC02,gallamine,12
C0016986,IN,gallopamil,C08DA02,gallopamil,C,CARDIOVASCULAR SYSTEM DRUGS,C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,"Phenylalkylamine derivatives, selective calcium channel blockers with direct cardiac effects",C08DA02,gallopamil,3
C0017066,IN,ganciclovir,J05AB06,ganciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB06,ganciclovir,788
C0017066,IN,ganciclovir,S01AD09,ganciclovir,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AD,"Antivirals, ophthalmologic",S01AD09,ganciclovir,788
C0017226,,,A02BX07,gefarnate,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC,A02BX07,gefarnate,1
C0017245,IN,gemfibrozil,C10AB04,gemfibrozil,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,"Fibrates, lipid modifying drugs, plain",C10AB04,gemfibrozil,21
C0017507,IN,gestrinone,G03XA02,gestrinone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC,G03XA,Antigonadotropins and similar agents,G03XA02,gestrinone,6
C0017592,,,N02BG03,glafenine,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02BG,Other analgesics and antipyretics in ATC,N02BG03,glafenine,4
C0017628,IN,glyburide,A10BB01,glibenclamide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BB,Sulfonylureas for blood glucose lowering,A10BB01,glibenclamide,199
C0017631,IN,gliclazide,A10BB09,gliclazide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BB,Sulfonylureas for blood glucose lowering,A10BB09,gliclazide,15
C0017642,IN,glipizide,A10BB07,glipizide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BB,Sulfonylureas for blood glucose lowering,A10BB07,glipizide,19
C0017687,IN,glucagon,H04AA01,glucagon,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H04,PANCREATIC HORMONES,H04A,GLYCOGENOLYTIC HORMONES,H04AA,Glycogenolytic hormones,H04AA01,glucagon,1150
C0017718,IN,glucosamine,M01AX05,glucosamine,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids in ATC",M01AX05,glucosamine,84
C0017725,IN,glucose,B05CX01,glucose,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CX,Other irrigating solutions in ATC,B05CX01,glucose,19300
C0017725,IN,glucose,V04CA02,glucose,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CA,Diagnostic agents for diabetes testing,V04CA02,glucose,19300
C0017725,IN,glucose,V06DC01,glucose,V,VARIOUS DRUG CLASSES IN ATC,V06,GENERAL NUTRIENTS,V06D,OTHER NUTRIENTS in ATC,V06DC,Carbohydrate nutrients,V06DC01,glucose,19300
C0017797,IN,glutamine,A16AA03,glutamine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AA,Amino acids and derivatives,A16AA03,glutamine,1026
C0017817,IN,glutathione,V03AB32,glutathione,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,V03AB32,glutathione,1303
C0017845,IN,glutethimide,N05CE01,glutethimide,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CE,"Piperidinedione derivatives, hypnotics and sedatives",N05CE01,glutethimide,8
C0017861,IN,glycerin,A06AG04,glycerol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enema for Constipation,A06AG04,glycerol,596
C0017861,IN,glycerin,A06AX01,glycerol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation in ATC,A06AX01,glycerol,596
C0017887,IN,nitroglycerin,C01DA02,glyceryl trinitrate,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates used in cardiac disease,C01DA02,glyceryl trinitrate,368
C0017887,IN,nitroglycerin,C05AE01,glyceryl trinitrate,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE01,glyceryl trinitrate,368
C0017889,PIN,glycerylphosphorylcholine,N07AX02,choline alfoscerate,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07A,PARASYMPATHOMIMETICS,N07AX,Other parasympathomimetics in ATC,N07AX02,choline alfoscerate,75
C0017890,IN,glycine,B05CX03,glycine,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CX,Other irrigating solutions in ATC,B05CX03,glycine,1368
C0018033,IN,aurothioglucose,M01CB04,aurothioglucose,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,M01CB04,aurothioglucose,16
C0018034,PIN,gold sodium thiomalate,M01CB01,sodium aurothiomalate,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,M01CB01,sodium aurothiomalate,29
C0018165,IN,gramicidin,R02AB30,gramicidin,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AB,Antibiotic throat preparations,R02AB30,gramicidin,23
C0018242,IN,griseofulvin,D01AA08,griseofulvin,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,"Antifungal Antibiotics, Topical",D01AA08,griseofulvin,182
C0018242,IN,griseofulvin,D01BA01,griseofulvin,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,D01BA01,griseofulvin,182
C0018305,IN,guaifenesin,R05CA03,guaifenesin,R,RESPIRATORY SYSTEM DRUGS,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA,Expectorants,R05CA03,guaifenesin,19
C0018318,IN,guanethidine,C02CC02,guanethidine,C,CARDIOVASCULAR SYSTEM DRUGS,C02,ANTIHYPERTENSIVES,C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02CC,"Guanine derivatives, peripherally acting antiadrenergic agents",C02CC02,guanethidine,12
C0018318,IN,guanethidine,S01EX01,guanethidine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations in ATC,S01EX01,guanethidine,12
C0018513,IN,halcinonide,D07AD02,halcinonide,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AD,"Corticosteroids, very potent (group IV)",D07AD02,halcinonide,15
C0018546,IN,haloperidol,N05AD01,haloperidol,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,"Butyrophenone derivatives, antipsychotics",N05AD01,haloperidol,437
C0018549,IN,halothane,N01AB01,halothane,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AB,"Halogenated hydrocarbons, general anesthetics",N01AB01,halothane,1209
C0018880,IN,helium,V03AN03,helium,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,V03AN03,helium,170
C0018988,IN,hemin,B06AB01,hemin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B06,OTHER HEMATOLOGICAL AGENTS in ATC,B06A,OTHER HEMATOLOGICAL AGENTS in ATC,B06AB,Heme products,B06AB01,hemin,29
C0019134,IN,heparin,B01AB01,heparin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group antithrombotic drugs,B01AB01,heparin,2863
C0019134,IN,heparin,C05BA03,heparin,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY DRUGS,C05BA,Heparins or heparinoids for topical use,C05BA03,heparin,2863
C0019134,IN,heparin,S01XA14,heparin,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS IN ATC,S01XA,Other ophthalmologicals in ATC,S01XA14,heparin,2863
C0019217,,,N05CA11,heptabarbital,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, hypnotics and sedatives, plain",N05CA11,heptabarbital,1
C0019223,IN,heptaminol,C01DX08,heptaminol,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases in ATC,C01DX08,heptaminol,1
C0019435,IN,hexachlorophene,D08AE01,hexachlorophene,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AE,"Phenol and derivatives, antiseptics and disinfectants",D08AE01,hexachlorophene,41
C0019453,IN,altretamine,L01XX03,altretamine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX03,altretamine,2
C0019468,IN,hexetidine,A01AB12,hexetidine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB12,hexetidine,4
C0019468,IN,hexetidine,G01AX16,hexetidine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX,Other gynecological antiinfectives and antiseptics in ATC,G01AX16,hexetidine,4
C0019469,IN,hexobarbital,N01AF02,hexobarbital,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AF,"Barbiturates for general anesthesia, plain",N01AF02,hexobarbital,11
C0019469,IN,hexobarbital,N05CA16,hexobarbital,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, hypnotics and sedatives, plain",N05CA16,hexobarbital,11
C0019471,IN,hexobendine,C01DX06,hexobendine,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases in ATC,C01DX06,hexobendine,1
C0019476,IN,hexoprenaline,R03AC06,hexoprenaline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC06,hexoprenaline,55
C0019476,IN,hexoprenaline,R03CC05,hexoprenaline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,"Selective beta-2-adrenoreceptor agonists, systemic",R03CC05,hexoprenaline,55
C0019497,IN,hexylresorcinol,R02AA12,hexylresorcinol,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptic throat preparations,R02AA12,hexylresorcinol,1
C0020196,PIN,hyaluronic acid,D03AX05,hyaluronic acid,D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03A,CICATRIZANTS,D03AX,Other cicatrizants in ATC,D03AX05,hyaluronic acid,834
C0020196,PIN,hyaluronic acid,M09AX01,hyaluronic acid,M,MUSCULO-SKELETAL SYSTEM DRUGS,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09AX,Other drugs for disorders of the musculo-skeletal system in ATC,M09AX01,hyaluronic acid,834
C0020196,PIN,hyaluronic acid,R01AX09,hyaluronic acid,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AX,Other nasal preparations in ATC,R01AX09,hyaluronic acid,834
C0020196,PIN,hyaluronic acid,S01KA01,hyaluronic acid,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01K,"SURGICAL AIDS, OPHTHALMOLOGIC",S01KA,Viscoelastic substances,S01KA01,hyaluronic acid,834
C0020223,IN,hydralazine,C02DB02,hydralazine,C,CARDIOVASCULAR SYSTEM DRUGS,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives acting on arteriolar smooth muscle,C02DB02,hydralazine,200
C0020259,IN,hydrochloric acid,A09AB03,hydrochloric acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A09,"DIGESTIVES, INCL. ENZYMES",A09A,"DIGESTIVES, INCL. ENZYMES",A09AB,"Acid preparations, digestives",A09AB03,hydrochloric acid,104
C0020259,IN,hydrochloric acid,B05XA13,hydrochloric acid,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X,I.V. SOLUTION ADDITIVES,B05XA,Electrolyte solutions,B05XA13,hydrochloric acid,104
C0020261,IN,hydrochlorothiazide,C03AA03,hydrochlorothiazide,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain",C03AA03,hydrochlorothiazide,177
C0020264,IN,hydrocodone,R05DA03,hydrocodone,R,RESPIRATORY SYSTEM DRUGS,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,"Opium alkaloids and derivatives, cough suppressants",R05DA03,hydrocodone,101
C0020268,IN,hydrocortisone,A01AC03,hydrocortisone,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AC,Corticosteroids for local oral treatment,A01AC03,hydrocortisone,8898
C0020268,IN,hydrocortisone,A07EA02,hydrocortisone,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,A07EA02,hydrocortisone,8898
C0020268,IN,hydrocortisone,C05AA01,hydrocortisone,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA01,hydrocortisone,8898
C0020268,IN,hydrocortisone,D07AA02,hydrocortisone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AA,"Corticosteroids, weak (group I)",D07AA02,hydrocortisone,8898
C0020268,IN,hydrocortisone,D07XA01,hydrocortisone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XA,"Corticosteroids, weak, other combinations",D07XA01,hydrocortisone,8898
C0020268,IN,hydrocortisone,H02AB09,hydrocortisone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,"Glucocorticoids, Systemic",H02AB09,hydrocortisone,8898
C0020268,IN,hydrocortisone,S01BA02,hydrocortisone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain",S01BA02,hydrocortisone,8898
C0020268,IN,hydrocortisone,S01CB03,hydrocortisone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB03,hydrocortisone,8898
C0020268,IN,hydrocortisone,S02BA01,hydrocortisone,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02B,Corticosteroid otologicals,S02BA,Corticosteroids,S02BA01,hydrocortisone,8898
C0020273,IN,hydroflumethiazide,C03AA02,hydroflumethiazide,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain",C03AA02,hydroflumethiazide,1
C0020281,IN,hydrogen peroxide,A01AB02,hydrogen peroxide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB02,hydrogen peroxide,419
C0020281,IN,hydrogen peroxide,D08AX01,hydrogen peroxide,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AX,Other antiseptics and disinfectants in ATC,D08AX01,hydrogen peroxide,419
C0020281,IN,hydrogen peroxide,D11AX25,hydrogen peroxide,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AX,OTHER DERMATOLOGICAL PREPARATIONS IN ATC,D11AX25,hydrogen peroxide,419
C0020281,IN,hydrogen peroxide,S02AA06,hydrogen peroxide,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02A,"ANTIINFECTIVE DRUGS, OTOLOGIC",S02AA,Antiinfectives,S02AA06,hydrogen peroxide,419
C0020306,IN,hydroquinone,D11AX11,hydroquinone,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AX,OTHER DERMATOLOGICAL PREPARATIONS IN ATC,D11AX11,hydroquinone,22
