cui,rxnorm_name,atc_code,ladder
C0017226,,A02BX07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BX Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC
A02BX07 gefarnate"
C0017245,gemfibrozil,C10AB04,"C CARDIOVASCULAR SYSTEM DRUGS
C10 LIPID MODIFYING AGENTS
C10A LIPID MODIFYING AGENTS, PLAIN
C10AB Fibrates, lipid modifying drugs, plain
C10AB04 gemfibrozil"
C0017507,gestrinone,G03XA02,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03X OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC
G03XA Antigonadotropins and similar agents
G03XA02 gestrinone"
C0017592,,N02BG03,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BG Other analgesics and antipyretics in ATC
N02BG03 glafenine"
C0017628,glyburide,A10BB01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BB Sulfonylureas for blood glucose lowering
A10BB01 glibenclamide"
C0017631,gliclazide,A10BB09,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BB Sulfonylureas for blood glucose lowering
A10BB09 gliclazide"
C0017642,glipizide,A10BB07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BB Sulfonylureas for blood glucose lowering
A10BB07 glipizide"
C0017687,glucagon,H04AA01,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H04 PANCREATIC HORMONES
H04A GLYCOGENOLYTIC HORMONES
H04AA Glycogenolytic hormones
H04AA01 glucagon"
C0017718,glucosamine,M01AX05,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX05 glucosamine"
C0017725,glucose,B05CX01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05C IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION
B05CX Other irrigating solutions in ATC
B05CX01 glucose"
C0017725,glucose,V04CA02,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CA Diagnostic agents for diabetes testing
V04CA02 glucose"
C0017725,glucose,V06DC01,"V VARIOUS DRUG CLASSES IN ATC
V06 GENERAL NUTRIENTS
V06D OTHER NUTRIENTS in ATC
V06DC Carbohydrate nutrients
V06DC01 glucose"
C0017797,glutamine,A16AA03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AA Amino acids and derivatives
A16AA03 glutamine"
C0017817,glutathione,V03AB32,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AB Antidotes
V03AB32 glutathione"
C0017845,glutethimide,N05CE01,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CE Piperidinedione derivatives, hypnotics and sedatives
N05CE01 glutethimide"
C0017861,glycerin,A06AG04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AG Enema for Constipation
A06AG04 glycerol"
C0017861,glycerin,A06AX01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AX Other drugs for constipation in ATC
A06AX01 glycerol"
C0017887,nitroglycerin,C01DA02,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01D VASODILATORS USED IN CARDIAC DISEASES
C01DA Organic nitrates used in cardiac disease
C01DA02 glyceryl trinitrate"
C0017887,nitroglycerin,C05AE01,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AE Muscle relaxants FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AE01 glyceryl trinitrate"
C0017889,glycerylphosphorylcholine,N07AX02,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07A PARASYMPATHOMIMETICS
N07AX Other parasympathomimetics in ATC
N07AX02 choline alfoscerate"
C0017890,glycine,B05CX03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05C IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION
B05CX Other irrigating solutions in ATC
B05CX03 glycine"
C0018033,aurothioglucose,M01CB04,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01C SPECIFIC ANTIRHEUMATIC AGENTS
M01CB Gold preparations
M01CB04 aurothioglucose"
C0018034,gold sodium thiomalate,M01CB01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01C SPECIFIC ANTIRHEUMATIC AGENTS
M01CB Gold preparations
M01CB01 sodium aurothiomalate"
C0018165,gramicidin,R02AB30,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AB Antibiotic throat preparations
R02AB30 gramicidin"
C0018242,griseofulvin,D01AA08,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AA Antifungal Antibiotics, Topical
D01AA08 griseofulvin"
C0018242,griseofulvin,D01BA01,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01B ANTIFUNGALS FOR SYSTEMIC USE
D01BA Antifungals for systemic use
D01BA01 griseofulvin"
C0018305,guaifenesin,R05CA03,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CA Expectorants
R05CA03 guaifenesin"
C0018318,guanethidine,C02CC02,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02C ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING
C02CC Guanine derivatives, peripherally acting antiadrenergic agents
C02CC02 guanethidine"
C0018318,guanethidine,S01EX01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01EX Other antiglaucoma preparations in ATC
S01EX01 guanethidine"
C0018513,halcinonide,D07AD02,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN
D07AD Corticosteroids, very potent (group IV)
D07AD02 halcinonide"
C0018546,haloperidol,N05AD01,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AD Butyrophenone derivatives, antipsychotics
N05AD01 haloperidol"
C0018549,halothane,N01AB01,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01A ANESTHETICS, GENERAL
N01AB Halogenated hydrocarbons, general anesthetics
N01AB01 halothane"
C0018880,helium,V03AN03,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AN Medical gases
V03AN03 helium"
C0018988,hemin,B06AB01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B06 OTHER HEMATOLOGICAL AGENTS in ATC
B06A OTHER HEMATOLOGICAL AGENTS in ATC
B06AB Heme products
B06AB01 hemin"
C0019134,heparin,B01AB01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AB Heparin group antithrombotic drugs
B01AB01 heparin"
C0019134,heparin,C05BA03,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05B ANTIVARICOSE THERAPY DRUGS
C05BA Heparins or heparinoids for topical use
C05BA03 heparin"
C0019134,heparin,S01XA14,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA14 heparin"
C0019217,,N05CA11,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CA Barbiturates, hypnotics and sedatives, plain
N05CA11 heptabarbital"
C0019223,heptaminol,C01DX08,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01D VASODILATORS USED IN CARDIAC DISEASES
C01DX Other vasodilators used in cardiac diseases in ATC
C01DX08 heptaminol"
C0019435,hexachlorophene,D08AE01,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AE Phenol and derivatives, antiseptics and disinfectants
D08AE01 hexachlorophene"
C0019453,altretamine,L01XX03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX03 altretamine"
C0019468,hexetidine,A01AB12,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AB Antiinfectives and antiseptics for local oral treatment
A01AB12 hexetidine"
C0019468,hexetidine,G01AX16,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AX Other gynecological antiinfectives and antiseptics in ATC
G01AX16 hexetidine"
C0019469,hexobarbital,N01AF02,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01A ANESTHETICS, GENERAL
N01AF Barbiturates for general anesthesia, plain
N01AF02 hexobarbital"
C0019469,hexobarbital,N05CA16,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CA Barbiturates, hypnotics and sedatives, plain
N05CA16 hexobarbital"
C0019471,hexobendine,C01DX06,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01D VASODILATORS USED IN CARDIAC DISEASES
C01DX Other vasodilators used in cardiac diseases in ATC
C01DX06 hexobendine"
C0019476,hexoprenaline,R03AC06,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A ADRENERGICS, INHALANTS
R03AC Selective beta-2-adrenoreceptor agonist inhalants
R03AC06 hexoprenaline"
C0019476,hexoprenaline,R03CC05,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03C ADRENERGICS FOR SYSTEMIC USE
R03CC Selective beta-2-adrenoreceptor agonists, systemic
R03CC05 hexoprenaline"
C0019497,hexylresorcinol,R02AA12,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA12 hexylresorcinol"
C0020196,hyaluronic acid,D03AX05,"D DERMATOLOGICALS
D03 PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
D03A CICATRIZANTS
D03AX Other cicatrizants in ATC
D03AX05 hyaluronic acid"
C0020196,hyaluronic acid,M09AX01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09AX Other drugs for disorders of the musculo-skeletal system in ATC
M09AX01 hyaluronic acid"
C0020196,hyaluronic acid,R01AX09,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AX Other nasal preparations in ATC
R01AX09 hyaluronic acid"
C0020196,hyaluronic acid,S01KA01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01K SURGICAL AIDS, OPHTHALMOLOGIC
S01KA Viscoelastic substances
S01KA01 hyaluronic acid"
C0020223,hydralazine,C02DB02,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02D ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON
C02DB Hydrazinophthalazine derivatives acting on arteriolar smooth muscle
C02DB02 hydralazine"
C0020259,hydrochloric acid,A09AB03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A09 DIGESTIVES, INCL. ENZYMES
A09A DIGESTIVES, INCL. ENZYMES
A09AB Acid preparations, digestives
A09AB03 hydrochloric acid"
C0020259,hydrochloric acid,B05XA13,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05X I.V. SOLUTION ADDITIVES
B05XA Electrolyte solutions
B05XA13 hydrochloric acid"
C0020261,hydrochlorothiazide,C03AA03,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03A LOW-CEILING DIURETICS, THIAZIDES
C03AA Thiazides, plain
C03AA03 hydrochlorothiazide"
C0020264,hydrocodone,R05DA03,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05D COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA Opium alkaloids and derivatives, cough suppressants
R05DA03 hydrocodone"
C0020268,hydrocortisone,A01AC03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AC Corticosteroids for local oral treatment
A01AC03 hydrocortisone"
C0020268,hydrocortisone,A07EA02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07E INTESTINAL ANTIINFLAMMATORY AGENTS
A07EA Corticosteroids acting locally
A07EA02 hydrocortisone"
C0020268,hydrocortisone,C05AA01,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AA Corticosteroids, topical for treatment of hemorrhoids and anal fissures
C05AA01 hydrocortisone"
C0020268,hydrocortisone,D07AA02,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN
D07AA Corticosteroids, weak (group I)
D07AA02 hydrocortisone"
C0020268,hydrocortisone,D07XA01,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07X CORTICOSTEROIDS, OTHER COMBINATIONS
D07XA Corticosteroids, weak, other combinations
D07XA01 hydrocortisone"
C0020268,hydrocortisone,H02AB09,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H02 CORTICOSTEROIDS FOR SYSTEMIC USE
H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN
H02AB Glucocorticoids, Systemic
H02AB09 hydrocortisone"
C0020268,hydrocortisone,S01BA02,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01B ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC
S01BA Corticosteroid ophthalmologic antiinflammatory agents, plain
S01BA02 hydrocortisone"
C0020268,hydrocortisone,S01CB03,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01C ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01CB Corticosteroids/antiinfectives/mydriatics in combination
S01CB03 hydrocortisone"
C0020268,hydrocortisone,S02BA01,"S SENSORY ORGAN DRUGS
S02 OTOLOGICALS
S02B Corticosteroid otologicals
S02BA Corticosteroids
S02BA01 hydrocortisone"
C0020273,hydroflumethiazide,C03AA02,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03A LOW-CEILING DIURETICS, THIAZIDES
C03AA Thiazides, plain
C03AA02 hydroflumethiazide"
C0020281,hydrogen peroxide,A01AB02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AB Antiinfectives and antiseptics for local oral treatment
A01AB02 hydrogen peroxide"
C0020281,hydrogen peroxide,D08AX01,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AX Other antiseptics and disinfectants in ATC
D08AX01 hydrogen peroxide"
C0020281,hydrogen peroxide,D11AX25,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX25 hydrogen peroxide"
C0020281,hydrogen peroxide,S02AA06,"S SENSORY ORGAN DRUGS
S02 OTOLOGICALS
S02A ANTIINFECTIVE DRUGS, OTOLOGIC
S02AA Antiinfectives
S02AA06 hydrogen peroxide"
C0020306,hydroquinone,D11AX11,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX11 hydroquinone"
C0020316,hydroxocobalamin,B03BA03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03B VITAMIN B12 AND FOLIC ACID
B03BA Vitamin B12 (cyanocobalamin and analogues)
B03BA03 hydroxocobalamin"
C0020316,hydroxocobalamin,V03AB33,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AB Antidotes
V03AB33 hydroxocobalamin"
C0020336,hydroxychloroquine,P01BA02,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01B ANTIMALARIALS
P01BA Aminoquinoline antimalarials
P01BA02 hydroxychloroquine"
C0020352,hetastarch,B05AA07,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05A BLOOD AND RELATED PRODUCTS
B05AA Blood substitutes and plasma protein fractions
B05AA07 hydroxyethylstarch"
C0020402,hydroxyurea,L01XX05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX05 hydroxycarbamide"
C0020404,hydroxyzine,N05BB01,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BB Diphenylmethane derivatives, anxiolytics
N05BB01 hydroxyzine"
C0020411,hymecromone,A05AX02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A05 BILE AND LIVER THERAPY DRUGS
A05A BILE THERAPY DRUGS
A05AX Other drugs for bile therapy in ATC
A05AX02 hymecromone"
C0020740,ibuprofen,C01EB16,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01E OTHER CARDIAC PREPARATIONS in ATC
C01EB Other plain cardiac preparations in ATC
C01EB16 ibuprofen"
C0020740,ibuprofen,G02CC01,"G GENITO URINARY SYSTEM AND SEX HORMONES
G02 OTHER GYNECOLOGICALS in ATC
G02C OTHER GYNECOLOGICALS in ATC
G02CC Antiinflammatory products for vaginal administration
G02CC01 ibuprofen"
C0020740,ibuprofen,M01AE01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AE Propionic acid derivatives, antiinflammatory and antirheumatic products
M01AE01 ibuprofen"
C0020740,ibuprofen,M02AA13,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA Antiinflammatory preparations, non-steroids for topical use
M02AA13 ibuprofen"
C0020740,ibuprofen,R02AX02,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AX Other throat preparations in ATC
R02AX02 ibuprofen"
C0020789,idarubicin,L01DB06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01D CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DB Anthracyclines and related substances
L01DB06 idarubicin"
C0020811,idoxuridine,D06BB01,"D DERMATOLOGICALS
D06 ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06B CHEMOTHERAPEUTICS FOR TOPICAL USE
D06BB Antivirals, topical
D06BB01 idoxuridine"
C0020811,idoxuridine,J05AB02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AB Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB02 idoxuridine"
C0020811,idoxuridine,S01AD01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AD Antivirals, ophthalmologic
S01AD01 idoxuridine"
C0020823,ifosfamide,L01AA06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01A ALKYLATING AGENTS
L01AA Nitrogen mustard analogues
L01AA06 ifosfamide"
C0020934,imipramine,N06AA02,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AA Non-selective monoamine reuptake inhibitors
N06AA02 imipramine"
C0021186,indapamide,C03BA11,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03B LOW-CEILING DIURETICS, EXCL. THIAZIDES
C03BA sulfonamides, low-ceiling diuretics, plain
C03BA11 indapamide"
C0021219,indigo carmine,V04CH02,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CH renal function and ureteral injuries test diagnostic agents
V04CH02 indigo carmine"
C0021234,indocyanine green,V04CX01,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CX Other diagnostic agents in ATC
V04CX01 indocyanine green"
C0021246,indomethacin,C01EB03,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01E OTHER CARDIAC PREPARATIONS in ATC
C01EB Other plain cardiac preparations in ATC
C01EB03 indometacin"
C0021246,indomethacin,M01AB01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AB Acetic acid derivatives and related substances
M01AB01 indometacin"
C0021246,indomethacin,M02AA23,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA Antiinflammatory preparations, non-steroids for topical use
M02AA23 indometacin"
C0021246,indomethacin,S01BC01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01B ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC
S01BC Antiinflammatory agents, non-steroidal, ophthalmologic
S01BC01 indometacin"
C0021251,,M01AE10,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AE Propionic acid derivatives, antiinflammatory and antirheumatic products
M01AE10 indoprofen"
C0021252,indoramin,C02CA02,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02C ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING
C02CA Alpha-adrenoreceptor antagonists, peripherally acting
C02CA02 indoramin"
C0021528,inosine,D06BB05,"D DERMATOLOGICALS
D06 ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06B CHEMOTHERAPEUTICS FOR TOPICAL USE
D06BB Antivirals, topical
D06BB05 inosine"
C0021528,inosine,G01AX02,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AX Other gynecological antiinfectives and antiseptics in ATC
G01AX02 inosine"
C0021528,inosine,S01XA10,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA10 inosine"
C0021547,inositol,A11HA07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A11 VITAMINS
A11H OTHER PLAIN VITAMIN PREPARATIONS in ATC
A11HA Other plain vitamin preparations in ATC
A11HA07 inositol"
C0021734,interferon alfa-2a,L03AB04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AB Interferons
L03AB04 interferon alfa-2a"
C0021735,interferon alfa-2b,L03AB05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AB Interferons
L03AB05 interferon alfa-2b"
C0021764,,L03AC,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AC Interleukins"
